Unnamed: 0,Name,Parliament
0,Dirk van Akerlaken,1871-1875
1,Willem Adriaan Bergsma,1871-1875
2,Sybrand van Beyma thoe Kingma,1871-1875
3,Charles Antoine de Bieberstein Rogalla Zawadsky,1871-1875
4,François Willem Cornelis Blom,1871-1875
5,Barend Brouwer,1871-1875
6,Jacob Leonard de Bruyn Kops,1871-1875
7,Eppo Cremers,1871-1875
8,Albertus van Delden,1871-1875
9,Cornelis Fock,1871-1875
10,Isaäc Dignus Fransen van de Putte,1871-1875
11,Willem Theodore Gevers Deynoot,1871-1875
12,Sybrand Hingst,1871-1875
13,Samuel van Houten,1871-1875
14,Willem Jonckbloet,1871-1875
15,Klaas Harshoorn de Jong,1871-1875
16,Jan Kappeyne van de Coppello,1871-1875
17,Michiel Johan de Lange,1871-1875
18,Donald Jacob Mackay,1871-1875
19,Charles Jean François Mirandolle,1871-1875
20,Antony Moens,1871-1875
21,Albertus van Naamen van Eemnes,1871-1875
22,Lucas Oldenhuis Gratama,1871-1875
23,Willem Hubert Pyls,1871-1875
24,Karel Anton Rombach,1871-1875
25,Jan Karel Hendrik de Roo van Alderwerelt,1871-1875
26,Derk de Ruiter Zijlker,1871-1875
27,Jan Willem Hendrik Rutgers van Rozenburg,1871-1875
28,Johannes Albertus Sandberg,1871-1875
29,Hendrik Jan Smidt,1871-1875
30,Thomas Joannes Stieltjes,1871-1875
31,Johannes Tak van Poortvliet,1871-1875
32,Schelte Wybenga,1871-1875
33,Johannes Baptista Bots,1871-1875
34,Jan Pieter Bredius,1871-1875
35,Jacob Dam,1871-1875
36,Willem Hendrik Dullert,1871-1875
37,Gerard Dumbar,1871-1875
38,Daniël van Eck,1871-1875
39,Jan Heemskerk Bzn.,1871-1875
40,Wieger Hendrikus Idzerda,1871-1875
41,Jacob Johan van Kerkwijk,1871-1875
42,Lambertus Eduard Lenting,1871-1875
43,Gijsbertus Martinus van der Linden,1871-1875
44,Paul Therèse van der Maesen de Sombreff,1871-1875
45,Willem Adriaan Viruly Verbrugge,1871-1875
46,Rembertus Westerhoff,1871-1875
47,Warnardus Cornelis Mathildus Begram,1871-1875
48,Ernest Louis van Hardenbroek van Lockhorst,1871-1875
49,Jan Heemskerk Azn.,1871-1875
50,Eduard Herman s' Jacob,1871-1875
51,Nicolaas Pieter Jacob Kien,1871-1875
52,Johannes van Kuijk,1871-1875
53,Evert du Marchie van Voorthuysen,1871-1875
54,Johannes Leonardus Nierstrasz C.Jzn.,1871-1875
55,Gerlach Cornelis Johannes van Reenen,1871-1875
56,Cornelis Ascanius van Sypesteyn,1871-1875
57,Pieter Hendrik Taets van Amerongen tot Natewisch,1871-1875
58,Willem Wintgens,1871-1875
59,Julius van Zuylen van Nijevelt,1871-1875
60,Jan Hendrik Arnoldts,1871-1875
61,Ferdinand Hendrik Hubert Borret,1871-1875
62,Johannes Maria Benedictus Josephus van der Does de Willebois,1871-1875
63,Leopold Haffmans,1871-1875
64,Petrus van den Heuvel,1871-1875
65,Christianus Joannes Antonius Heydenrijck,1871-1875
66,Aloysius Franciscus Xaverius Luyben,1871-1875
67,Carel van Nispen,1871-1875
68,Joannes Antonius Christianus Arnoldus van Nispen van Sevenaer,1871-1875
69,Petrus Johannes Antonius Smitz,1871-1875
70,Johannes Baptista Arnoldus Josephus Maria Verheyen,1871-1875
71,Franciscus Johannes Emilius van Zinnicq Bergmann,1871-1875
72,Willem Maurits de Brauw,1871-1875
73,Cornelis van Foreest,1871-1875
74,Mari Aert Frederic Henri Hoffmann,1871-1875
75,Theo van Lynden van Sandenburg,1871-1875
76,Jan Willem van Loon,1871-1875
77,Pieter Hendrik Saaymans Vader,1871-1875
78,Otto van Wassenaer van Catwijck,1871-1875
79,Carel Marius Storm van 's-Gravesande,1871-1875
80,Michel Henry Godefroi,1871-1875
81,Otto van Rees,1871-1875
82,Jolle Albertus Jolles,1871-1875
83,Binnert Philip van Harinxma thoe Slooten,1871-1875
84,Rudolf Pieter Mees R.Azn.,1871-1875
85,Jan Schepel,1871-1875
86,Willem van der Kaay,1871-1875
87,Pieter Blussé van Oud-Alblas,1871-1875
88,Rutger Jan Schimmelpenninck van Nijenhuis,1871-1875
89,Herman Albrecht Insinger,1871-1875
90,Gerhardus Fabius,1871-1875
91,Jan Messchert van Vollenhoven,1871-1875
92,Hendrik Anthon van Rappard,1871-1875
93,François de Casembroot,1871-1875
94,Antonius van Baar,1871-1875
95,Guillaume Eugène François Xavier Mathias Kerens de Wylré,1871-1875
96,Jerôme Lambrechts,1871-1875
97,Raphaël Alexander Johannes Boudewinus Maria van Nispen van Sevenaer,1871-1875
98,Isaäc Lambertus Cremer van den Berch van Heemstede,1871-1875
99,Alex Schimmelpenninck van der Oye,1871-1875
100,James John Teding van Berkhout,1871-1875
101,Marinus Bichon van IJsselmonde,1871-1875
102,Abraham Kuyper,1871-1875
103,Matthias Margarethus van Asch van Wijck,1871-1875
0,Willem Adriaan Bergsma,1875-1879
1,Charles Antoine de Bieberstein Rogalla Zawadsky,1875-1879
2,François Willem Cornelis Blom,1875-1879
3,Pieter Blussé van Oud-Alblas,1875-1879
4,Jan Pieter Bredius,1875-1879
5,Jacob Leonard de Bruyn Kops,1875-1879
6,Eppo Cremers,1875-1879
7,Willem Hendrik Dullert,1875-1879
8,Daniël van Eck,1875-1879
9,Isaäc Dignus Fransen van de Putte,1875-1879
10,Johan Herman Geertsema Czn.,1875-1879
11,Willem Theodore Gevers Deynoot,1875-1879
12,Michel Henry Godefroi,1875-1879
13,Binnert Philip van Harinxma thoe Slooten,1875-1879
14,Sybrand Hingst,1875-1879
15,Samuel van Houten,1875-1879
16,Wieger Hendrikus Idzerda,1875-1879
17,Willem Jonckbloet,1875-1879
18,Klaas Harshoorn de Jong,1875-1879
19,Willem van der Kaay,1875-1879
20,Jan Kappeyne van de Coppello,1875-1879
21,Jacob Johan van Kerkwijk,1875-1879
22,Michiel Johan de Lange,1875-1879
23,Lambertus Eduard Lenting,1875-1879
24,Donald Jacob Mackay,1875-1879
25,Rudolf Pieter Mees R.Azn.,1875-1879
26,Charles Jean François Mirandolle,1875-1879
27,Antony Moens,1875-1879
28,Albertus van Naamen van Eemnes,1875-1879
29,Lucas Oldenhuis Gratama,1875-1879
30,Karel Anton Rombach,1875-1879
31,Jan Karel Hendrik de Roo van Alderwerelt,1875-1879
32,Derk de Ruiter Zijlker,1875-1879
33,Johannes Albertus Sandberg,1875-1879
34,Jan Schepel,1875-1879
35,Hendrik Jan Smidt,1875-1879
36,Thomas Joannes Stieltjes,1875-1879
37,Johannes Tak van Poortvliet,1875-1879
38,Sjoerd Vening Meinesz,1875-1879
39,Willem Adriaan Viruly Verbrugge,1875-1879
40,Gerrit de Vries Azn.,1875-1879
41,Schelte Wybenga,1875-1879
42,Jan Hendrik Arnoldts,1875-1879
43,Antonius van Baar,1875-1879
44,Ferdinand Hendrik Hubert Borret,1875-1879
45,Johannes Maria Benedictus Josephus van der Does de Willebois,1875-1879
46,Leopold Haffmans,1875-1879
47,Petrus van den Heuvel,1875-1879
48,Christianus Joannes Antonius Heydenrijck,1875-1879
49,Guillaume Eugène François Xavier Mathias Kerens de Wylré,1875-1879
50,Jerôme Lambrechts,1875-1879
51,Aloysius Franciscus Xaverius Luyben,1875-1879
52,Carel van Nispen,1875-1879
53,Petrus Johannes Antonius Smitz,1875-1879
54,Johannes Baptista Arnoldus Josephus Maria Verheyen,1875-1879
55,Franciscus Johannes Emilius van Zinnicq Bergmann,1875-1879
56,Matthias Margarethus van Asch van Wijck,1875-1879
57,Isaäc Lambertus Cremer van den Berch van Heemstede,1875-1879
58,Marinus Bichon van IJsselmonde,1875-1879
59,Frans Julius Johan van Heemstra,1875-1879
60,Johan Louis de Jonge,1875-1879
61,Abraham Kuyper,1875-1879
62,Jan Willem van Loon,1875-1879
63,Pieter Hendrik Saaymans Vader,1875-1879
64,Alex Schimmelpenninck van der Oye,1875-1879
65,James John Teding van Berkhout,1875-1879
66,Otto van Wassenaer van Catwijck,1875-1879
67,Warnardus Cornelis Mathildus Begram,1875-1879
68,François de Casembroot,1875-1879
69,Jan Reijnaud Corver Hooft,1875-1879
70,Gerhardus Fabius,1875-1879
71,Herman Albrecht Insinger,1875-1879
72,Jan Messchert van Vollenhoven,1875-1879
73,Johannes Leonardus Nierstrasz C.Jzn.,1875-1879
74,Hendrik Anthon van Rappard,1875-1879
75,Rutger Jan Schimmelpenninck van Nijenhuis,1875-1879
76,Willem Wintgens,1875-1879
77,Jacob Nicolaas Bastert,1875-1879
78,Carel Marius Storm van 's-Gravesande,1875-1879
79,Herman Agatho des Amorie van der Hoeven,1875-1879
80,Herman Cornelis Verniers van der Loeff,1875-1879
81,Willem Hendrik de Beaufort,1875-1879
82,Cornelis van Heukelom,1875-1879
83,Jacob Gerard Patijn,1875-1879
84,Albertus van Delden,1875-1879
85,Herman Jacob Dijckmeester,1875-1879
86,Petrus Hendrik Holtzman,1875-1879
87,Jan Willem Hendrik Rutgers van Rozenburg,1875-1879
88,Adriaan Marius Schagen van Leeuwen,1875-1879
89,Joan Röell,1875-1879
90,Hendrik Goeman Borgesius,1875-1879
91,Cornelis Jacob Sickesz,1875-1879
92,Willem de Meijier,1875-1879
93,Warmold Albertinus van der Feltz,1875-1879
94,Otto van Rees,1875-1879
95,Willem Anthony Froger,1875-1879
96,Jan Hendrik Frans Karel van Swinderen,1875-1879
97,Jan van Gennep,1875-1879
98,Gijsbertus Martinus van der Linden,1875-1879
99,Franciscus Lieftinck,1875-1879
100,Arthur Kool,1875-1879
101,Joannes Barendinus van Osenbruggen,1875-1879
102,Pierre Guillaume Jean van der Schrieck,1875-1879
103,Hubert Joachim Brouwers,1875-1879
104,Æneas Mackay jr.,1875-1879
105,Harry Barge,1875-1879
106,Jacobus Gerardus de Bruijn,1875-1879
107,Jan Pieter Bredius,1875-1879
108,Jan van Stolk Jzn.,1875-1879
109,Gijsbert van Tienhoven,1875-1879
110,Jan Willem Jacobus de Vos van Steenwijk,1875-1879
111,Roeland van de Werk,1875-1879
112,Alex Schimmelpenninck van der Oye,1875-1879
0,Willem Hendrik de Beaufort,1879-1883
1,Willem Adriaan Bergsma,1879-1883
2,Pieter Blussé van Oud-Alblas,1879-1883
3,Jan Pieter Bredius,1879-1883
4,Eppo Cremers,1879-1883
5,Albertus van Delden,1879-1883
6,Herman Jacob Dijckmeester,1879-1883
7,Willem Hendrik Dullert,1879-1883
8,Daniël van Eck,1879-1883
9,Warmold Albertinus van der Feltz,1879-1883
10,Isaäc Dignus Fransen van de Putte,1879-1883
11,Willem Anthonie Froger,1879-1883
12,Jan van Gennep,1879-1883
13,Michel Henry Godefroi,1879-1883
14,Hendrik Goeman Borgesius,1879-1883
15,Cornelis van Heukelom,1879-1883
16,Sybrand Hingst,1879-1883
17,Petrus Hendrik Holtzman,1879-1883
18,Samuel van Houten,1879-1883
19,Wieger Hendrikus Idzerda,1879-1883
20,Willem van der Kaay,1879-1883
21,Jacob Johan van Kerkwijk,1879-1883
22,Arthur Kool,1879-1883
23,Lambertus Eduard Lenting,1879-1883
24,Franciscus Lieftinck,1879-1883
25,Gijsbertus Martinus van der Linden,1879-1883
26,Rudolf Pieter Mees R.Azn.,1879-1883
27,Charles Jean François Mirandolle,1879-1883
28,Lucas Oldenhuis Gratama,1879-1883
29,Johannes Barendinus van Osenbruggen,1879-1883
30,Jacob Gerard Patijn,1879-1883
31,Joan Röell,1879-1883
32,Derk de Ruiter Zijlker,1879-1883
33,Jan Willem Hendrik Rutgers van Rozenburg,1879-1883
34,Johannes Albertus Sandberg,1879-1883
35,Adriaan Marius Schagen van Leeuwen,1879-1883
36,Jan Schepel,1879-1883
37,Cornelis Jacob Sickesz,1879-1883
38,Jan van Stolk Jzn.,1879-1883
39,Gijsbert van Tienhoven,1879-1883
40,Sjoerd Vening Meinesz,1879-1883
41,Willem Adriaan Viruly Verbrugge,1879-1883
42,Jan Willem Jacobus de Vos van Steenwijk,1879-1883
43,Roeland van de Werk,1879-1883
44,Schelte Wybenga,1879-1883
45,Jan Hendrik Arnoldts,1879-1883
46,Antonius van Baar,1879-1883
47,Charles Antoine de Bieberstein Rogalla Zawadsky,1879-1883
48,Ferdinand Hendrik Hubert Borret,1879-1883
49,Hubert Joachim Brouwers,1879-1883
50,Leopold Haffmans,1879-1883
51,Christianus Joannes Antonius Heydenrijck,1879-1883
52,Guillaume Eugène François Xavier Mathias Kerens de Wylré,1879-1883
53,Jerôme Lambrechts,1879-1883
54,Aloysius Franciscus Xaverius Luyben,1879-1883
55,Carel van Nispen,1879-1883
56,Pierre Guillaume Jean van der Schrieck,1879-1883
57,Johannes Baptista Arnoldus Josephus Maria Verheyen,1879-1883
58,Matthias Margarethus van Asch van Wijck,1879-1883
59,Marinus Bichon van IJsselmonde,1879-1883
60,Alexander van Dedem,1879-1883
61,Pieter Jacob Elout van Soeterwoude,1879-1883
62,Jan Thomassen à Thuessink van der Hoop van Slochteren,1879-1883
63,Johan Louis de Jonge,1879-1883
64,Levinus Wilhelmus Christiaan Keuchenius,1879-1883
65,Æneas Mackay jr.,1879-1883
66,Alexander Frederik de Savornin Lohman,1879-1883
67,Alex Schimmelpenninck van der Oye,1879-1883
68,James John Teding van Berkhout,1879-1883
69,Otto van Wassenaer van Catwijck,1879-1883
70,Jacob Leonard de Bruyn Kops,1879-1883
71,Idzerd Frans van Humalda van Eysinga,1879-1883
72,Klaas de Jong,1879-1883
73,Willem de Meijier,1879-1883
74,Antony Moens,1879-1883
75,Karel Anton Rombach,1879-1883
76,François de Casembroot,1879-1883
77,Jan Reijnaud Corver Hooft,1879-1883
78,Herman Albrecht Insinger,1879-1883
79,Rutger Jan Schimmelpenninck van Nijenhuis,1879-1883
80,Willem Wintgens,1879-1883
81,Herman Agatho des Amorie van der Hoeven,1879-1883
82,Harry Barge,1879-1883
83,Jacobus Gerardus de Bruijn,1879-1883
84,Frederic Joseph Maria Anton Reekers,1879-1883
85,Jacob Nicolaas Bastert,1879-1883
86,Willem Karel van Dedem,1879-1883
87,Johan George Gleichman,1879-1883
88,Otto van Rees,1879-1883
89,Philippus van Blom,1879-1883
90,Justus Dirks,1879-1883
91,Philippe Willem van der Sleijden,1879-1883
92,Herman Jacob Kist,1879-1883
93,Adriaan Gildemeester,1879-1883
94,Johannes Hendricus Donner,1879-1883
95,Hendrik Seret,1879-1883
96,Titus van Asch van Wijck,1879-1883
97,Jan Christiaan Fabius,1879-1883
98,Jozef Jan Pompe van Meerdervoort,1879-1883
99,Pieter Cornelis 't Hooft,1879-1883
100,Gijsbert Hendrik Thomassen à Thuessink van der Hoop van Slochteren,1879-1883
101,Theodoor Philip Mackay,1879-1883
102,Frederik van Bylandt,1879-1883
103,Karel Antonie Godin de Beaufort,1879-1883
104,Willem Gerard Brantsen van de Zijp,1879-1883
105,Victor Nyst,1879-1883
106,Petrus Jacobus Franciscus Vermeulen,1879-1883
107,Gustave Louis Marie Hubert Ruijs de Beerenbrouck,1879-1883
108,Bernardus Marie Bahlmann,1879-1883
109,Jean Clercx,1879-1883
110,Wynandus Gustavus Straetmans,1879-1883
111,Anthonie Ernst Reuther,1879-1883
112,Johannes Tak van Poortvliet,1879-1883
113,Hendrikus Octavius Wichers,1879-1883
114,Willem van Heeckeren van Kell,1879-1883
115,Age Buma,1879-1883
116,Herman Schaepman,1879-1883
0,Philippus van Blom,1883-1884
1,Pieter Blussé van Oud-Alblas,1883-1884
2,Eppo Cremers,1883-1884
3,Willem Karel van Dedem,1883-1884
4,Albertus van Delden,1883-1884
5,Herman Jacob Dijckmeester,1883-1884
6,Justus Dirks,1883-1884
7,Daniël van Eck,1883-1884
8,Warmold Albertinus van der Feltz,1883-1884
9,Jan van Gennep,1883-1884
10,Adriaan Gildemeester,1883-1884
11,Johan George Gleichman,1883-1884
12,Hendrik Goeman Borgesius,1883-1884
13,Samuel van Houten,1883-1884
14,Jacob Johan van Kerkwijk,1883-1884
15,Herman Jacob Kist,1883-1884
16,Franciscus Lieftinck,1883-1884
17,Gijsbertus Martinus van der Linden,1883-1884
18,Rudolf Pieter Mees R.Azn.,1883-1884
19,Lucas Oldenhuis Gratama,1883-1884
20,Joannes Barendinus van Osenbruggen,1883-1884
21,Otto van Rees,1883-1884
22,Joan Röell,1883-1884
23,Derk de Ruiter Zijlker,1883-1884
24,Jan Willem Hendrik Rutgers van Rozenburg,1883-1884
25,Jan Schepel,1883-1884
26,Philippe Willem van der Sleijden,1883-1884
27,Herman Cornelis Verniers van der Loeff,1883-1884
28,Willem Adriaan Viruly Verbrugge,1883-1884
29,Jan Willem Jacobus de Vos van Steenwijk,1883-1884
30,Roeland van de Werk,1883-1884
31,Schelte Wybenga,1883-1884
32,Titus van Asch van Wijck,1883-1884
33,Gerard Jacob Theodoor Beelaerts van Blokland,1883-1884
34,Marinus Bichon van IJsselmonde,1883-1884
35,Willem Gerard Brantsen van de Zijp,1883-1884
36,Frederik van Bylandt,1883-1884
37,Alexander van Dedem,1883-1884
38,Johannes Hendricus Donner,1883-1884
39,Karel Antonie Godin de Beaufort,1883-1884
40,Pieter Cornelis 't Hooft,1883-1884
41,Gijsbert Hendrik Thomassen à Thuessink van der Hoop van Slochteren,1883-1884
42,Levinus Wilhelmus Christiaan Keuchenius,1883-1884
43,Æneas Mackay jr.,1883-1884
44,Theodoor Philip Mackay,1883-1884
45,Jozef Jan Pompe van Meerdervoort,1883-1884
46,Alexander Frederik de Savornin Lohman,1883-1884
47,Alex Schimmelpenninck van der Oye,1883-1884
48,Hendrik Seret,1883-1884
49,Otto van Wassenaer van Catwijck,1883-1884
50,Antonius van Baar,1883-1884
51,Bernardus Marie Bahlmann,1883-1884
52,Ferdinand Hendrik Hubert Borret,1883-1884
53,Hubert Joachim Brouwers,1883-1884
54,Jean Clercx,1883-1884
55,Leopold Haffmans,1883-1884
56,Jerôme Lambrechts,1883-1884
57,Carel van Nispen,1883-1884
58,Anthonie Ernst Reuther,1883-1884
59,Gustave Louis Marie Hubert Ruijs de Beerenbrouck,1883-1884
60,Pierre Guillaume Jean van der Schrieck,1883-1884
61,Wynandus Gustavus Straetmans,1883-1884
62,Petrus Jacobus Franciscus Vermeulen,1883-1884
63,Antonius Franciscus Vos de Wael,1883-1884
64,Willem Adriaan Bergsma,1883-1884
65,Jacob Leonard de Bruyn Kops,1883-1884
66,Age Buma,1883-1884
67,Willem van Heeckeren van Kell,1883-1884
68,Sybrand Hingst,1883-1884
69,Idzerd Frans van Humalda van Eysinga,1883-1884
70,Klaas de Jong,1883-1884
71,Willem van der Kaay,1883-1884
72,Willem de Meijier,1883-1884
73,Charles Jean François Mirandolle,1883-1884
74,Karel Anton Rombach,1883-1884
75,Johannes Tak van Poortvliet,1883-1884
76,Hendrikus Octavius Wichers,1883-1884
77,Jan Reijnaud Corver Hooft,1883-1884
78,Herman Albrecht Insinger,1883-1884
79,Rutger Jan Schimmelpenninck van Nijenhuis,1883-1884
80,Willem Wintgens,1883-1884
81,Herman Agatho des Amorie van der Hoeven,1883-1884
82,Arnoldus Hyacinthus Maria van Berckel,1883-1884
83,Frederic Joseph Maria Anton Reekers,1883-1884
84,Herman Schaepman,1883-1884
85,Jacob Nicolaas Bastert,1883-1884
86,Abraham van Laer,1883-1884
87,Wilco Julius van Welderen Rengers,1883-1884
88,Jacob Duyvis,1883-1884
89,Ulrich Herman Huber,1883-1884
90,Allard van der Borch van Verwolde,1883-1884
91,Maximilien Joseph Caspar Marie Kolkman,1883-1884
0,Eilard Jacobus Attema,1884-1886
1,Willem Hendrik de Beaufort,1884-1886
2,Philippus van Blom,1884-1886
3,Pieter Blussé van Oud-Alblas,1884-1886
4,Jacob Leonard de Bruyn Kops,1884-1886
5,Jacob Theodoor Cremer,1884-1886
6,Eppo Cremers,1884-1886
7,Willem Karel van Dedem,1884-1886
8,Albertus van Delden,1884-1886
9,Justus Dirks,1884-1886
10,Jacob Duyvis,1884-1886
11,Warmold Albertinus van der Feltz,1884-1886
12,Jan van Gennep,1884-1886
13,Adriaan Gildemeester,1884-1886
14,Johan George Gleichman,1884-1886
15,Gerardus Jacobus Goekoop,1884-1886
16,Hendrik Goeman Borgesius,1884-1886
17,Samuel van Houten,1884-1886
18,Jacob Johan van Kerkwijk,1884-1886
19,Egbert Broer Kielstra,1884-1886
20,Herman Jacob Kist,1884-1886
21,Franciscus Lieftinck,1884-1886
22,Gijsbertus Martinus van der Linden,1884-1886
23,Rudolf Pieter Mees R.Azn.,1884-1886
24,Lucas Oldenhuis Gratama,1884-1886
25,Johannes Barendinus van Osenbruggen,1884-1886
26,Sebastiaan Mattheüs Sigismund de Ranitz,1884-1886
27,Joan Röell,1884-1886
28,Willem Rooseboom,1884-1886
29,Derk de Ruiter Zijlker,1884-1886
30,Jan Willem Hendrik Rutgers van Rozenburg,1884-1886
31,Jan Schepel,1884-1886
32,Philippe Willem van der Sleijden,1884-1886
33,Herman Cornelis Verniers van der Loeff,1884-1886
34,Willem Adriaan Viruly Verbrugge,1884-1886
35,Jan Willem Jacobus de Vos van Steenwijk,1884-1886
36,Schelte Wybenga,1884-1886
37,Jan van Alphen,1884-1886
38,Titus van Asch van Wijck,1884-1886
39,Frederik Willem Jacob van Aylva van Pallandt,1884-1886
40,Gerard Jacob Theodoor Beelaerts van Blokland,1884-1886
41,Allard van der Borch van Verwolde,1884-1886
42,Willem Gerard Brantsen van de Zijp,1884-1886
43,Frederik van Bylandt,1884-1886
44,Alexander van Dedem,1884-1886
45,Johannes Hendricus Donner,1884-1886
46,Jan Christiaan Fabius,1884-1886
47,Barthold Jacob Lintelo de Geer van Jutphaas,1884-1886
48,Karel Antonie Godin de Beaufort,1884-1886
49,Pieter Cornelis 't Hooft,1884-1886
50,Gijsbert Hendrik Thomassen à Thuessink van der Hoop van Slochteren,1884-1886
51,Ulrich Herman Huber,1884-1886
52,Levinus Wilhelmus Christiaan Keuchenius,1884-1886
53,Æneas Mackay jr.,1884-1886
54,Theodoor Philip Mackay,1884-1886
55,Jozef Jan Pompe van Meerdervoort,1884-1886
56,Alexander Frederik de Savornin Lohman,1884-1886
57,Jan Elias Nicolaas Schimmelpenninck van der Oye,1884-1886
58,Hendrik Seret,1884-1886
59,Otto van Wassenaer van Catwijck,1884-1886
60,Antonius van Baar,1884-1886
61,Bernardus Marie Bahlmann,1884-1886
62,Ferdinand Hendrik Hubert Borret,1884-1886
63,Hubert Joachim Brouwers,1884-1886
64,Jean Clercx,1884-1886
65,Leopold Haffmans,1884-1886
66,Jerôme Lambrechts,1884-1886
67,Anthonie Ernst Reuther,1884-1886
68,Gustave Louis Marie Hubert Ruijs de Beerenbrouck,1884-1886
69,Pierre Guillaume Jean van der Schrieck,1884-1886
70,Wynandus Gustavus Straetmans,1884-1886
71,Petrus Jacobus Franciscus Vermeulen,1884-1886
72,Antonius Franciscus Vos de Wael,1884-1886
73,Age Buma,1884-1886
74,Sybrand Hingst,1884-1886
75,Klaas de Jong,1884-1886
76,Willem van der Kaay,1884-1886
77,Willem de Meijier,1884-1886
78,Herman Agatho des Amorie van der Hoeven,1884-1886
79,Arnoldus Hyacinthus Maria van Berckel,1884-1886
80,Maximilien Joseph Caspar Marie Kolkman,1884-1886
81,Frederic Joseph Maria Anton Reekers,1884-1886
82,Herman Schaepman,1884-1886
83,Jan Reijnaud Corver Hooft,1884-1886
84,Rutger Jan Schimmelpenninck van Nijenhuis,1884-1886
85,Willem Wintgens,1884-1886
86,Rutger Alexander Wilhelm Sluiter,1884-1886
87,Wilco Julius van Welderen Rengers,1884-1886
88,Bernardus Hermanus Heldt,1884-1886
89,Harm Smeenge,1884-1886
90,Leonard Frans Hubert Carl Ruland,1884-1886
91,Jan van den Biesen,1884-1886
0,Willem Hendrik de Beaufort,1886-1887
1,Pieter Blussé van Oud-Alblas,1886-1887
2,Jacob Leonard de Bruyn Kops,1886-1887
3,Age Buma,1886-1887
4,Johan Pieter Idus Buteux,1886-1887
5,Jacob Theodoor Cremer,1886-1887
6,Eppo Cremers,1886-1887
7,Willem Karel van Dedem,1886-1887
8,Albertus van Delden,1886-1887
9,Antonie Jacob Willem Farncombe Sanders,1886-1887
10,Warmold Albertinus van der Feltz,1886-1887
11,Jan van Gennep,1886-1887
12,Adriaan Gildemeester,1886-1887
13,Johan George Gleichman,1886-1887
14,Gerardus Jacobus Goekoop,1886-1887
15,Hendrik Goeman Borgesius,1886-1887
16,Henri Maarten Anton van der Goes van Dirxland,1886-1887
17,Lodewijk Gerard Greeve,1886-1887
18,Abraham Frans Karel Hartogh,1886-1887
19,Bernardus Hermanus Heldt,1886-1887
20,Samuel van Houten,1886-1887
21,Willem van der Kaay,1886-1887
22,Jacob Johan van Kerkwijk,1886-1887
23,Egbert Broer Kielstra,1886-1887
24,Herman Jacob Kist,1886-1887
25,Franciscus Lieftinck,1886-1887
26,Gijsbertus Martinus van der Linden,1886-1887
27,Rudolf Pieter Mees R.Azn.,1886-1887
28,Jan Rudolf Meesters,1886-1887
29,Willem de Meijier,1886-1887
30,Joannes Barendinus van Osenbruggen,1886-1887
31,Sebastiaan Mattheüs Sigismund de Ranitz,1886-1887
32,Willem Rooseboom,1886-1887
33,Derk de Ruiter Zijlker,1886-1887
34,Jan Willem Hendrik Rutgers van Rozenburg,1886-1887
35,Jan Schepel,1886-1887
36,Philippe Willem van der Sleijden,1886-1887
37,Harm Smeenge,1886-1887
38,Arie Smit,1886-1887
39,Herman Cornelis Verniers van der Loeff,1886-1887
40,Willem Adriaan Viruly Verbrugge,1886-1887
41,Dirk Visser van Hazerswoude,1886-1887
42,Jan Willem Jacobus de Vos van Steenwijk,1886-1887
43,Wilco Julius van Welderen Rengers,1886-1887
44,Jan Willink,1886-1887
45,Schelte Wybenga,1886-1887
46,Johannes Zaaijer Azn.,1886-1887
47,Jan van Alphen,1886-1887
48,Titus van Asch van Wijck,1886-1887
49,Frederik Willem Jacob van Aylva van Pallandt,1886-1887
50,Gerard Jacob Theodoor Beelaerts van Blokland,1886-1887
51,Allard van der Borch van Verwolde,1886-1887
52,Frederik van Bylandt,1886-1887
53,Alexander van Dedem,1886-1887
54,Jan Christiaan Fabius,1886-1887
55,Barthold Jacob Lintelo de Geer van Jutphaas,1886-1887
56,Karel Antonie Godin de Beaufort,1886-1887
57,Ulrich Herman Huber,1886-1887
58,Levinus Wilhelmus Christiaan Keuchenius,1886-1887
59,Æneas Mackay jr.,1886-1887
60,Theodoor Philip Mackay,1886-1887
61,Alexander Frederik de Savornin Lohman,1886-1887
62,Alex Schimmelpenninck van der Oye,1886-1887
63,Jan Elias Nicolaas Schimmelpenninck van der Oye,1886-1887
64,Hendrik Seret,1886-1887
65,Otto van Wassenaer van Catwijck,1886-1887
66,Antonius van Baar,1886-1887
67,Bernardus Marie Bahlmann,1886-1887
68,Ferdinand Hendrik Hubert Borret,1886-1887
69,Hubert Joachim Brouwers,1886-1887
70,Jean Clercx,1886-1887
71,Leopold Haffmans,1886-1887
72,Jerôme Lambrechts,1886-1887
73,Anthonie Ernst Reuther,1886-1887
74,Gustave Louis Marie Hubert Ruijs de Beerenbrouck,1886-1887
75,Leonard Frans Hubert Carl Ruland,1886-1887
76,Pierre Guillaume Jean van der Schrieck,1886-1887
77,Johannes Petrus Smeele,1886-1887
78,Petrus Jacobus Franciscus Vermeulen,1886-1887
79,Antonius Franciscus Vos de Wael,1886-1887
80,Arnoldus Hyacinthus Maria van Berckel,1886-1887
81,Jan van den Biesen,1886-1887
82,Maximilien Joseph Caspar Marie Kolkman,1886-1887
83,Frederic Joseph Maria Anton Reekers,1886-1887
84,Herman Schaepman,1886-1887
85,Jan Reijnaud Corver Hooft,1886-1887
86,Pieter Johannes Gesinus van Diggelen,1886-1887
87,Herman Jacob Dijckmeester,1886-1887
