"Regio","RegioCode","RegioUitslag","Kandidaat","AantalStemmen","main","side"
"Amersfoort","KD26","","jhr.mr. J.W.van Loon",850,1869-06-08,1869-06-08
"Amersfoort","KD26","","mr. J.K.baron van Goltstein",762,1869-06-08,1869-06-08
"Amsterdam","KD72","AantalGeldigeStemmen","",7110,1869-06-08,1869-06-08
"Amsterdam","KD72","Kiesgerechtigden","",3964,1869-06-08,1869-06-08
"Amsterdam","KD72","Opkomst","",2386,1869-06-08,1869-06-08
"Amsterdam","KD72","AantalStembriefjes","",2384,1869-06-08,1869-06-08
"Amsterdam","KD72","AantalBlancoStemmen","",24,1869-06-08,1869-06-08
"Amsterdam","KD72","","T.J. Stieltjes",1524,1869-06-08,1869-06-08
"Amsterdam","KD72","","mr. J. Heemskerk Bzn.",1493,1869-06-08,1869-06-08
"Amsterdam","KD72","","mr. M.J.de Lange",1360,1869-06-08,1869-06-08
"Amsterdam","KD72","","mr. M.J. Pijnappel",953,1869-06-08,1869-06-08
"Amsterdam","KD72","","G.C.C. Pels Rijcken",767,1869-06-08,1869-06-08
"Amsterdam","KD72","","H.A. Hartogh",721,1869-06-08,1869-06-08
"Amsterdam","KD72","","mr.dr. J.J. Teding van Berkhout",89,1869-06-08,1869-06-08
"Amsterdam","KD72","","jhr.mr. J.W.van Loon",88,1869-06-08,1869-06-08
"Amsterdam","KD72","","J.van Eik",84,1869-06-08,1869-06-08
"Appingedam","KD3","Kiesgerechtigden","",2868,1869-06-08,1869-06-08
"Appingedam","KD3","Opkomst","",1394,1869-06-08,1869-06-08
"Appingedam","KD3","AantalStembriefjes","",1394,1869-06-08,1869-06-08
"Appingedam","KD3","AantalGeldigeStemmen","",1383,1869-06-08,1869-06-08
"Appingedam","KD3","AantalBlancoStemmen","",4,1869-06-08,1869-06-08
"Appingedam","KD3","","dr. R. Westerhoff",969,1869-06-08,1869-06-08
"Appingedam","KD3","","mr. B.J. Gratama",402,1869-06-08,1869-06-08
"Arnhem","KD17","Kiesgerechtigden","",2745,1869-06-08,1869-06-08
"Arnhem","KD17","Opkomst","",2189,1869-06-08,1869-06-08
"Arnhem","KD17","AantalStembriefjes","",2189,1869-06-08,1869-06-08
"Arnhem","KD17","AantalGeldigeStemmen","",2171,1869-06-08,1869-06-08
"Arnhem","KD17","AantalBlancoStemmen","",13,1869-06-08,1869-06-08
"Arnhem","KD17","","mr. W.H. Dullert",1181,1869-06-08,1869-06-08
"Arnhem","KD17","","jhr.mr. J.W.van Loon",986,1869-06-08,1869-06-08
"Assen","KD5","Kiesgerechtigden","",2161,1869-06-08,1869-06-08
"Assen","KD5","Opkomst","",823,1869-06-08,1869-06-08
"Assen","KD5","AantalStembriefjes","",823,1869-06-08,1869-06-08
"Assen","KD5","AantalGeldigeStemmen","",804,1869-06-08,1869-06-08
"Assen","KD5","AantalBlancoStemmen","",8,1869-06-08,1869-06-08
"Assen","KD5","","mr. L. Oldenhuis Gratama",637,1869-06-08,1869-06-08
"Assen","KD5","","mr. B.J. Gratama",69,1869-06-08,1869-06-08
"Assen","KD5","","mr. W.B.S. Boeles",53,1869-06-08,1869-06-08
"Boxmeer","KD75","Kiesgerechtigden","",2367,1869-06-08,1869-06-08
"Boxmeer","KD75","AantalStembriefjes","",2170,1869-06-08,1869-06-08
"Boxmeer","KD75","Opkomst","",2164,1869-06-08,1869-06-08
"Boxmeer","KD75","AantalGeldigeStemmen","",2142,1869-06-08,1869-06-08
"Boxmeer","KD75","AantalBlancoStemmen","",22,1869-06-08,1869-06-08
"Boxmeer","KD75","","mr. J.H.L. Haffmans",1524,1869-06-08,1869-06-08
"Boxmeer","KD75","","mr. J.M.L.H. Clercx",585,1869-06-08,1869-06-08
"Boxmeer","KD75","","dr. A.J.W. Boerkamp",29,1869-06-08,1869-06-08
"Breda","KD61","Kiesgerechtigden","",3902,1869-06-08,1869-06-08
"Breda","KD61","AantalStembriefjes","",3020,1869-06-08,1869-06-08
"Breda","KD61","Opkomst","",3016,1869-06-08,1869-06-08
"Breda","KD61","AantalGeldigeStemmen","",2999,1869-06-08,1869-06-08
"Breda","KD61","AantalBlancoStemmen","",13,1869-06-08,1869-06-08
"Breda","KD61","","mr. A.F.X. Luyben",1855,1869-06-08,1869-06-08
"Breda","KD61","","mr. P.J.J. Hollingérus Pijpers",1127,1869-06-08,1869-06-08
"Brielle","KD50","Kiesgerechtigden","",1125,1869-06-08,1869-06-08
"Brielle","KD50","AantalStembriefjes","",855,1869-06-08,1869-06-08
"Brielle","KD50","Opkomst","",854,1869-06-08,1869-06-08
"Brielle","KD50","AantalGeldigeStemmen","",852,1869-06-08,1869-06-08
"Brielle","KD50","AantalBlancoStemmen","",3,1869-06-08,1869-06-08
"Brielle","KD50","","dr. K.A. Rombach",567,1869-06-08,1869-06-08
"Brielle","KD50","","mr. W. Wintgens",255,1869-06-08,1869-06-08
"Brielle","KD50","","jhr.mr. M.M.van Asch van Wijck",25,1869-06-08,1869-06-08
"Delft","KD45","Kiesgerechtigden","",2650,1869-06-08,1869-06-08
"Delft","KD45","Opkomst","",1951,1869-06-08,1869-06-08
"Delft","KD45","AantalStembriefjes","",1951,1869-06-08,1869-06-08
"Delft","KD45","AantalGeldigeStemmen","",1927,1869-06-08,1869-06-08
"Delft","KD45","AantalBlancoStemmen","",21,1869-06-08,1869-06-08
"Delft","KD45","","J.L. Nierstrasz",1046,1869-06-08,1869-06-08
"Delft","KD45","","mr. R.J.C. Metelerkamp",717,1869-06-08,1869-06-08
"Delft","KD45","","I. Esser",153,1869-06-08,1869-06-08
"Deventer","KD14","Kiesgerechtigden","",2725,1869-06-08,1869-06-08
"Deventer","KD14","Opkomst","",1828,1869-06-08,1869-06-08
"Deventer","KD14","AantalStembriefjes","",1828,1869-06-08,1869-06-08
"Deventer","KD14","AantalGeldigeStemmen","",1815,1869-06-08,1869-06-08
"Deventer","KD14","AantalBlancoStemmen","",11,1869-06-08,1869-06-08
"Deventer","KD14","","mr. G. Dumbar",1242,1869-06-08,1869-06-08
"Deventer","KD14","","mr.dr. J.J. Teding van Berkhout",532,1869-06-08,1869-06-08
"Dokkum","KD8","Kiesgerechtigden","",2478,1869-06-08,1869-06-08
"Dokkum","KD8","Opkomst","",1646,1869-06-08,1869-06-08
"Dokkum","KD8","AantalStembriefjes","",1646,1869-06-08,1869-06-08
"Dokkum","KD8","AantalGeldigeStemmen","",1635,1869-06-08,1869-06-08
"Dokkum","KD8","AantalBlancoStemmen","",6,1869-06-08,1869-06-08
"Dokkum","KD8","","jhr.mr. S.W.H.A.van Beijma thoe Kingma",1043,1869-06-08,1869-06-08
"Dokkum","KD8","","mr. G. Groen van Prinsterer",579,1869-06-08,1869-06-08
"Dordrecht","KD42","Kiesgerechtigden","",2037,1869-06-08,1869-06-08
"Dordrecht","KD42","Opkomst","",1547,1869-06-08,1869-06-08
"Dordrecht","KD42","AantalStembriefjes","",1547,1869-06-08,1869-06-08
"Dordrecht","KD42","AantalGeldigeStemmen","",1539,1869-06-08,1869-06-08
"Dordrecht","KD42","AantalBlancoStemmen","",8,1869-06-08,1869-06-08
"Dordrecht","KD42","","mr. P. Blussé van Oud-Alblas",1000,1869-06-08,1869-06-08
"Dordrecht","KD42","","jhr.mr. J.W.van Loon",307,1869-06-08,1869-06-08
"Dordrecht","KD42","","mr. W. Wintgens",231,1869-06-08,1869-06-08
"Eindhoven","KD60","Kiesgerechtigden","",2146,1869-06-08,1869-06-08
"Eindhoven","KD60","AantalStembriefjes","",1077,1869-06-08,1869-06-08
"Eindhoven","KD60","Opkomst","",1076,1869-06-08,1869-06-08
"Eindhoven","KD60","AantalGeldigeStemmen","",1059,1869-06-08,1869-06-08
"Eindhoven","KD60","AantalBlancoStemmen","",17,1869-06-08,1869-06-08
"Eindhoven","KD60","","mr. J.B. Bots",980,1869-06-08,1869-06-08
"Eindhoven","KD60","","mr. P.van den Heuvel",47,1869-06-08,1869-06-08
"Gorinchem","KD41","Kiesgerechtigden","",3102,1869-06-08,1869-06-08
"Gorinchem","KD41","AantalStembriefjes","",1804,1869-06-08,1869-06-08
"Gorinchem","KD41","Opkomst","",1802,1869-06-08,1869-06-08
"Gorinchem","KD41","AantalGeldigeStemmen","",1769,1869-06-08,1869-06-08
"Gorinchem","KD41","AantalBlancoStemmen","",19,1869-06-08,1869-06-08
"Gorinchem","KD41","","mr. J. Heemskerk Azn.",1088,1869-06-08,1869-06-08
"Gorinchem","KD41","","jhr.mr. M.M.van Asch van Wijck",380,1869-06-08,1869-06-08
"Gorinchem","KD41","","J.P. Bredius",262,1869-06-08,1869-06-08
"Gouda","KD40","Kiesgerechtigden","",3200,1869-06-08,1869-06-08
"Gouda","KD40","AantalStembriefjes","",2415,1869-06-08,1869-06-08
"Gouda","KD40","Opkomst","",2414,1869-06-08,1869-06-08
"Gouda","KD40","AantalGeldigeStemmen","",2397,1869-06-08,1869-06-08
"Gouda","KD40","AantalBlancoStemmen","",9,1869-06-08,1869-06-08
"Gouda","KD40","","jhr.mr. W.M.de Brauw",1122,1869-06-08,1869-06-08
"Gouda","KD40","","dr. J. Bosscha jr.",1066,1869-06-08,1869-06-08
"Gouda","KD40","","mr. J.de Neufville",205,1869-06-08,1869-06-08
"Haarlem","KD33","Kiesgerechtigden","",2426,1869-06-08,1869-06-08
"Haarlem","KD33","Opkomst","",1408,1869-06-08,1869-06-08
"Haarlem","KD33","AantalStembriefjes","",1408,1869-06-08,1869-06-08
"Haarlem","KD33","AantalGeldigeStemmen","",1392,1869-06-08,1869-06-08
"Haarlem","KD33","AantalBlancoStemmen","",14,1869-06-08,1869-06-08
"Haarlem","KD33","","mr. C.J.F. Mirandolle",862,1869-06-08,1869-06-08
"Haarlem","KD33","","A.van Lennep",568,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","Kiesgerechtigden","",1282,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","Opkomst","",909,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","AantalStembriefjes","",909,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","AantalGeldigeStemmen","",902,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","AantalBlancoStemmen","",2,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","","mr. J.J.W.van den Biesen",383,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","","jhr.mr. J.W.H. Rutgers van Rozenburg",219,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","","jhr.mr. J.L.C.van den Berch van Heemstede",148,1869-06-08,1869-06-08
"Haarlemmermeer","KD76","","mr. J.P. Amersfoordt",144,1869-06-08,1869-06-08
"Hoorn","KD35","Kiesgerechtigden","",3473,1869-06-08,1869-06-08
"Hoorn","KD35","AantalStembriefjes","",2262,1869-06-08,1869-06-08
"Hoorn","KD35","Opkomst","",2261,1869-06-08,1869-06-08
"Hoorn","KD35","AantalGeldigeStemmen","",2235,1869-06-08,1869-06-08
"Hoorn","KD35","AantalBlancoStemmen","",5,1869-06-08,1869-06-08
"Hoorn","KD35","","jhr.mr. D.van Akerlaken",1342,1869-06-08,1869-06-08
"Hoorn","KD35","","mr.dr. E.H.s' Jacob",874,1869-06-08,1869-06-08
"Leeuwarden","KD7","Kiesgerechtigden","",2887,1869-06-08,1869-06-08
"Leeuwarden","KD7","Opkomst","",1708,1869-06-08,1869-06-08
"Leeuwarden","KD7","AantalStembriefjes","",1708,1869-06-08,1869-06-08
"Leeuwarden","KD7","AantalGeldigeStemmen","",1697,1869-06-08,1869-06-08
"Leeuwarden","KD7","AantalBlancoStemmen","",10,1869-06-08,1869-06-08
"Leeuwarden","KD7","","S. Hingst",1230,1869-06-08,1869-06-08
"Leeuwarden","KD7","","mr. B.J.L.baron van Geer van Jutphaas",414,1869-06-08,1869-06-08
"Leiden","KD38","Kiesgerechtigden","",2704,1869-06-08,1869-06-08
"Leiden","KD38","Opkomst","",1998,1869-06-08,1869-06-08
"Leiden","KD38","AantalStembriefjes","",1998,1869-06-08,1869-06-08
"Leiden","KD38","AantalGeldigeStemmen","",1985,1869-06-08,1869-06-08
"Leiden","KD38","AantalBlancoStemmen","",11,1869-06-08,1869-06-08
"Leiden","KD38","","mr. H.A. Neeb",797,1869-06-08,1869-06-08
"Leiden","KD38","","P.H.baron van Taets van Amerongen",780,1869-06-08,1869-06-08
"Leiden","KD38","","mr.dr. J.J. Teding van Berkhout",400,1869-06-08,1869-06-08
"Maastricht","KD64","Kiesgerechtigden","",2472,1869-06-08,1869-06-08
"Maastricht","KD64","AantalStembriefjes","",1146,1869-06-08,1869-06-08
"Maastricht","KD64","Opkomst","",1144,1869-06-08,1869-06-08
"Maastricht","KD64","AantalGeldigeStemmen","",1097,1869-06-08,1869-06-08
"Maastricht","KD64","AantalBlancoStemmen","",48,1869-06-08,1869-06-08
"Maastricht","KD64","","jhr.mr. P.T.van der Maesen de Sombreff",1005,1869-06-08,1869-06-08
"Maastricht","KD64","","E. Kermans",42,1869-06-08,1869-06-08
"Middelburg","KD51","Kiesgerechtigden","",2733,1869-06-08,1869-06-08
"Middelburg","KD51","AantalStembriefjes","",1972,1869-06-08,1869-06-08
"Middelburg","KD51","Opkomst","",1971,1869-06-08,1869-06-08
"Middelburg","KD51","AantalGeldigeStemmen","",1929,1869-06-08,1869-06-08
"Middelburg","KD51","AantalBlancoStemmen","",10,1869-06-08,1869-06-08
"Middelburg","KD51","","mr. D.van Eck",1204,1869-06-08,1869-06-08
"Middelburg","KD51","","jhr.mr. J.G.H.van Tets van Goudriaan",422,1869-06-08,1869-06-08
"Middelburg","KD51","","mr. C.T.graaf van Lynden van Sandenburg",262,1869-06-08,1869-06-08
"Nijmegen","KD23","Kiesgerechtigden","",2413,1869-06-08,1869-06-08
"Nijmegen","KD23","Opkomst","",1921,1869-06-08,1869-06-08
"Nijmegen","KD23","AantalStembriefjes","",1921,1869-06-08,1869-06-08
"Nijmegen","KD23","AantalGeldigeStemmen","",1903,1869-06-08,1869-06-08
"Nijmegen","KD23","AantalBlancoStemmen","",9,1869-06-08,1869-06-08
"Nijmegen","KD23","","mr. C.J.A. Heydenrijck",1289,1869-06-08,1869-06-08
"Nijmegen","KD23","","mr. W.J. Triebels",605,1869-06-08,1869-06-08
"Roermond","KD65","Kiesgerechtigden","",1893,1869-06-08,1869-06-08
"Roermond","KD65","Opkomst","",1687,1869-06-08,1869-06-08
"Roermond","KD65","AantalStembriefjes","",1687,1869-06-08,1869-06-08
"Roermond","KD65","AantalGeldigeStemmen","",1669,1869-06-08,1869-06-08
"Roermond","KD65","AantalBlancoStemmen","",11,1869-06-08,1869-06-08
"Roermond","KD65","","J.H. Arnoldts",798,1869-06-08,1869-06-08
"Roermond","KD65","","W.H. Pijls",781,1869-06-08,1869-06-08
"Roermond","KD65","","mr. P.L.de Lom de Berg",90,1869-06-08,1869-06-08
"Rotterdam","KD73","AantalGeldigeStemmen","",3085,1869-06-08,1869-06-08
"Rotterdam","KD73","Kiesgerechtigden","",2515,1869-06-08,1869-06-08
"Rotterdam","KD73","Opkomst","",1619,1869-06-08,1869-06-08
"Rotterdam","KD73","AantalStembriefjes","",1619,1869-06-08,1869-06-08
"Rotterdam","KD73","AantalBlancoStemmen","",153,1869-06-08,1869-06-08
"Rotterdam","KD73","","W.A. Viruly Verbrugge",1127,1869-06-08,1869-06-08
"Rotterdam","KD73","","F.W.C. Blom",1119,1869-06-08,1869-06-08
"Rotterdam","KD73","","mr. D.C.A.graaf van Hogendorp",442,1869-06-08,1869-06-08
"Rotterdam","KD73","","jhr.mr. J.W.van Loon",290,1869-06-08,1869-06-08
"Rotterdam","KD73","","mr. M.J.van Lennep",53,1869-06-08,1869-06-08
"Rotterdam","KD73","","jhr.mr. W.T. Gevers Deynoot",34,1869-06-08,1869-06-08
"'s-Gravenhage","KD74","Kiesgerechtigden","",2032,1869-06-08,1869-06-08
"'s-Gravenhage","KD74","Opkomst","",1341,1869-06-08,1869-06-08
"'s-Gravenhage","KD74","AantalStembriefjes","",1341,1869-06-08,1869-06-08
"'s-Gravenhage","KD74","AantalGeldigeStemmen","",1328,1869-06-08,1869-06-08
"'s-Gravenhage","KD74","AantalBlancoStemmen","",6,1869-06-08,1869-06-08
"'s-Gravenhage","KD74","","jhr. C.A.van Sypesteyn",801,1869-06-08,1869-06-08
"'s-Gravenhage","KD74","","mr. R.J.C. Metelerkamp",495,1869-06-08,1869-06-08
"'s-Hertogenbosch","KD55","Kiesgerechtigden","",2764,1869-06-08,1869-06-08
"'s-Hertogenbosch","KD55","Opkomst","",2237,1869-06-08,1869-06-08
"'s-Hertogenbosch","KD55","AantalStembriefjes","",2237,1869-06-08,1869-06-08
"'s-Hertogenbosch","KD55","AantalGeldigeStemmen","",2228,1869-06-08,1869-06-08
"'s-Hertogenbosch","KD55","AantalBlancoStemmen","",7,1869-06-08,1869-06-08
"'s-Hertogenbosch","KD55","","mr. F.J.E.van Zinnicq Bergman",1574,1869-06-08,1869-06-08
"'s-Hertogenbosch","KD55","","mr. P.F.van Cooth",649,1869-06-08,1869-06-08
"Sneek","KD10","AantalGeldigeStemmen","",5593,1869-06-08,1869-06-08
"Sneek","KD10","Kiesgerechtigden","",3989,1869-06-08,1869-06-08
"Sneek","KD10","Opkomst","",2817,1869-06-08,1869-06-08
"Sneek","KD10","AantalStembriefjes","",2817,1869-06-08,1869-06-08
"Sneek","KD10","AantalBlancoStemmen","",37,1869-06-08,1869-06-08
"Sneek","KD10","","mr. S. Wybenga",1552,1869-06-08,1869-06-08
"Sneek","KD10","","dr. W.H. Idzerda",1527,1869-06-08,1869-06-08
"Sneek","KD10","","jhr.mr. J.W.van Loon",962,1869-06-08,1869-06-08
"Sneek","KD10","","mr. B.J. Gratama",875,1869-06-08,1869-06-08
"Sneek","KD10","","mr. J.B. Oosting",386,1869-06-08,1869-06-08
"Sneek","KD10","","jhr. J.A. Lycklama à Nijeholt",261,1869-06-08,1869-06-08
"Tiel","KD71","Kiesgerechtigden","",2840,1869-06-08,1869-06-08
"Tiel","KD71","Opkomst","",2109,1869-06-08,1869-06-08
"Tiel","KD71","AantalStembriefjes","",2109,1869-06-08,1869-06-08
"Tiel","KD71","AantalGeldigeStemmen","",2066,1869-06-08,1869-06-08
"Tiel","KD71","AantalBlancoStemmen","",14,1869-06-08,1869-06-08
"Tiel","KD71","","J.J. Hasselman",1055,1869-06-08,1869-06-08
"Tiel","KD71","","W.J. Knoop",759,1869-06-08,1869-06-08
"Tiel","KD71","","mr.dr. J.J. Teding van Berkhout",119,1869-06-08,1869-06-08
"Tiel","KD71","","mr. C.T.graaf van Lynden van Sandenburg",75,1869-06-08,1869-06-08
"Tiel","KD71","","T.J. Stieltjes",41,1869-06-08,1869-06-08
"Tilburg","KD57","Kiesgerechtigden","",3152,1869-06-08,1869-06-08
"Tilburg","KD57","AantalStembriefjes","",1602,1869-06-08,1869-06-08
"Tilburg","KD57","Opkomst","",1601,1869-06-08,1869-06-08
"Tilburg","KD57","AantalGeldigeStemmen","",1588,1869-06-08,1869-06-08
"Tilburg","KD57","AantalBlancoStemmen","",11,1869-06-08,1869-06-08
"Tilburg","KD57","","jhr.mr. J.B.A.J.M. Verheyen",1298,1869-06-08,1869-06-08
"Tilburg","KD57","","C.C.van Dooren",148,1869-06-08,1869-06-08
"Tilburg","KD57","","mr. A.J.H.van Baar",123,1869-06-08,1869-06-08
"Utrecht","KD25","Kiesgerechtigden","",2752,1869-06-08,1869-06-08
"Utrecht","KD25","Opkomst","",1353,1869-06-08,1869-06-08
"Utrecht","KD25","AantalStembriefjes","",1353,1869-06-08,1869-06-08
"Utrecht","KD25","AantalGeldigeStemmen","",1340,1869-06-08,1869-06-08
"Utrecht","KD25","AantalBlancoStemmen","",11,1869-06-08,1869-06-08
"Utrecht","KD25","","mr. E.du Marchie van Voorthuysen",856,1869-06-08,1869-06-08
"Utrecht","KD25","","mr. B.J.L.baron van Geer van Jutphaas",210,1869-06-08,1869-06-08
"Utrecht","KD25","","mr. H. Verloren van Themaat",196,1869-06-08,1869-06-08
"Utrecht","KD25","","mr. E.A.J. Francis",63,1869-06-08,1869-06-08
"Winschoten","KD4","Kiesgerechtigden","",1199,1869-06-08,1869-06-08
"Winschoten","KD4","Opkomst","",469,1869-06-08,1869-06-08
"Winschoten","KD4","AantalStembriefjes","",469,1869-06-08,1869-06-08
"Winschoten","KD4","AantalGeldigeStemmen","",463,1869-06-08,1869-06-08
"Winschoten","KD4","AantalBlancoStemmen","",5,1869-06-08,1869-06-08
"Winschoten","KD4","","dr. W.J.A. Jonckbloet",357,1869-06-08,1869-06-08
"Winschoten","KD4","","mr. B.J. Gratama",96,1869-06-08,1869-06-08
"Zierikzee","KD52","Kiesgerechtigden","",1340,1869-06-08,1869-06-08
"Zierikzee","KD52","Opkomst","",978,1869-06-08,1869-06-08
"Zierikzee","KD52","AantalStembriefjes","",978,1869-06-08,1869-06-08
"Zierikzee","KD52","AantalGeldigeStemmen","",957,1869-06-08,1869-06-08
"Zierikzee","KD52","AantalBlancoStemmen","",18,1869-06-08,1869-06-08
"Zierikzee","KD52","","J.J.van Kerkwijk",788,1869-06-08,1869-06-08
"Zierikzee","KD52","","mr. D.van Weel",102,1869-06-08,1869-06-08
"Zierikzee","KD52","","A.baron van Schimmelpenninck van der Oye",39,1869-06-08,1869-06-08
"Zuidhorn","KD69","Kiesgerechtigden","",1417,1869-06-08,1869-06-08
"Zuidhorn","KD69","Opkomst","",736,1869-06-08,1869-06-08
"Zuidhorn","KD69","AantalStembriefjes","",736,1869-06-08,1869-06-08
"Zuidhorn","KD69","AantalGeldigeStemmen","",725,1869-06-08,1869-06-08
"Zuidhorn","KD69","AantalBlancoStemmen","",0,1869-06-08,1869-06-08
"Zuidhorn","KD69","","mr. N. Olivier",331,1869-06-08,1869-06-08
"Zuidhorn","KD69","","H.W. Wierda",206,1869-06-08,1869-06-08
"Zuidhorn","KD69","","mr. B.J. Gratama",170,1869-06-08,1869-06-08
"Zutphen","KD19","Kiesgerechtigden","",2837,1869-06-08,1869-06-08
"Zutphen","KD19","Opkomst","",2313,1869-06-08,1869-06-08
"Zutphen","KD19","AantalStembriefjes","",2313,1869-06-08,1869-06-08
"Zutphen","KD19","AantalGeldigeStemmen","",2290,1869-06-08,1869-06-08
"Zutphen","KD19","AantalBlancoStemmen","",14,1869-06-08,1869-06-08
"Zutphen","KD19","","mr. L.E. Lenting",1379,1869-06-08,1869-06-08
"Zutphen","KD19","","mr. W.A.A.J.baron van Schimmelpenninck van der Oye",908,1869-06-08,1869-06-08
"Zwolle","KD12","Kiesgerechtigden","",2625,1869-06-08,1869-06-08
"Zwolle","KD12","Opkomst","",1945,1869-06-08,1869-06-08
"Zwolle","KD12","AantalStembriefjes","",1945,1869-06-08,1869-06-08
"Zwolle","KD12","AantalGeldigeStemmen","",1930,1869-06-08,1869-06-08
"Zwolle","KD12","AantalBlancoStemmen","",6,1869-06-08,1869-06-08
"Zwolle","KD12","","jhr.mr. J.A. Sandberg",1094,1869-06-08,1869-06-08
"Zwolle","KD12","","mr. J.W. Gefken",829,1869-06-08,1869-06-08
"Tiel","KD71","Kiesgerechtigden","",2840,1869-06-08,1869-06-08
"Tiel","KD71","AantalStembriefjes","",2110,1869-06-08,1869-06-08
"Tiel","KD71","Opkomst","",2109,1869-06-08,1869-06-08
"Tiel","KD71","AantalGeldigeStemmen","",2063,1869-06-08,1869-06-08
"Tiel","KD71","AantalBlancoStemmen","",18,1869-06-08,1869-06-08
"Tiel","KD71","","mr. C.T.graaf van Lynden van Sandenburg",1052,1869-06-08,1869-06-08
"Tiel","KD71","","T.J. Stieltjes",873,1869-06-08,1869-06-08
"Tiel","KD71","","J.J. Hasselman",80,1869-06-08,1869-06-08
"Tiel","KD71","","W.J. Knoop",32,1869-06-08,1869-06-08
"Leiden","KD38","Kiesgerechtigden","",2792,1871-06-13,1873-04-01
"Leiden","KD38","AantalStembriefjes","",1708,1871-06-13,1873-04-01
"Leiden","KD38","Opkomst","",1707,1871-06-13,1873-04-01
"Leiden","KD38","AantalGeldigeStemmen","",1687,1871-06-13,1873-04-01
"Leiden","KD38","AantalBlancoStemmen","",13,1871-06-13,1873-04-01
"Leiden","KD38","","jhr.mr. J.L.C.van den Berch van Heemstede",977,1871-06-13,1873-04-01
"Leiden","KD38","","mr. H.A. Neeb",709,1871-06-13,1873-04-01
"Deventer","KD14","Kiesgerechtigden","",2814,1871-06-13,1872-08-01
"Deventer","KD14","AantalStembriefjes","",1033,1871-06-13,1872-08-01
"Deventer","KD14","Opkomst","",1032,1871-06-13,1872-08-01
"Deventer","KD14","AantalGeldigeStemmen","",1011,1871-06-13,1872-08-01
"Deventer","KD14","AantalBlancoStemmen","",14,1871-06-13,1872-08-01
"Deventer","KD14","","mr. P. Blussé van Oud-Alblas",688,1871-06-13,1872-08-01
"Deventer","KD14","","A.baron van Schimmelpenninck van der Oye",199,1871-06-13,1872-08-01
"Deventer","KD14","","mr. W.A.A.J.baron van Schimmelpenninck van der Oye",113,1871-06-13,1872-08-01
"Rotterdam","KD73","Kiesgerechtigden","",2586,1871-06-13,1872-08-01
"Rotterdam","KD73","Opkomst","",1243,1871-06-13,1872-08-01
"Rotterdam","KD73","AantalStembriefjes","",1243,1871-06-13,1872-08-01
"Rotterdam","KD73","AantalGeldigeStemmen","",1229,1871-06-13,1872-08-01
"Rotterdam","KD73","AantalBlancoStemmen","",13,1871-06-13,1872-08-01
"Rotterdam","KD73","","O.van Rees",834,1871-06-13,1872-08-01
"Rotterdam","KD73","","jhr.mr. J.L.C.van den Berch van Heemstede",383,1871-06-13,1872-08-01
"Tiel","KD71","Kiesgerechtigden","",2910,1871-06-13,1871-10-10
"Tiel","KD71","Opkomst","",2139,1871-06-13,1871-10-10
"Tiel","KD71","AantalStembriefjes","",2139,1871-06-13,1871-10-10
"Tiel","KD71","AantalGeldigeStemmen","",2116,1871-06-13,1871-10-10
"Tiel","KD71","AantalBlancoStemmen","",20,1871-06-13,1871-10-10
"Tiel","KD71","","mr. C.T.graaf van Lynden van Sandenburg",1210,1871-06-13,1871-10-10
"Tiel","KD71","","mr. L.A.J.W.baron van Sloet van de Beele",896,1871-06-13,1871-10-10
"Alkmaar","KD34","Kiesgerechtigden","",3215,1871-06-13,1871-06-13
"Alkmaar","KD34","Opkomst","",2256,1871-06-13,1871-06-13
"Alkmaar","KD34","AantalStembriefjes","",2256,1871-06-13,1871-06-13
"Alkmaar","KD34","AantalGeldigeStemmen","",2247,1871-06-13,1871-06-13
"Alkmaar","KD34","AantalBlancoStemmen","",6,1871-06-13,1871-06-13
"Alkmaar","KD34","","mr. J.L.de Bruyn Kops",1254,1871-06-13,1871-06-13
"Alkmaar","KD34","","mr. R.J.graaf van Schimmelpenninck",978,1871-06-13,1871-06-13
"Almelo","KD15","Kiesgerechtigden","",2151,1871-06-13,1871-06-13
"Almelo","KD15","Opkomst","",1842,1871-06-13,1871-06-13
"Almelo","KD15","AantalStembriefjes","",1841,1871-06-13,1871-06-13
"Almelo","KD15","AantalGeldigeStemmen","",1830,1871-06-13,1871-06-13
"Almelo","KD15","AantalBlancoStemmen","",5,1871-06-13,1871-06-13
"Almelo","KD15","","mr. B. Brouwer",1021,1871-06-13,1871-06-13
"Almelo","KD15","","mr. G.A. Vos de Wael",703,1871-06-13,1871-06-13
"Almelo","KD15","","dr. A. Kuyper",95,1871-06-13,1871-06-13
"Amersfoort","KD26","Kiesgerechtigden","",2862,1871-06-13,1871-06-13
"Amersfoort","KD26","Opkomst","",1702,1871-06-13,1871-06-13
"Amersfoort","KD26","AantalStembriefjes","",1702,1871-06-13,1871-06-13
"Amersfoort","KD26","AantalGeldigeStemmen","",1690,1871-06-13,1871-06-13
