"Regio","RegioCode","RegioUitslag","Kandidaat","AantalStemmen","main","side"
"Amersfoort","KD26","AantalBlancoStemmen","",8,1871-06-13,1871-06-13
"Amersfoort","KD26","","mr. E.L.baron van Hardenbroek van Lockhorst",760,1871-06-13,1871-06-13
"Amersfoort","KD26","","J.A. Alberdingk Thijm",446,1871-06-13,1871-06-13
"Amersfoort","KD26","","J. Wolbers",232,1871-06-13,1871-06-13
"Amersfoort","KD26","","M.D.van Otterloo",186,1871-06-13,1871-06-13
"Amsterdam","KD72","AantalGeldigeStemmen","",7223,1871-06-13,1871-06-13
"Amsterdam","KD72","Kiesgerechtigden","",3959,1871-06-13,1871-06-13
"Amsterdam","KD72","Opkomst","",2424,1871-06-13,1871-06-13
"Amsterdam","KD72","AantalStembriefjes","",2424,1871-06-13,1871-06-13
"Amsterdam","KD72","AantalBlancoStemmen","",43,1871-06-13,1871-06-13
"Amsterdam","KD72","","mr. C. Fock",1262,1871-06-13,1871-06-13
"Amsterdam","KD72","","jhr.mr. G.C.J.van Reenen",1216,1871-06-13,1871-06-13
"Amsterdam","KD72","","mr.dr. E.H.s' Jacob",1153,1871-06-13,1871-06-13
"Amsterdam","KD72","","J.P.de Bordes",1127,1871-06-13,1871-06-13
"Amsterdam","KD72","","mr. A.S.van Nierop",1071,1871-06-13,1871-06-13
"Amsterdam","KD72","","H.A. Insinger",1051,1871-06-13,1871-06-13
"Amsterdam","KD72","","mr.dr. J.J. Teding van Berkhout",118,1871-06-13,1871-06-13
"Amsterdam","KD72","","mr. L.W.C. Keuchenius",103,1871-06-13,1871-06-13
"Amsterdam","KD72","","M.D.van Otterloo",92,1871-06-13,1871-06-13
"Appingedam","KD3","Kiesgerechtigden","",2939,1871-06-13,1871-06-13
"Appingedam","KD3","Opkomst","",981,1871-06-13,1871-06-13
"Appingedam","KD3","AantalStembriefjes","",981,1871-06-13,1871-06-13
"Appingedam","KD3","AantalGeldigeStemmen","",966,1871-06-13,1871-06-13
"Appingedam","KD3","AantalBlancoStemmen","",14,1871-06-13,1871-06-13
"Appingedam","KD3","","mr. D.de Ruiter Zijlker",633,1871-06-13,1871-06-13
"Appingedam","KD3","","dr. A. Kuyper",279,1871-06-13,1871-06-13
"Arnhem","KD17","Kiesgerechtigden","",2863,1871-06-13,1871-06-13
"Arnhem","KD17","Opkomst","",1987,1871-06-13,1871-06-13
"Arnhem","KD17","AantalStembriefjes","",1987,1871-06-13,1871-06-13
"Arnhem","KD17","AantalGeldigeStemmen","",1977,1871-06-13,1871-06-13
"Arnhem","KD17","AantalBlancoStemmen","",8,1871-06-13,1871-06-13
"Arnhem","KD17","","mr. J.P.J.A.graaf van Zuylen van Nijevelt",1009,1871-06-13,1871-06-13
"Arnhem","KD17","","mr. L.A.J.W.baron van Sloet van de Beele",923,1871-06-13,1871-06-13
"Arnhem","KD17","","mr. L.W.C. Keuchenius",32,1871-06-13,1871-06-13
"Assen","KD5","Kiesgerechtigden","",2204,1871-06-13,1871-06-13
"Assen","KD5","AantalStembriefjes","",951,1871-06-13,1871-06-13
"Assen","KD5","Opkomst","",950,1871-06-13,1871-06-13
"Assen","KD5","AantalGeldigeStemmen","",943,1871-06-13,1871-06-13
"Assen","KD5","AantalBlancoStemmen","",4,1871-06-13,1871-06-13
"Assen","KD5","","mr. H.J. Smidt",691,1871-06-13,1871-06-13
"Assen","KD5","","mr. B.J. Gratama",229,1871-06-13,1871-06-13
"Boxmeer","KD75","Kiesgerechtigden","",2431,1871-06-13,1871-06-13
"Boxmeer","KD75","AantalStembriefjes","",1653,1871-06-13,1871-06-13
"Boxmeer","KD75","Opkomst","",1647,1871-06-13,1871-06-13
"Boxmeer","KD75","AantalGeldigeStemmen","",1618,1871-06-13,1871-06-13
"Boxmeer","KD75","AantalBlancoStemmen","",25,1871-06-13,1871-06-13
"Boxmeer","KD75","","mr. P.van den Heuvel",1110,1871-06-13,1871-06-13
"Boxmeer","KD75","","H.C.F. Kerstens",476,1871-06-13,1871-06-13
"Breda","KD61","Kiesgerechtigden","",4003,1871-06-13,1871-06-13
"Breda","KD61","AantalStembriefjes","",3199,1871-06-13,1871-06-13
"Breda","KD61","Opkomst","",3195,1871-06-13,1871-06-13
"Breda","KD61","AantalGeldigeStemmen","",3160,1871-06-13,1871-06-13
"Breda","KD61","AantalBlancoStemmen","",16,1871-06-13,1871-06-13
"Breda","KD61","","jhr.mr. C.J.C.H.van Nispen tot Sevenaer",2028,1871-06-13,1871-06-13
"Breda","KD61","","N.R.H. Guljé",1023,1871-06-13,1871-06-13
"Breda","KD61","","mr. B.J.L.baron van Geer van Jutphaas",60,1871-06-13,1871-06-13
"Brielle","KD50","Kiesgerechtigden","",1182,1871-06-13,1871-06-13
"Brielle","KD50","AantalStembriefjes","",641,1871-06-13,1871-06-13
"Brielle","KD50","Opkomst","",639,1871-06-13,1871-06-13
"Brielle","KD50","AantalGeldigeStemmen","",626,1871-06-13,1871-06-13
"Brielle","KD50","AantalBlancoStemmen","",14,1871-06-13,1871-06-13
"Brielle","KD50","","dr. K.A. Rombach",533,1871-06-13,1871-06-13
"Brielle","KD50","","dr. A. Kuyper",33,1871-06-13,1871-06-13
"Brielle","KD50","","mr. M. Bichon van Ysselmonde",20,1871-06-13,1871-06-13
"Brielle","KD50","","mr. J.W. Gefken",13,1871-06-13,1871-06-13
"Delft","KD45","Kiesgerechtigden","",2746,1871-06-13,1871-06-13
"Delft","KD45","Opkomst","",1810,1871-06-13,1871-06-13
"Delft","KD45","AantalStembriefjes","",1810,1871-06-13,1871-06-13
"Delft","KD45","AantalGeldigeStemmen","",1786,1871-06-13,1871-06-13
"Delft","KD45","AantalBlancoStemmen","",23,1871-06-13,1871-06-13
"Delft","KD45","","mr. J.van Kuyk",1108,1871-06-13,1871-06-13
"Delft","KD45","","mr. R.J.C. Metelerkamp",425,1871-06-13,1871-06-13
"Delft","KD45","","dr. A. Kuyper",238,1871-06-13,1871-06-13
"Deventer","KD14","Kiesgerechtigden","",2771,1871-06-13,1871-06-13
"Deventer","KD14","Opkomst","",1224,1871-06-13,1871-06-13
"Deventer","KD14","AantalStembriefjes","",1224,1871-06-13,1871-06-13
"Deventer","KD14","AantalGeldigeStemmen","",1209,1871-06-13,1871-06-13
"Deventer","KD14","AantalBlancoStemmen","",11,1871-06-13,1871-06-13
"Deventer","KD14","","mr. A.van Delden",887,1871-06-13,1871-06-13
"Deventer","KD14","","mr. G.A. Vos de Wael",111,1871-06-13,1871-06-13
"Deventer","KD14","","M.D.van Otterloo",102,1871-06-13,1871-06-13
"Deventer","KD14","","mr. W.L.F.C. ridder van Rappard",58,1871-06-13,1871-06-13
"Deventer","KD14","","mr. A.F. Vos de Wael",31,1871-06-13,1871-06-13
"Dokkum","KD8","Kiesgerechtigden","",2520,1871-06-13,1871-06-13
"Dokkum","KD8","Opkomst","",1375,1871-06-13,1871-06-13
"Dokkum","KD8","AantalStembriefjes","",1375,1871-06-13,1871-06-13
"Dokkum","KD8","AantalGeldigeStemmen","",1364,1871-06-13,1871-06-13
"Dokkum","KD8","AantalBlancoStemmen","",6,1871-06-13,1871-06-13
"Dokkum","KD8","","mr. W.A. Bergsma",847,1871-06-13,1871-06-13
"Dokkum","KD8","","mr. L.W.C. Keuchenius",336,1871-06-13,1871-06-13
"Dokkum","KD8","","D.J.V.baron van Sytzama",155,1871-06-13,1871-06-13
"Dordrecht","KD42","Kiesgerechtigden","",2109,1871-06-13,1871-06-13
"Dordrecht","KD42","Opkomst","",1235,1871-06-13,1871-06-13
"Dordrecht","KD42","AantalStembriefjes","",1235,1871-06-13,1871-06-13
"Dordrecht","KD42","AantalGeldigeStemmen","",1218,1871-06-13,1871-06-13
"Dordrecht","KD42","AantalBlancoStemmen","",17,1871-06-13,1871-06-13
"Dordrecht","KD42","","jhr.mr. W.T. Gevers Deynoot",892,1871-06-13,1871-06-13
"Dordrecht","KD42","","mr. M. Bichon van Ysselmonde",269,1871-06-13,1871-06-13
"Dordrecht","KD42","","dr. A. Kuyper",27,1871-06-13,1871-06-13
"Eindhoven","KD60","Kiesgerechtigden","",2259,1871-06-13,1871-06-13
"Eindhoven","KD60","AantalStembriefjes","",1235,1871-06-13,1871-06-13
"Eindhoven","KD60","Opkomst","",1231,1871-06-13,1871-06-13
"Eindhoven","KD60","AantalGeldigeStemmen","",1199,1871-06-13,1871-06-13
"Eindhoven","KD60","AantalBlancoStemmen","",32,1871-06-13,1871-06-13
"Eindhoven","KD60","","mr. P.J.A. Smitz",1128,1871-06-13,1871-06-13
"Eindhoven","KD60","","mr. P.van den Heuvel",27,1871-06-13,1871-06-13
"Goes","KD53","Kiesgerechtigden","",1489,1871-06-13,1871-06-13
"Goes","KD53","Opkomst","",1153,1871-06-13,1871-06-13
"Goes","KD53","AantalStembriefjes","",1153,1871-06-13,1871-06-13
"Goes","KD53","AantalGeldigeStemmen","",1123,1871-06-13,1871-06-13
"Goes","KD53","AantalBlancoStemmen","",7,1871-06-13,1871-06-13
"Goes","KD53","","mr. P.H. Saaymans Vader",698,1871-06-13,1871-06-13
"Goes","KD53","","mr. C.P. Lenshoek",367,1871-06-13,1871-06-13
"Goes","KD53","","jhr.mr. J.J. Pompe van Meerdervoort",26,1871-06-13,1871-06-13
"Gorinchem","KD41","Kiesgerechtigden","",3169,1871-06-13,1871-06-13
"Gorinchem","KD41","AantalStembriefjes","",1347,1871-06-13,1871-06-13
"Gorinchem","KD41","Opkomst","",1346,1871-06-13,1871-06-13
"Gorinchem","KD41","AantalGeldigeStemmen","",1275,1871-06-13,1871-06-13
"Gorinchem","KD41","AantalBlancoStemmen","",63,1871-06-13,1871-06-13
"Gorinchem","KD41","","W.C.M. Begram",1155,1871-06-13,1871-06-13
"Gorinchem","KD41","","dr. A. Kuyper",63,1871-06-13,1871-06-13
"Gouda","KD40","Kiesgerechtigden","",3363,1871-06-13,1871-06-13
"Gouda","KD40","Opkomst","",1707,1871-06-13,1871-06-13
"Gouda","KD40","AantalStembriefjes","",1707,1871-06-13,1871-06-13
"Gouda","KD40","AantalGeldigeStemmen","",1687,1871-06-13,1871-06-13
"Gouda","KD40","AantalBlancoStemmen","",15,1871-06-13,1871-06-13
"Gouda","KD40","","M.A.F.H. Hoffman",985,1871-06-13,1871-06-13
"Gouda","KD40","","mr. J.B.L. Wentholt",657,1871-06-13,1871-06-13
"Groningen","KD1","Kiesgerechtigden","",1529,1871-06-13,1871-06-13
"Groningen","KD1","Opkomst","",759,1871-06-13,1871-06-13
"Groningen","KD1","AantalStembriefjes","",759,1871-06-13,1871-06-13
"Groningen","KD1","AantalGeldigeStemmen","",756,1871-06-13,1871-06-13
"Groningen","KD1","AantalBlancoStemmen","",3,1871-06-13,1871-06-13
"Groningen","KD1","","mr. S.van Houten",412,1871-06-13,1871-06-13
"Groningen","KD1","","mr. L.W.C. Keuchenius",199,1871-06-13,1871-06-13
"Groningen","KD1","","jhr.mr. A.F.de Savornin Lohman",120,1871-06-13,1871-06-13
"Haarlem","KD33","Kiesgerechtigden","",2438,1871-06-13,1871-06-13
"Haarlem","KD33","Opkomst","",1619,1871-06-13,1871-06-13
"Haarlem","KD33","AantalStembriefjes","",1619,1871-06-13,1871-06-13
"Haarlem","KD33","AantalGeldigeStemmen","",1612,1871-06-13,1871-06-13
"Haarlem","KD33","AantalBlancoStemmen","",5,1871-06-13,1871-06-13
"Haarlem","KD33","","mr. C. Fock",1015,1871-06-13,1871-06-13
"Haarlem","KD33","","G.L.J.van der Hucht",510,1871-06-13,1871-06-13
"Haarlem","KD33","","mr. L.W.C. Keuchenius",75,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","Kiesgerechtigden","",1354,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","Opkomst","",896,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","AantalStembriefjes","",896,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","AantalGeldigeStemmen","",889,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","AantalBlancoStemmen","",1,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","","jhr.mr. J.W.H. Rutgers van Rozenburg",478,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","","jhr.mr. J.L.C.van den Berch van Heemstede",233,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","","mr. J.J.W.van den Biesen",100,1871-06-13,1871-06-13
"Haarlemmermeer","KD76","","mr. H.A.des Amorie van der Hoeven",61,1871-06-13,1871-06-13
"Hoorn","KD35","Kiesgerechtigden","",3593,1871-06-13,1871-06-13
"Hoorn","KD35","Opkomst","",2463,1871-06-13,1871-06-13
"Hoorn","KD35","AantalStembriefjes","",2463,1871-06-13,1871-06-13
"Hoorn","KD35","AantalGeldigeStemmen","",2446,1871-06-13,1871-06-13
"Hoorn","KD35","AantalBlancoStemmen","",9,1871-06-13,1871-06-13
"Hoorn","KD35","","K.H.de Jong",1265,1871-06-13,1871-06-13
"Hoorn","KD35","","mr. W.baron van Goltstein",1100,1871-06-13,1871-06-13
"Hoorn","KD35","","mr.dr. J.J. Teding van Berkhout",53,1871-06-13,1871-06-13
"Leeuwarden","KD7","Kiesgerechtigden","",2985,1871-06-13,1871-06-13
"Leeuwarden","KD7","Opkomst","",1542,1871-06-13,1871-06-13
"Leeuwarden","KD7","AantalStembriefjes","",1542,1871-06-13,1871-06-13
"Leeuwarden","KD7","AantalGeldigeStemmen","",1536,1871-06-13,1871-06-13
"Leeuwarden","KD7","AantalBlancoStemmen","",6,1871-06-13,1871-06-13
"Leeuwarden","KD7","","J.K.H.de Roo van Alderwerelt",1074,1871-06-13,1871-06-13
"Leeuwarden","KD7","","U.baron van Schwartzenberg en Hohenlansberg",229,1871-06-13,1871-06-13
"Leeuwarden","KD7","","jhr.mr. J.E.A.van Panhuys",179,1871-06-13,1871-06-13
"Leiden","KD38","Kiesgerechtigden","",2779,1871-06-13,1871-06-13
"Leiden","KD38","Opkomst","",1918,1871-06-13,1871-06-13
"Leiden","KD38","AantalStembriefjes","",1918,1871-06-13,1871-06-13
"Leiden","KD38","AantalGeldigeStemmen","",1903,1871-06-13,1871-06-13
"Leiden","KD38","AantalBlancoStemmen","",4,1871-06-13,1871-06-13
"Leiden","KD38","","O.baron van Wassenaer van Catwijck",1201,1871-06-13,1871-06-13
"Leiden","KD38","","W.J. Knoop",693,1871-06-13,1871-06-13
"Maastricht","KD64","Kiesgerechtigden","",2465,1871-06-13,1871-06-13
"Maastricht","KD64","AantalStembriefjes","",1124,1871-06-13,1871-06-13
"Maastricht","KD64","Opkomst","",1123,1871-06-13,1871-06-13
"Maastricht","KD64","AantalGeldigeStemmen","",1070,1871-06-13,1871-06-13
"Maastricht","KD64","AantalBlancoStemmen","",48,1871-06-13,1871-06-13
"Maastricht","KD64","","C.A.baron van Bieberstein Rogalla Zawadsky",927,1871-06-13,1871-06-13
"Maastricht","KD64","","M. Pieters",125,1871-06-13,1871-06-13
"Middelburg","KD51","Kiesgerechtigden","",2812,1871-06-13,1871-06-13
"Middelburg","KD51","AantalStembriefjes","",1744,1871-06-13,1871-06-13
"Middelburg","KD51","Opkomst","",1742,1871-06-13,1871-06-13
"Middelburg","KD51","AantalGeldigeStemmen","",1725,1871-06-13,1871-06-13
"Middelburg","KD51","AantalBlancoStemmen","",11,1871-06-13,1871-06-13
"Middelburg","KD51","","mr. J.P.R. Tak van Poortvliet",934,1871-06-13,1871-06-13
"Middelburg","KD51","","mr. J.P.J.A.graaf van Zuylen van Nijevelt",407,1871-06-13,1871-06-13
"Middelburg","KD51","","dr. A. Kuyper",367,1871-06-13,1871-06-13
"Nijmegen","KD23","Kiesgerechtigden","",2474,1871-06-13,1871-06-13
"Nijmegen","KD23","AantalStembriefjes","",1712,1871-06-13,1871-06-13
"Nijmegen","KD23","Opkomst","",1711,1871-06-13,1871-06-13
"Nijmegen","KD23","AantalGeldigeStemmen","",1698,1871-06-13,1871-06-13
"Nijmegen","KD23","AantalBlancoStemmen","",11,1871-06-13,1871-06-13
"Nijmegen","KD23","","jhr. J.A.C.A.van Nispen van Sevenaer",1206,1871-06-13,1871-06-13
"Nijmegen","KD23","","mr. W.J. Triebels",472,1871-06-13,1871-06-13
"Roermond","KD65","Kiesgerechtigden","",1967,1871-06-13,1871-06-13
"Roermond","KD65","Opkomst","",1287,1871-06-13,1871-06-13
"Roermond","KD65","AantalStembriefjes","",1287,1871-06-13,1871-06-13
"Roermond","KD65","AantalGeldigeStemmen","",1220,1871-06-13,1871-06-13
"Roermond","KD65","AantalBlancoStemmen","",67,1871-06-13,1871-06-13
"Roermond","KD65","","J.H. Arnoldts",996,1871-06-13,1871-06-13
"Roermond","KD65","","mr. K.L.J. Cornelis",203,1871-06-13,1871-06-13
"Rotterdam","KD73","Kiesgerechtigden","",2538,1871-06-13,1871-06-13
"Rotterdam","KD73","Opkomst","",1738,1871-06-13,1871-06-13
"Rotterdam","KD73","AantalStembriefjes","",1738,1871-06-13,1871-06-13
"Rotterdam","KD73","AantalGeldigeStemmen","",1727,1871-06-13,1871-06-13
"Rotterdam","KD73","AantalBlancoStemmen","",8,1871-06-13,1871-06-13
"Rotterdam","KD73","","I.D. Fransen van de Putte",1025,1871-06-13,1871-06-13
"Rotterdam","KD73","","jhr.mr. J.L.C.van den Berch van Heemstede",697,1871-06-13,1871-06-13
"'s-Gravenhage","KD74","Kiesgerechtigden","",2154,1871-06-13,1871-06-13
"'s-Gravenhage","KD74","Opkomst","",1125,1871-06-13,1871-06-13
"'s-Gravenhage","KD74","AantalStembriefjes","",1125,1871-06-13,1871-06-13
"'s-Gravenhage","KD74","AantalGeldigeStemmen","",1118,1871-06-13,1871-06-13
"'s-Gravenhage","KD74","AantalBlancoStemmen","",5,1871-06-13,1871-06-13
"'s-Gravenhage","KD74","","mr. W. Wintgens",779,1871-06-13,1871-06-13
"'s-Gravenhage","KD74","","mr. E.H. Karsten",289,1871-06-13,1871-06-13
"'s-Hertogenbosch","KD55","Kiesgerechtigden","",2760,1871-06-13,1871-06-13
"'s-Hertogenbosch","KD55","Opkomst","",1464,1871-06-13,1871-06-13
"'s-Hertogenbosch","KD55","AantalStembriefjes","",1435,1871-06-13,1871-06-13
"'s-Hertogenbosch","KD55","AantalGeldigeStemmen","",1346,1871-06-13,1871-06-13
"'s-Hertogenbosch","KD55","AantalBlancoStemmen","",86,1871-06-13,1871-06-13
"'s-Hertogenbosch","KD55","","jhr.mr. J.M.B.J.van der Does de Willebois",1308,1871-06-13,1871-06-13
"Sneek","KD10","Kiesgerechtigden","",4111,1871-06-13,1871-06-13
"Sneek","KD10","Opkomst","",2630,1871-06-13,1871-06-13
"Sneek","KD10","AantalStembriefjes","",2630,1871-06-13,1871-06-13
"Sneek","KD10","AantalGeldigeStemmen","",2618,1871-06-13,1871-06-13
"Sneek","KD10","AantalBlancoStemmen","",9,1871-06-13,1871-06-13
"Sneek","KD10","","A. Moens",1403,1871-06-13,1871-06-13
"Sneek","KD10","","C.J.de Bordes",708,1871-06-13,1871-06-13
"Sneek","KD10","","mr. J.B. Oosting",437,1871-06-13,1871-06-13
"Steenwijk","KD70","Kiesgerechtigden","",1416,1871-06-13,1871-06-13
"Steenwijk","KD70","Opkomst","",675,1871-06-13,1871-06-13
"Steenwijk","KD70","AantalStembriefjes","",675,1871-06-13,1871-06-13
"Steenwijk","KD70","AantalGeldigeStemmen","",669,1871-06-13,1871-06-13
"Steenwijk","KD70","AantalBlancoStemmen","",4,1871-06-13,1871-06-13
"Steenwijk","KD70","","jhr. C.M. Storm van 's Gravesande",523,1871-06-13,1871-06-13
"Steenwijk","KD70","","mr. J.W. Gefken",110,1871-06-13,1871-06-13
"Steenwijk","KD70","","dr. A. Kuyper",24,1871-06-13,1871-06-13
"Tiel","KD71","Kiesgerechtigden","",2910,1871-06-13,1871-06-13
"Tiel","KD71","Opkomst","",2244,1871-06-13,1871-06-13
"Tiel","KD71","AantalStembriefjes","",2244,1871-06-13,1871-06-13
"Tiel","KD71","AantalGeldigeStemmen","",2230,1871-06-13,1871-06-13
"Tiel","KD71","AantalBlancoStemmen","",12,1871-06-13,1871-06-13
"Tiel","KD71","","mr. D.J.baron van Mackay",1121,1871-06-13,1871-06-13
"Tiel","KD71","","mr. C.T.graaf van Lynden van Sandenburg",1082,1871-06-13,1871-06-13
"Tilburg","KD57","Kiesgerechtigden","",3376,1871-06-13,1871-06-13
"Tilburg","KD57","Opkomst","",1617,1871-06-13,1871-06-13
"Tilburg","KD57","AantalStembriefjes","",1616,1871-06-13,1871-06-13
"Tilburg","KD57","AantalGeldigeStemmen","",1609,1871-06-13,1871-06-13
"Tilburg","KD57","AantalBlancoStemmen","",5,1871-06-13,1871-06-13
"Tilburg","KD57","","F.H.H. Borret",1358,1871-06-13,1871-06-13
"Tilburg","KD57","","mr. C.C.A. Beens",226,1871-06-13,1871-06-13
"Utrecht","KD25","Kiesgerechtigden","",2818,1871-06-13,1871-06-13
"Utrecht","KD25","Opkomst","",1270,1871-06-13,1871-06-13
"Utrecht","KD25","AantalStembriefjes","",1269,1871-06-13,1871-06-13
"Utrecht","KD25","AantalGeldigeStemmen","",1254,1871-06-13,1871-06-13
"Utrecht","KD25","AantalBlancoStemmen","",9,1871-06-13,1871-06-13
"Utrecht","KD25","","mr. W.R. Boer",563,1871-06-13,1871-06-13
"Utrecht","KD25","","mr. N.P.J. Kien",337,1871-06-13,1871-06-13
"Utrecht","KD25","","mr. J.P.J.A.graaf van Zuylen van Nijevelt",308,1871-06-13,1871-06-13
"Zutphen","KD19","Kiesgerechtigden","",3015,1871-06-13,1871-06-13
"Zutphen","KD19","Opkomst","",2214,1871-06-13,1871-06-13
"Zutphen","KD19","AantalStembriefjes","",2214,1871-06-13,1871-06-13
"Zutphen","KD19","AantalGeldigeStemmen","",2202,1871-06-13,1871-06-13
"Zutphen","KD19","AantalBlancoStemmen","",9,1871-06-13,1871-06-13
"Zutphen","KD19","","mr. J. Dam",1301,1871-06-13,1871-06-13
"Zutphen","KD19","","mr. A.F. Vos de Wael",430,1871-06-13,1871-06-13
"Zutphen","KD19","","dr. A. Kuyper",245,1871-06-13,1871-06-13
"Zutphen","KD19","","mr. H.A. ridder van Rappard",215,1871-06-13,1871-06-13
"Zwolle","KD12","Kiesgerechtigden","",2607,1871-06-13,1871-06-13
"Zwolle","KD12","AantalStembriefjes","",1703,1871-06-13,1871-06-13
"Zwolle","KD12","Opkomst","",1702,1871-06-13,1871-06-13
"Zwolle","KD12","AantalGeldigeStemmen","",1692,1871-06-13,1871-06-13
"Zwolle","KD12","AantalBlancoStemmen","",8,1871-06-13,1871-06-13
"Zwolle","KD12","","mr. A.van Naamen van Eemnes",922,1871-06-13,1871-06-13
"Zwolle","KD12","","mr. J.W. Gefken",423,1871-06-13,1871-06-13
"Zwolle","KD12","","mr. A.F. Vos de Wael",282,1871-06-13,1871-06-13
"Leiden","KD38","Kiesgerechtigden","",2792,1871-06-13,1873-03-18
"Leiden","KD38","Opkomst","",1755,1871-06-13,1873-03-18
"Leiden","KD38","AantalStembriefjes","",1755,1871-06-13,1873-03-18
"Leiden","KD38","AantalGeldigeStemmen","",1745,1871-06-13,1873-03-18
"Leiden","KD38","AantalBlancoStemmen","",9,1871-06-13,1873-03-18
"Leiden","KD38","","mr. H.A. Neeb",651,1871-06-13,1873-03-18
"Leiden","KD38","","jhr.mr. J.L.C.van den Berch van Heemstede",462,1871-06-13,1873-03-18
"Leiden","KD38","","W.J.F. Nuyens",440,1871-06-13,1873-03-18
"Leiden","KD38","","mr. R.J.graaf van Schimmelpenninck",185,1871-06-13,1873-03-18
"Amsterdam","KD72","Kiesgerechtigden","",4022,1871-06-13,1872-10-22
"Amsterdam","KD72","Opkomst","",1968,1871-06-13,1872-10-22
"Amsterdam","KD72","AantalStembriefjes","",1961,1871-06-13,1872-10-22
"Amsterdam","KD72","AantalGeldigeStemmen","",1953,1871-06-13,1872-10-22
"Amsterdam","KD72","AantalBlancoStemmen","",5,1871-06-13,1872-10-22
"Amsterdam","KD72","","G. Fabius",643,1871-06-13,1872-10-22
"Amsterdam","KD72","","mr.dr. J.A. Jolles",616,1871-06-13,1872-10-22
"Amsterdam","KD72","","mr. A.S.van Nierop",536,1871-06-13,1872-10-22
"Amsterdam","KD72","","mr.dr. J.J. Teding van Berkhout",155,1871-06-13,1872-10-22
"Sneek","KD10","Kiesgerechtigden","",4127,1871-06-13,1873-02-25
"Sneek","KD10","Opkomst","",2278,1871-06-13,1873-02-25
"Sneek","KD10","AantalStembriefjes","",2278,1871-06-13,1873-02-25
"Sneek","KD10","AantalGeldigeStemmen","",2253,1871-06-13,1873-02-25
"Sneek","KD10","AantalBlancoStemmen","",25,1871-06-13,1873-02-25
"Sneek","KD10","","A. Moens",1450,1871-06-13,1873-02-25
"Sneek","KD10","","mr. L.W.C. Keuchenius",796,1871-06-13,1873-02-25
"Amersfoort","KD26","Kiesgerechtigden","",2862,1871-06-13,1871-06-27
"Amersfoort","KD26","AantalStembriefjes","",2130,1871-06-13,1871-06-27
"Amersfoort","KD26","Opkomst","",2126,1871-06-13,1871-06-27
"Amersfoort","KD26","AantalGeldigeStemmen","",2119,1871-06-13,1871-06-27
"Amersfoort","KD26","AantalBlancoStemmen","",5,1871-06-13,1871-06-27
"Amersfoort","KD26","","mr. E.L.baron van Hardenbroek van Lockhorst",1559,1871-06-13,1871-06-27
"Amersfoort","KD26","","J.A. Alberdingk Thijm",560,1871-06-13,1871-06-27
"Amsterdam","KD72","Kiesgerechtigden","",3959,1871-06-13,1871-06-27
"Amsterdam","KD72","Opkomst","",2018,1871-06-13,1871-06-27
"Amsterdam","KD72","AantalStembriefjes","",2018,1871-06-13,1871-06-27
"Amsterdam","KD72","AantalGeldigeStemmen","",2011,1871-06-13,1871-06-27
"Amsterdam","KD72","AantalBlancoStemmen","",5,1871-06-13,1871-06-27
"Amsterdam","KD72","","mr.dr. E.H.s' Jacob",1017,1871-06-13,1871-06-27
"Amsterdam","KD72","","J.P.de Bordes",994,1871-06-13,1871-06-27
"Utrecht","KD25","Kiesgerechtigden","",2818,1871-06-13,1871-06-27
"Utrecht","KD25","AantalStembriefjes","",1411,1871-06-13,1871-06-27
"Utrecht","KD25","Opkomst","",1410,1871-06-13,1871-06-27
