"District","Date","Aanbevolen.door","Aantal.stemmen","Percentage","name"
"Zaandam",1888-03-06,"Rad",203,8.2655,"dr. V.  Bruinsma"
"Franeker",1888-03-06,"Rad",376,12.1683,"dr. V.  Bruinsma"
"Leeuwarden",1888-03-06,"Rad",379,14.9154,"dr. V.  Bruinsma"
"Amsterdam",1888-03-06,"Rad",2402,1.7136,"dr. V.  Bruinsma"
"Wolvega",1888-03-06,"Rad",598,27.9701,"dr. V.  Bruinsma"
"Franeker",1891-06-09,"V",636,20.6829,"dr. V.  Bruinsma"
"Amsterdam",1891-06-09,"Am(AKS)",2063,1.7298,"dr. V.  Bruinsma"
"Amsterdam I",1909-06-11,"SDAP",314,8.7808," P.C.F.  Frowein"
"Sneek",1869-06-08,"(AH)*",1552,27.749,"mr. S.  Wybenga"
"Sneek",1873-06-10,"(AH)*",1394,27.7468,"mr. S.  Wybenga"
"Sneek",1877-06-12,"(AH)*",1943,33.3562,"mr. S.  Wybenga"
"Sneek",1881-06-14,"(AH)*",1879,25.1607,"mr. S.  Wybenga"
"Sneek",1884-10-28,"(AH)*",2199,18.4976,"mr. S.  Wybenga"
"Sneek",1886-06-15,"(AH)*",2272,18.4956,"mr. S.  Wybenga"
"Sneek",1869-06-08,"AK",261,4.6665,"jhr. J.A.  Lycklama à Nijeholt"
"Sneek",1871-06-13,"(AH)*",1403,53.5905," A.  Moens"
"Sneek",1879-06-10,"(AH)*",1799,51.4883," A.  Moens"
"Utrecht",1879-06-10,"(DT)*",490,30.4159," M.W. baron van Tour van Bellinchave"
"Utrecht",1879-06-24,"AR(DT)",975,50.1285," M.W. baron van Tour van Bellinchave"
"Sneek",1879-06-10,"AR(DT)",1687,48.2828," W.M.  Oppedijk"
"Sneek",1881-06-14,"AR(DT)",1860,24.9063," W.M.  Oppedijk"
"Sneek",1883-06-12,"AR(DT)",1879,46.3607," W.M.  Oppedijk"
"Sneek",1884-10-28,"AR(DT)",1781,14.9815," W.M.  Oppedijk"
"Sneek",1887-09-01,"AR",1636,22.3253," W.M.  Oppedijk"
"Harlingen",1888-03-06,"AR(Ka)",1756,55.1854," W.M.  Oppedijk"
"Sneek",1888-03-06,"AR(Ka)",2209,62.9704," W.M.  Oppedijk"
"Harlingen",1891-06-09,"AR(Ka)",1502,52.0263," W.M.  Oppedijk"
"Sneek",1873-06-10,"AR",1066,21.2182," J.  Wolbers"
"Middelburg",1877-06-12,"AR(DT)",854,41.1368," J.  Wolbers"
"Sneek",1877-06-12,"AR(DT)",970,16.6524," J.  Wolbers"
"Brielle",1879-06-10,"AR",92,17.4905," J.  Wolbers"
"Sneek",1883-06-12,"(AH)*",2160,53.2939,"mr. Ph. van Blom"
"Sneek",1884-10-28,"(AH)*",2197,18.4808,"mr. Ph. van Blom"
"Sneek",1881-06-14,"AR(DT)",1823,24.4108,"mr. W. baron van Heemstra"
"Sneek",1884-10-28,"(AH)*",2187,18.3967," A.  Buma"
"Sneek",1886-06-15,"(AH)*",2291,18.6503," A.  Buma"
"Harlingen",1888-03-06,"Lib",1407,44.2175," A.  Buma"
"Sneek",1888-03-06,"Lib",1246,35.5188," A.  Buma"
"Sneek",1884-10-28,"AR(DT)",1734,14.5861,"jhr. A.  Lycklama à Nijeholt"
"Sneek",1886-06-15,"(AH)*",2270,18.4793," B.H.  Heldt"
"Schoterland",1888-03-06,"Lib",1062,43.614," B.H.  Heldt"
"Amsterdam",1888-03-06,"Lib",8689,6.1986," B.H.  Heldt"
"Schoterland",1888-03-20,"Lib",1036,47.0268," B.H.  Heldt"
"Amsterdam",1891-06-09,"Lib",8721,7.3123," B.H.  Heldt"
"Amsterdam",1894-04-10,"Lib(VT)",6147,7.4949," B.H.  Heldt"
"Amsterdam VII",1897-06-15,"Lib",901,37.3549," B.H.  Heldt"
"Amsterdam VII",1897-06-25,"Lib(CHK)",1561,59.444," B.H.  Heldt"
"Amsterdam VII",1901-06-14,"VD(Lib)",1022,38.9928," B.H.  Heldt"
"Amsterdam IV",1901-07-30,"VD",525,30.2768," B.H.  Heldt"
"Sliedrecht",1901-08-20,"VD",1146,34.6014," B.H.  Heldt"
"Almelo",1873-06-10,"AR",252,13.4831," A. baron van Schimmelpenninck van der Oye"
"Deventer",1873-06-10,"AR",673,42.1679," A. baron van Schimmelpenninck van der Oye"
"Deventer",1877-06-12,"AR(DT)",992,42.2487," A. baron van Schimmelpenninck van der Oye"
"Hilversum",1879-06-10,"AR(DT)",840,75.6076," A. baron van Schimmelpenninck van der Oye"
"Arnhem",1883-06-12,"AR(DT)",1490,53.3859," A. baron van Schimmelpenninck van der Oye"
"Amsterdam",1883-06-12,"AR(DT)",620,11.5284," A. baron van Schimmelpenninck van der Oye"
"Arnhem",1884-10-28,"AR(DT)",1536,25.0653," A. baron van Schimmelpenninck van der Oye"
"Deventer",1884-10-28,"AR(DT)",1193,21.4491," A. baron van Schimmelpenninck van der Oye"
"Arnhem",1884-11-11,"AR(DT)",1674,49.6736," A. baron van Schimmelpenninck van der Oye"
"Deventer",1886-06-15,"AR(DT)",1242,20.4075," A. baron van Schimmelpenninck van der Oye"
"Goes",1886-06-15,"AR",835,19.2796," A. baron van Schimmelpenninck van der Oye"
"Arnhem",1886-06-15,"AR(DT)",1807,24.818," A. baron van Schimmelpenninck van der Oye"
"Goes",1886-06-29,"AR(DT)",1439,29.3733," A. baron van Schimmelpenninck van der Oye"
"Goes",1887-09-01,"AR(DT)",1154,30.9218," A. baron van Schimmelpenninck van der Oye"
"Sneek",1886-06-15,"AR(DT)",1797,14.6288," R.K.  Okma"
"Wolvega",1888-03-06,"AR(Ka)",837,39.1487," R.K.  Okma"
"Wolvega",1888-03-20,"AR(Ka)",1115,52.2738," R.K.  Okma"
"Zutphen",1883-06-12,"AR(DT)",1566,50.0639,"mr. W.G. baron van Brantsen van de Zijp"
"Zutphen",1884-10-28,"AR(DT)",1545,25.2327,"mr. W.G. baron van Brantsen van de Zijp"
"Arnhem",1884-10-28,"AR(DT)",1499,24.4615,"mr. W.G. baron van Brantsen van de Zijp"
"Zutphen",1886-06-15,"AR(DT)",1674,23.429,"mr. W.G. baron van Brantsen van de Zijp"
"Zutphen",1887-09-01,"AR(DT)",1531,23.5177,"mr. W.G. baron van Brantsen van de Zijp"
"Sneek",1887-09-01,"AR",1597,21.7931,"mr. W.G. baron van Brantsen van de Zijp"
"Doetinchem",1888-03-06,"AR",918,27.5262,"mr. W.G. baron van Brantsen van de Zijp"
"Sneek",1888-03-28,"AR(Ka)",2047,61.9177,"mr. W.G. baron van Brantsen van de Zijp"
"Breukelen",1891-06-09,"AR",913,27.2619,"mr. W.G. baron van Brantsen van de Zijp"
"Doetinchem",1891-06-09,"AR",901,26.0029,"mr. W.G. baron van Brantsen van de Zijp"
"Sneek",1891-06-09,"AR(Ka)",1619,59.174,"mr. W.G. baron van Brantsen van de Zijp"
"Sneek",1894-04-10,"AR(TT)",657,27.5934,"mr. W.G. baron van Brantsen van de Zijp"
"Sneek",1887-09-01,"AR",1504,20.524," K.  Kater"
"Amsterdam",1894-04-10,"AR(VT)",1613,1.9667," K.  Kater"
"Rotterdam V",1897-06-15,"AR",323,12.1749," K.  Kater"
"Alkmaar",1881-06-14,"AR",192,8.9762,"mr. S. baron van Heemstra 2"
"Utrecht",1881-06-14,"AR",453,32.1733,"mr. S. baron van Heemstra 2"
"Hoorn",1881-06-14,"AR",167,12.0491,"mr. S. baron van Heemstra 2"
"Sneek",1886-06-15,"AR(DT)",1791,14.5799,"mr. S. baron van Heemstra 2"
"Haarlem",1886-06-15,"AR(DT)",898,19.8541,"mr. S. baron van Heemstra 2"
"Haarlem",1888-03-06,"AR",295,14.0276,"mr. S. baron van Heemstra 2"
"Katwijk",1901-06-14,"AR",1401,25.4265,"mr. S. baron van Heemstra 2"
"Hilversum",1901-06-27,"AR(VA)",3239,58.9338,"mr. S. baron van Heemstra 2"
