"District","Dag","Maand","Jaar","Type","Electoraat","Opkomst","Stembriefjes","Geldig","Blanco"
"Rotterdam","12","6","1883","periodiek","3732","1917","1919","1896","89"
"Brielle","12","6","1883","periodiek","1344","1175","1175","1171","3"
"Den Haag","12","6","1883","periodiek","2632","1432","1432","1413","15"
"Dordrecht","12","6","1883","periodiek","2472","1885","1885","1873","9"
"Gorinchem","12","6","1883","periodiek","3858","2123","2123","2107","13"
"Middelburg","12","6","1883","periodiek","2701","2217","2217","2195","17"
"Goes","12","6","1883","periodiek","2767","1806","1806","1783","19"
"Breda","12","6","1883","periodiek","4042","2012","2012","1982","18"
"Tilburg","12","6","1883","periodiek","3464","1254","1254","1237","17"
"Eindhoven","12","6","1883","periodiek","2610","1052","1052","1046","6"
"Maastricht","12","6","1883","periodiek","2720","976","978","926","46"
"Roermond","12","6","1883","periodiek","2325","1438","1437","1367","65"
"Boxmeer","12","6","1883","periodiek","2728","1100","1101","1057","43"
"Den Bosch","12","6","1883","periodiek","3386","1258","1260","1242","12"
"Delft","26","6","1883","herstemming","3386","2896","2895","2853","39"
"Den Bosch","11","9","1883","tussentijds","3386","1073","1074","1062","10"
"Gouda","30","10","1883","tussentijds","3874","2366","2366","2360","4"
"Rotterdam","12","2","1884","tussentijds","3732","2085","2085","2075","10"
"Nijmegen","29","4","1884","tussentijds","2929","1737","1737","1718","13"
"Almelo","6","5","1884","tussentijds","2494","2117","2118","2045","9"
"Dokkum","13","5","1884","tussentijds","2673","2044","2044","2028","9"
"Almelo","20","5","1884","herstemming","2494","2333","2333","2312","17"
"Zevenbergen","24","6","1884","tussentijds","2155","1165","1165","1087","66"
"Zevenbergen","8","7","1884","herstemming","2155","1570","1570","1539","27"
"Haarlem","15","7","1884","tussentijds","3111","1940","1940","1930","2"
"Haarlem","29","7","1884","herstemming","3111","1712","1713","1663","42"
"Zuidhorn","28","10","1884","algemeen","1497","769","769","765","2"
"Groningen","28","10","1884","algemeen","1630","1009","1009","1006","3"
"Appingedam","28","10","1884","algemeen","3368","2023","2023","3993","31"
"Winschoten","28","10","1884","algemeen","2797","1149","1149","2266","32"
"Assen","28","10","1884","algemeen","2700","1462","1461","2887","33"
"Leeuwarden","28","10","1884","algemeen","3072","2142","2142","4240","34"
"Sneek","28","10","1884","algemeen","4698","3987","3987","11888","55"
"Dokkum","28","10","1884","algemeen","2673","2121","2121","4192","46"
"Steenwijk","28","10","1884","algemeen","1631","1307","1307","1300","6"
"Zwolle","28","10","1884","algemeen","3042","2603","2603","5154","46"
"Almelo","28","10","1884","algemeen","2494","2246","2246","4372","106"
"Deventer","28","10","1884","algemeen","3297","2793","2793","5562","16"
"Zutphen","28","10","1884","algemeen","3470","3098","3098","6123","61"
"Arnhem","28","10","1884","algemeen","3616","3091","3091","6128","40"
"Nijmegen","28","10","1884","algemeen","2929","1807","1807","3584","30"
"Tiel","28","10","1884","algemeen","3266","2825","2827","5601","49"
"Amersfoort","28","10","1884","algemeen","3460","2359","2360","4682","36"
"Utrecht","28","10","1884","algemeen","3048","2371","2372","4257","485"
"Hilversum","28","10","1884","algemeen","2225","1625","1625","1620","2"
"Hoorn","28","10","1884","algemeen","4286","2925","2925","5827","13"
"Alkmaar","28","10","1884","algemeen","4034","2674","2674","5316","24"
"Haarlem","28","10","1884","algemeen","3111","2068","2068","4018","108"
"Amsterdam","28","10","1884","algemeen","5595","3553","3553","23580","1207"
"Haarlemmermeer","28","10","1884","algemeen","1640","1206","1206","1202","3"
"Leiden","28","10","1884","algemeen","3141","2406","2406","4769","31"
"Gouda","28","10","1884","algemeen","3904","2944","2944","5853","33"
"Delft","28","10","1884","algemeen","3383","2844","2844","4567","1113"
"Rotterdam","28","10","1884","algemeen","3715","2509","2509","9930","98"
"Brielle","28","10","1884","algemeen","1333","1076","1076","1072","3"
"Den Haag","28","10","1884","algemeen","2723","1746","1746","3444","46"
"Dordrecht","28","10","1884","algemeen","2444","1947","1947","3847","47"
"Gorinchem","28","10","1884","algemeen","3900","2570","2569","5068","38"
"Middelburg","28","10","1884","algemeen","2759","2336","2337","4616","54"
"Goes","28","10","1884","algemeen","2741","1898","1898","3757","31"
"Zierikzee","28","10","1884","algemeen","1465","1207","1207","1194","12"
"Breda","28","10","1884","algemeen","4110","2395","2395","4715","51"
"Zevenbergen","28","10","1884","algemeen","2155","1596","1596","1584","11"
"Tilburg","28","10","1884","algemeen","3452","1547","1547","3025","49"
"Eindhoven","28","10","1884","algemeen","2682","1236","1237","2439","35"
"Maastricht","28","10","1884","algemeen","2675","1210","1210","2113","303"
"Roermond","28","10","1884","algemeen","2312","1406","1406","2611","183"
"Boxmeer","28","10","1884","algemeen","2790","1326","1326","2532","110"
"Den Bosch","28","10","1884","algemeen","3322","1394","1394","2758","26"
"Almelo","11","11","1884","herstemming","2494","2360","2361","4690","26"
"Zutphen","11","11","1884","herstemming","3470","3269","3269","3254","11"
"Arnhem","11","11","1884","herstemming","3616","3384","3384","3370","10"
"Utrecht","11","11","1884","herstemming","3048","2638","2638","2623","12"
"Alkmaar","11","11","1884","herstemming","4034","3034","3035","3016","13"
"Haarlem","11","11","1884","herstemming","3111","1731","1731","1699","25"
"Delft","11","11","1884","herstemming","3383","3052","3052","5945","119"
"Brielle","11","11","1884","herstemming","1333","1088","1088","1078","6"
"Den Haag","11","11","1884","herstemming","2723","2110","2109","2097","8"
"Middelburg","11","11","1884","herstemming","2759","2528","2530","2504","17"
"Zevenbergen","11","11","1884","herstemming","2155","1676","1676","1651","25"
"Almelo","28","11","1884","tussentijds","2494","2295","2295","2282","12"
"Gorinchem","28","11","1884","tussentijds","3900","2951","2951","2928","12"
"Den Haag","8","4","1885","tussentijds","2723","1736","1736","1725","11"
"Arnhem","18","6","1885","tussentijds","3718","1642","1642","1559","75"
"Breda","14","7","1885","tussentijds","4191","2071","2071","2024","23"
"Dokkum","25","8","1885","tussentijds","2689","1935","1936","1924","7"
"Sneek","17","11","1885","tussentijds","4709","3727","3727","3700","24"
"Maastricht","9","2","1886","tussentijds","2700","1296","1296","1237","56"
"Assen","16","3","1886","tussentijds","2806","1939","1938","1927","9"
"Assen","30","3","1886","herstemming","2806","2043","2043","2036","7"
"Zuidhorn","15","6","1886","algemeen","1551","1020","1020","1016","4"
"Groningen","15","6","1886","algemeen","1726","1040","1040","1037","3"
"Appingedam","15","6","1886","algemeen","3537","2299","2299","4554","36"
"Winschoten","15","6","1886","algemeen","2981","1521","1521","2973","43"
"Assen","15","6","1886","algemeen","2806","1585","1586","3064","84"
"Leeuwarden","15","6","1886","algemeen","3247","2371","2371","4710","24"
"Sneek","15","6","1886","algemeen","5015","4137","4137","12284","121"
"Dokkum","15","6","1886","algemeen","2818","2331","2331","4620","34"
"Steenwijk","15","6","1886","algemeen","1725","1572","1572","1565","4"
"Zwolle","15","6","1886","algemeen","3220","2952","2952","5839","45"
"Almelo","15","6","1886","algemeen","2786","2680","2680","5309","37"
"Deventer","15","6","1886","algemeen","3470","3059","3059","6086","24"
"Zutphen","15","6","1886","algemeen","3746","3594","3594","7145","37"
"Arnhem","15","6","1886","algemeen","3891","3662","3663","7281","43"
"Nijmegen","15","6","1886","algemeen","3161","2205","2205","4363","43"
"Tiel","15","6","1886","algemeen","3401","3187","3187","6309","65"
"Amersfoort","15","6","1886","algemeen","3650","2698","2698","5348","34"
"Utrecht","15","6","1886","algemeen","3229","2871","2871","5697","37"
"Hilversum","15","6","1886","algemeen","2370","1945","1946","1941","2"
"Hoorn","15","6","1886","algemeen","4405","3192","3193","6352","26"
"Alkmaar","15","6","1886","algemeen","4243","3291","3291","6559","15"
"Haarlem","15","6","1886","algemeen","3392","2289","2289","4523","37"
"Amsterdam","15","6","1886","algemeen","6059","3335","3333","23069","248"
"Haarlemmermeer","15","6","1886","algemeen","1761","1459","1460","1445","1"
"Leiden","15","6","1886","algemeen","3307","2901","2901","4785","1005"
"Gouda","15","6","1886","algemeen","4183","3610","3610","7184","14"
"Delft","15","6","1886","algemeen","3622","3258","3258","6398","106"
"Rotterdam","15","6","1886","algemeen","3768","2289","2289","9016","136"
"Brielle","15","6","1886","algemeen","1389","1139","1139","1132","4"
"Den Haag","15","6","1886","algemeen","2888","2263","2263","4388","144"
"Dordrecht","15","6","1886","algemeen","2575","2190","2190","4338","24"
"Gorinchem","15","6","1886","algemeen","4088","3211","3211","6348","70"
"Middelburg","15","6","1886","algemeen","2929","2728","2728","5382","36"
"Goes","15","6","1886","algemeen","2926","2575","2575","4331","813"
"Zierikzee","15","6","1886","algemeen","1557","1359","1359","1348","9"
"Breda","15","6","1886","algemeen","4387","2611","2612","5095","103"
"Zevenbergen","15","6","1886","algemeen","2244","1468","1468","1448","16"
"Tilburg","15","6","1886","algemeen","3648","1682","1683","3290","26"
"Eindhoven","15","6","1886","algemeen","2886","1804","1804","3551","41"
"Maastricht","15","6","1886","algemeen","2816","2131","2132","4130","132"
"Roermond","15","6","1886","algemeen","2432","2178","2178","4038","302"
"Boxmeer","15","6","1886","algemeen","2986","1618","1618","3074","144"
"Den Bosch","15","6","1886","algemeen","3416","1661","1663","3298","24"
"Zuidhorn","29","6","1886","herstemming","1551","1077","1076","1075","1"
"Haarlemmermeer","29","6","1886","herstemming","1761","1551","1551","1531","7"
"Leiden","29","6","1886","herstemming","3307","3020","3020","5825","205"
"Goes","29","6","1886","herstemming","2926","2542","2543","4899","77"
"Amersfoort","20","7","1886","tussentijds","3650","2516","2516","2506","3"
"Sneek","5","10","1886","tussentijds","5015","3653","3652","3627","20"
"Sneek","19","10","1886","herstemming","5015","4093","4093","4063","23"
"Arnhem","23","11","1886","tussentijds","3891","1272","1272","1207","65"
"Delft","12","4","1887","tussentijds","3622","1278","1278","1202","76"
"Deventer","14","6","1887","tussentijds","3438","2280","2280","2273","5"
"Zuidhorn","1","9","1887","algemeen","1521","794","794","791","2"
"Groningen","1","9","1887","algemeen","1733","656","656","639","17"
"Appingedam","1","9","1887","algemeen","3432","1783","1783","3542","22"
"Winschoten","1","9","1887","algemeen","2923","1293","1294","2568","16"
"Assen","1","9","1887","algemeen","2812","1072","1072","2124","10"
"Leeuwarden","1","9","1887","algemeen","3134","1374","1374","2690","58"
"Sneek","1","9","1887","algemeen","4816","3680","3680","7328","28"
"Dokkum","1","9","1887","algemeen","2759","1930","1930","3846","12"
"Steenwijk","1","9","1887","algemeen","1713","1464","1464","1446","11"
"Zwolle","1","9","1887","algemeen","3193","2550","2550","5038","42"
"Almelo","1","9","1887","algemeen","2710","1419","1420","2738","96"
"Deventer","1","9","1887","algemeen","3438","1479","1479","2786","170"
"Zutphen","1","9","1887","algemeen","3727","3275","3276","6510","34"
"Arnhem","1","9","1887","algemeen","3879","2605","2609","5082","124"
"Nijmegen","1","9","1887","algemeen","3150","1444","1444","2844","44"
"Tiel","1","9","1887","algemeen","3377","2765","2767","5478","56"
"Amersfoort","1","9","1887","algemeen","3624","2004","2004","3938","58"
"Utrecht","1","9","1887","algemeen","3182","2428","2428","4808","44"
"Hilversum","1","9","1887","algemeen","2453","1543","1543","1530","9"
"Hoorn","1","9","1887","algemeen","4299","2293","2293","4564","12"
"Alkmaar","1","9","1887","algemeen","4165","1835","1837","3596","72"
"Haarlem","1","9","1887","algemeen","3402","887","887","1654","120"
"Amsterdam","1","9","1887","algemeen","6001","1579","1579","10710","315"
"Haarlemmermeer","1","9","1887","algemeen","1741","761","761","711","45"
"Leiden","1","9","1887","algemeen","3244","2665","2665","5310","10"
"Gouda","1","9","1887","algemeen","4127","2875","2875","5736","14"
"Delft","1","9","1887","algemeen","3583","2306","2307","4544","58"
"Rotterdam","1","9","1887","algemeen","3755","1635","1634","6476","60"
"Brielle","1","9","1887","algemeen","1369","676","676","667","7"
"Den Haag","1","9","1887","algemeen","2889","1944","1944","3876","10"
"Dordrecht","1","9","1887","algemeen","2573","1773","1773","3508","22"
"Gorinchem","1","9","1887","algemeen","4071","1717","1718","3266","164"
"Middelburg","1","9","1887","algemeen","2910","2304","2304","4498","96"
"Goes","1","9","1887","algemeen","2893","1893","1893","3732","50"
"Zierikzee","1","9","1887","algemeen","1517","1018","1018","1002","16"
"Breda","1","9","1887","algemeen","4311","1620","1620","3174","48"
"Zevenbergen","1","9","1887","algemeen","2219","992","993","949","43"
"Tilburg","1","9","1887","algemeen","3657","1402","1406","2778","28"
"Eindhoven","1","9","1887","algemeen","2914","1314","1315","2602","16"
"Maastricht","1","9","1887","algemeen","2860","1238","1238","2416","60"
"Roermond","1","9","1887","algemeen","2434","1469","1468","2752","158"
"Boxmeer","1","9","1887","algemeen","3028","1311","1312","2564","54"
"Den Bosch","1","9","1887","algemeen","3449","1366","1366","2704","16"
"Winschoten","14","9","1887","herstemming","2923","-","-","1110","-"
"Leiden","14","9","1887","herstemming","3244","2469","2469","8490","42"
"Winschoten","3","10","1887","tussentijds","2923","1024","1024","1018","6"
"Alkmaar","25","10","1887","tussentijds","4165","2326","2326","2313","7"
"Leiden","13","12","1887","tussentijds","3244","2230","2230","2214","12"
"Leiden","27","12","1887","herstemming","3244","2076","2076","2053","19"
"Maastricht","17","1","1888","tussentijds","2860","960","960","935","23"
"Groningen","6","3","1888","algemeen","6360","5098","5098","10062","110"
"Zuidhorn","6","3","1888","algemeen","3342","2801","2800","2795","2"
"Appingedam","6","3","1888","algemeen","3976","3113","3112","3099","11"
"Winschoten","6","3","1888","algemeen","3022","2525","2526","2517","5"
"Veendam","6","3","1888","algemeen","2880","2331","2331","2308","15"
"Assen","6","3","1888","algemeen","2859","1457","1457","1438","13"
"Emmen","6","3","1888","algemeen","1961","1396","1396","1395","1"
"Leeuwarden","6","3","1888","algemeen","3241","2554","2553","2541","5"
"Harlingen","6","3","1888","algemeen","3429","3193","3193","3182","8"
"Sneek","6","3","1888","algemeen","3901","3520","3520","3508","10"
"Schoterland","6","3","1888","algemeen","2959","2445","2445","2435","8"
"Dokkum","6","3","1888","algemeen","3095","2833","2833","2820","9"
"Bergum","6","3","1888","algemeen","3019","2732","2732","2729","3"
"Wolvega","6","3","1888","algemeen","2634","2143","2143","2138","2"
"Steenwijk","6","3","1888","algemeen","2900","2532","2532","2516","13"
"Meppel","6","3","1888","algemeen","2663","2193","2194","2181","4"
"Zwolle","6","3","1888","algemeen","3173","2764","2764","2745","15"
"Kampen","6","3","1888","algemeen","2605","2324","2325","2308","15"
"Franeker","6","3","1888","algemeen","3742","3101","3101","3090","6"
"Ommen","6","3","1888","algemeen","2326","2000","2000","1986","3"
"Almelo","6","3","1888","algemeen","2295","1846","1847","1834","11"
"Enschede","6","3","1888","algemeen","1996","1881","1881","1869","10"
"Deventer","6","3","1888","algemeen","2825","2080","2083","2069","7"
"Lochem","6","3","1888","algemeen","3242","2879","2879","2858","17"
"Zutphen","6","3","1888","algemeen","3612","3247","3247","3230","11"
"Doetinchem","6","3","1888","algemeen","3629","3353","3353","3335","13"
"Rheden","6","3","1888","algemeen","2998","2655","2655","2635","9"
"Arnhem","6","3","1888","algemeen","3009","2623","2624","2616","6"
"Elst","6","3","1888","algemeen","3094","2845","2845","2830","12"
"Nijmegen","6","3","1888","algemeen","2736","1709","1709","1697","9"
"Druten","6","3","1888","algemeen","2947","2416","2416","2404","8"
"Tiel","6","3","1888","algemeen","2874","2567","2567","2547","12"
"Wijk bij Duurstede","6","3","1888","algemeen","3226","2938","2938","2924","5"
"Ede","6","3","1888","algemeen","2844","2394","2394","2366","23"
"Amersfoort","6","3","1888","algemeen","2945","2463","2463","2450","7"
"Apeldoorn","6","3","1888","algemeen","2920","2482","2484","2473","5"
"Utrecht","6","3","1888","algemeen","4120","3756","3756","3751","5"
"Breukelen","6","3","1888","algemeen","3800","3494","3494","3480","10"
"Hilversum","6","3","1888","algemeen","3733","3053","3053","3040","3"
"Hoorn","6","3","1888","algemeen","4117","3140","3140","3121","9"
"Enkhuizen","6","3","1888","algemeen","4283","3913","3913","3901","5"
"Alkmaar","6","3","1888","algemeen","4797","4332","4332","4322","1"
"Den Helder","6","3","1888","algemeen","3627","2775","2774","2768","6"
"Amsterdam","6","3","1888","algemeen","20887","16015","16015","140176","3779"
"Haarlem","6","3","1888","algemeen","2758","2113","2118","2103","8"
"Beverwijk","6","3","1888","algemeen","3500","3156","3158","3138","10"
"Zaandam","6","3","1888","algemeen","3481","2466","2466","2456","3"
"Haarlemmermeer","6","3","1888","algemeen","3595","3166","3169","3144","9"
"Leiden","6","3","1888","algemeen","2361","2134","2135","2123","9"
"Katwijk","6","3","1888","algemeen","3861","3545","3546","3535","5"
"Gouda","6","3","1888","algemeen","2915","2579","2579","2574","2"
"Bodegraven","6","3","1888","algemeen","3896","3539","3539","3528","6"
"Delft","6","3","1888","algemeen","3006","2692","2692","2667","22"
"Loosduinen","6","3","1888","algemeen","3747","3437","3437","3422","13"
"Schiedam","6","3","1888","algemeen","2671","2446","2446","2432","11"
"Rotterdam","6","3","1888","algemeen","8373","5937","5938","26133","3527"
"Brielle","6","3","1888","algemeen","3423","3050","3050","3026","19"
"Den Haag","6","3","1888","algemeen","7591","6245","6245","18481","164"
"Dordrecht","6","3","1888","algemeen","2864","2579","2579","2568","8"
"Ridderkerk","6","3","1888","algemeen","2582","2345","2344","2327","15"
"Gorinchem","6","3","1888","algemeen","3441","3118","3118","3103","12"
"Sliedrecht","6","3","1888","algemeen","3344","2864","2864","2850","7"
"Middelburg","6","3","1888","algemeen","4267","3698","3697","3685","10"
"Oostburg","6","3","1888","algemeen","3040","2656","2656","2643","11"
"Goes","6","3","1888","algemeen","4075","3596","3597","3559","27"
"Hontenisse","6","3","1888","algemeen","3419","3017","3018","2998","9"
"Zierikzee","6","3","1888","algemeen","3457","3169","3171","3155","14"
"Bergen op Zoom","6","3","1888","algemeen","2860","2367","2367","2355","11"
"Breda","6","3","1888","algemeen","3326","1627","1627","1600","25"
"Oosterhout","6","3","1888","algemeen","3489","2264","2265","2252","11"
"Zevenbergen","6","3","1888","algemeen","3058","2472","2474","2458","12"
"Waalwijk","6","3","1888","algemeen","3769","3344","3346","3326","13"
"Tilburg","6","3","1888","algemeen","2842","1424","1426","1413","4"
"Eindhoven","6","3","1888","algemeen","3014","1442","1442","1424","9"
"Helmond","6","3","1888","algemeen","2580","1460","1460","1452","4"
"Maastricht","6","3","1888","algemeen","2194","1412","1412","1388","21"
"Gulpen","6","3","1888","algemeen","1741","1255","1255","1248","3"
"Sittard","6","3","1888","algemeen","1821","1679","1679","1663","15"
"Roermond","6","3","1888","algemeen","1739","1558","1558","1538","18"
"Venlo","6","3","1888","algemeen","2272","1174","1175","1147","24"
"Weert","6","3","1888","algemeen","1692","1320","1320","1291","29"
"Grave","6","3","1888","algemeen","3265","2135","2135","2101","26"
"Den Bosch","6","3","1888","algemeen","3002","2251","2250","2236","9"
"Veghel","6","3","1888","algemeen","3365","2143","2146","2138","8"
"Groningen","20","3","1888","herstemming","6360","5588","5587","5578","7"
"Zuidhorn","20","3","1888","herstemming","3342","2971","2970","2962","6"
"Winschoten","20","3","1888","herstemming","3022","2550","2560","2552","8"
"Schoterland","20","3","1888","herstemming","2959","2221","2224","2203","16"
"Wolvega","20","3","1888","herstemming","2634","2150","2150","2133","16"
"Franeker","20","3","1888","herstemming","3742","3423","3422","3409","7"
"Doetinchem","20","3","1888","herstemming","3629","3319","3319","3284","28"
"Elst","20","3","1888","herstemming","3094","2549","2551","2517","30"
"Wijk bij Duurstede","20","3","1888","herstemming","3226","2967","2967","2922","37"
"Breukelen","20","3","1888","herstemming","3800","3474","3474","3425","42"
"Alkmaar","20","3","1888","herstemming","4797","4380","4384","4371","6"
"Den Helder","20","3","1888","herstemming","3627","2788","2789","2783","2"
"Amsterdam","20","3","1888","herstemming","20887","5787","5787","5737","44"
"Beverwijk","20","3","1888","herstemming","3500","3355","3355","3337","12"
"Haarlemmermeer","20","3","1888","herstemming","3595","3004","3005","2962","36"
"Katwijk","20","3","1888","herstemming","3861","3218","3221","3178","35"
"Bodegraven","20","3","1888","herstemming","3896","3492","3493","3471","20"
"Loosduinen","20","3","1888","herstemming","3747","3395","3395","3359","31"
"Schiedam","20","3","1888","herstemming","2671","2474","2474","2431","39"
"Den Haag","20","3","1888","herstemming","7591","6517","6517","12859","137"
"Dordrecht","20","3","1888","herstemming","2864","2715","2715","2699","15"
"Middelburg","20","3","1888","herstemming","4267","3924","3924","3882","31"
"Oostburg","20","3","1888","herstemming","3040","2825","2827","2803","21"
"Hontenisse","20","3","1888","herstemming","3419","2977","2979","2951","22"
"Bergen op Zoom","20","3","1888","herstemming","2860","2488","2488","2466","19"
"Amersfoort","27","3","1888","tussentijds","2945","2342","2342","2335","5"
"Rotterdam","27","3","1888","tussentijds","8373","5181","5182","5155","23"
"Sneek","28","3","1888","tussentijds","3901","3318","3318","3306","8"
"Ommen","4","4","1888","tussentijds","2326","2106","2106","2097","5"
"Steenwijk","10","4","1888","tussentijds","2900","2598","2598","2589","6"
"Druten","10","4","1888","tussentijds","2947","1886","1886","1863","18"
"Breda","10","4","1888","tussentijds","3326","2753","2753","2743","9"
"Ede","15","5","1888","tussentijds","2844","2070","2070","2051","15"
"Gouda","15","5","1888","tussentijds","2915","2571","2573","2549","12"
"Maastricht","15","5","1888","tussentijds","2194","1687","1688","1594","87"
"Amersfoort","16","5","1888","tussentijds","2945","1727","1727","1713","11"
"Bergum","18","9","1888","tussentijds","3019","2624","2624","2596","3"
"Lochem","30","10","1888","tussentijds","3242","2929","2930","2910","15"
"Schiedam","20","11","1888","tussentijds","2671","2413","2413","2398","14"
"Eindhoven","21","2","1889","tussentijds","3014","1451","1451","1443","4"
"Dordrecht","26","3","1889","tussentijds","2864","2624","2625","2607","10"
"Nijmegen","21","5","1889","tussentijds","2715","1524","1524","1510","12"
"Roermond","18","6","1889","tussentijds","1770","1535","1536","1510","24"
"Den Haag","29","10","1889","tussentijds","7872","5439","5439","5393","37"
"Goes","18","3","1890","tussentijds","4051","2772","2772","2712","39"
"Delft","22","4","1890","tussentijds","3142","2691","2691","2671","16"
"Meppel","24","6","1890","tussentijds","2720","1036","1036","1016","19"
"Arnhem","29","7","1890","tussentijds","2737","688","688","660","28"
"Utrecht","29","7","1890","tussentijds","4246","1107","1107","1060","46"
"Enkhuizen","28","10","1890","tussentijds","4266","3533","3534","3521","7"
"Zuidhorn","12","2","1891","tussentijds","3241","2388","2387","2374","8"
"Rotterdam","17","2","1891","tussentijds","8311","2717","2717","2690","12"
"Hontenisse","31","3","1891","tussentijds","3426","1193","1193","1105","81"
"Roermond","5","5","1891","tussentijds","1922","1302","1302","1223","76"
"Groningen","9","6","1891","algemeen","6021","3939","3939","7714","150"
"Zuidhorn","9","6","1891","algemeen","3299","2279","2279","2265","10"
"Appingedam","9","6","1891","algemeen","4002","2290","2290","2276","10"
"Winschoten","9","6","1891","algemeen","3076","2240","2240","2232","6"
"Veendam","9","6","1891","algemeen","2919","1619","1619","1605","7"
"Assen","9","6","1891","algemeen","3013","1147","1147","1140","7"
"Emmen","9","6","1891","algemeen","2057","1347","1347","1340","4"
"Leeuwarden","9","6","1891","algemeen","3303","2459","2459","2451","5"
"Harlingen","9","6","1891","algemeen","3367","2903","2903","2887","10"
"Sneek","9","6","1891","algemeen","3750","2749","2749","2736","13"
"Schoterland","9","6","1891","algemeen","2861","2261","2261","2238","18"
"Dokkum","9","6","1891","algemeen","3068","2693","2693","2685","8"
"Bergum","9","6","1891","algemeen","3076","2641","2641","2635","3"
"Wolvega","9","6","1891","algemeen","2684","2093","2093","2091","2"
"Steenwijk","9","6","1891","algemeen","2864","2456","2456","2441","12"
"Meppel","9","6","1891","algemeen","2731","2026","2027","2014","10"
"Zwolle","9","6","1891","algemeen","3222","2764","2764","2744","17"
"Kampen","9","6","1891","algemeen","2653","2380","2380","2362","17"
"Franeker","9","6","1891","algemeen","3691","3086","3087","3075","7"
"Ommen","9","6","1891","algemeen","2419","2056","2056","2050","2"
"Almelo","9","6","1891","algemeen","2360","1967","1967","1957","10"
"Enschede","9","6","1891","algemeen","2347","2181","2181","2160","16"
"Deventer","9","6","1891","algemeen","2953","1864","1864","1853","9"
"Lochem","9","6","1891","algemeen","3474","3297","3297","3282","10"
"Zutphen","9","6","1891","algemeen","3820","3450","3449","3423","19"
"Doetinchem","9","6","1891","algemeen","3825","3492","3492","3465","21"
"Rheden","9","6","1891","algemeen","3066","1780","1781","1657","118"
"Arnhem","9","6","1891","algemeen","2792","2077","2077","2061","13"
"Elst","9","6","1891","algemeen","3158","2868","2870","2855","15"
"Nijmegen","9","6","1891","algemeen","2678","1340","1339","1322","12"
"Druten","9","6","1891","algemeen","2917","1365","1366","1340","21"
"Tiel","9","6","1891","algemeen","2894","2346","2346","2319","25"
"Wijk bij Duurstede","9","6","1891","algemeen","3260","2778","2778","2759","14"
"Ede","9","6","1891","algemeen","2884","2321","2321","2299","19"
"Amersfoort","9","6","1891","algemeen","3059","2156","2156","2152","3"
"Apeldoorn","9","6","1891","algemeen","3007","2322","2322","2303","12"
"Utrecht","9","6","1891","algemeen","4365","3595","3596","3564","25"
"Breukelen","9","6","1891","algemeen","3851","3366","3366","3349","15"
"Hilversum","9","6","1891","algemeen","3830","2571","2571","2553","11"
"Hoorn","9","6","1891","algemeen","4108","2158","2158","2106","42"
"Enkhuizen","9","6","1891","algemeen","4297","3533","3533","3511","9"
"Alkmaar","9","6","1891","algemeen","4783","3422","3423","3405","12"
"Den Helder","9","6","1891","algemeen","3725","1434","1434","1417","16"
"Amsterdam","9","6","1891","algemeen","22531","13411","13410","119264","1246"
"Haarlem","9","6","1891","algemeen","2917","1964","1964","1954","9"
"Beverwijk","9","6","1891","algemeen","3640","2997","2996","2984","3"
"Zaandam","9","6","1891","algemeen","3711","2444","2444","2434","8"
"Haarlemmermeer","9","6","1891","algemeen","3718","2864","2865","2850","7"
"Leiden","9","6","1891","algemeen","2369","1928","1928","1916","7"
"Katwijk","9","6","1891","algemeen","4138","3419","3419","3397","14"
"Gouda","9","6","1891","algemeen","2985","2657","2657","2649","7"
"Bodegraven","9","6","1891","algemeen","3972","3407","3408","3402","6"
"Delft","9","6","1891","algemeen","3205","2744","2744","2713","29"
"Loosduinen","9","6","1891","algemeen","3943","3212","3212","3184","19"
"Schiedam","9","6","1891","algemeen","2783","2320","2320","2282","33"
"Rotterdam","9","6","1891","algemeen","8318","4625","4625","22851","219"
"Brielle","9","6","1891","algemeen","3206","2464","2466","2446","12"
"Den Haag","9","6","1891","algemeen","8314","6369","6369","18861","231"
"Dordrecht","9","6","1891","algemeen","2934","2553","2553","2519","30"
"Ridderkerk","9","6","1891","algemeen","2628","2371","2371","2349","22"
"Gorinchem","9","6","1891","algemeen","3391","2984","2984","2953","23"
"Sliedrecht","9","6","1891","algemeen","3384","2790","2791","2776","12"
"Middelburg","9","6","1891","algemeen","4398","3919","3918","3884","8"
"Oostburg","9","6","1891","algemeen","3210","2772","2773","2727","34"
"Goes","9","6","1891","algemeen","4022","2927","2927","2892","28"
"Hontenisse","9","6","1891","algemeen","3487","2889","2889","2861","19"
"Zierikzee","9","6","1891","algemeen","3443","2877","2877","2852","18"
"Bergen op Zoom","9","6","1891","algemeen","2904","1175","1175","1162","13"
"Breda","9","6","1891","algemeen","3370","1613","1613","1596","13"
"Oosterhout","9","6","1891","algemeen","3510","2510","2511","2495","3"
"Zevenbergen","9","6","1891","algemeen","3112","1772","1772","1760","8"
"Waalwijk","9","6","1891","algemeen","3782","3035","3040","3014","23"
"Tilburg","9","6","1891","algemeen","2651","1195","1196","1187","7"
"Eindhoven","9","6","1891","algemeen","3030","1375","1375","1364","5"
"Helmond","9","6","1891","algemeen","2679","1813","1814","1808","4"
"Maastricht","9","6","1891","algemeen","2406","1115","1115","1073","41"
"Gulpen","9","6","1891","algemeen","1907","933","933","920","8"
