,amco,name,year,Alfabetisme,Onderwijsuitgaven in guldens
696,10134,Oud-Vossemeer,1887,,4028.0
697,10134,Oud-Vossemeer,1888,,4027.0
698,10134,Oud-Vossemeer,1889,,
699,10134,Oud-Vossemeer,1890,,
700,10135,Poederoijen,1869,,1024.0
701,10135,Poederoijen,1870,,1003.0
702,10135,Poederoijen,1887,,2634.0
703,10135,Poederoijen,1888,,2742.0
704,10135,Poederoijen,1889,,
705,10135,Poederoijen,1890,,
706,10136,Ezinge,1869,,2204.0
707,10136,Ezinge,1870,,2696.0
708,10136,Ezinge,1887,,4910.0
709,10136,Ezinge,1888,,5013.0
710,10136,Ezinge,1889,,
711,10136,Ezinge,1890,,
712,10137,Sint Pieter,1869,,648.0
713,10137,Sint Pieter,1870,,662.0
714,10137,Sint Pieter,1887,,1600.0
715,10137,Sint Pieter,1888,,1487.0
716,10137,Sint Pieter,1889,,
717,10137,Sint Pieter,1890,,
718,10138,Herten,1869,,805.0
719,10138,Herten,1870,,916.0
720,10138,Herten,1887,,2043.0
721,10138,Herten,1888,,2187.0
722,10138,Herten,1889,,
723,10138,Herten,1890,,
724,10139,Berkel En Rodenrijs,1869,,1973.0
725,10139,Berkel En Rodenrijs,1870,,1609.0
726,10139,Berkel En Rodenrijs,1887,,2970.0
727,10139,Berkel En Rodenrijs,1888,,3052.0
728,10139,Berkel En Rodenrijs,1889,,
729,10139,Berkel En Rodenrijs,1890,,
730,10140,Utingeradeel,1869,,6293.0
731,10140,Utingeradeel,1870,,6036.0
732,10140,Utingeradeel,1887,,14910.0
733,10140,Utingeradeel,1888,,15388.0
734,10140,Utingeradeel,1889,,
735,10140,Utingeradeel,1890,,
736,10142,Lemsterland,1869,,8128.0
737,10142,Lemsterland,1870,,7603.0
738,10142,Lemsterland,1887,97.0,16829.0
739,10142,Lemsterland,1888,93.0,16446.0
740,10142,Lemsterland,1889,92.0,
741,10142,Lemsterland,1890,94.0,
742,10145,Westbroek,1869,,645.0
743,10145,Westbroek,1870,,729.0
744,10145,Westbroek,1887,,1266.0
745,10145,Westbroek,1888,,1381.0
746,10145,Westbroek,1889,,
747,10145,Westbroek,1890,,
748,10146,Ubach Over Worms,1869,,511.0
749,10146,Ubach Over Worms,1870,,519.0
750,10146,Ubach Over Worms,1887,,2069.0
751,10146,Ubach Over Worms,1888,,5932.0
752,10146,Ubach Over Worms,1889,,
753,10146,Ubach Over Worms,1890,,
754,10147,Hoofdplaat,1869,,1316.0
755,10147,Hoofdplaat,1870,,1509.0
756,10147,Hoofdplaat,1887,,3607.0
757,10147,Hoofdplaat,1888,,3529.0
758,10147,Hoofdplaat,1889,,
759,10147,Hoofdplaat,1890,,
760,10148,Sloten Nh,1869,,7119.0
761,10148,Sloten Nh,1870,,4195.0
762,10148,Sloten Nh,1887,,18878.0
763,10148,Sloten Nh,1888,,19304.0
764,10148,Sloten Nh,1889,,
765,10148,Sloten Nh,1890,,
766,10149,Heesch,1869,,1221.0
767,10149,Heesch,1870,,1340.0
768,10149,Heesch,1887,,2517.0
769,10149,Heesch,1888,,2629.0
770,10149,Heesch,1889,,
771,10149,Heesch,1890,,
772,10151,Ammerzoden,1869,,2400.0
773,10151,Ammerzoden,1870,,2115.0
774,10151,Ammerzoden,1887,,3805.0
775,10151,Ammerzoden,1888,,3783.0
776,10151,Ammerzoden,1889,,
777,10151,Ammerzoden,1890,,
778,10152,Ijsselstein,1869,,2367.0
779,10152,Ijsselstein,1870,,2889.0
780,10152,Ijsselstein,1887,92.0,4422.0
781,10152,Ijsselstein,1888,90.0,26010.0
782,10152,Ijsselstein,1889,86.0,
783,10152,Ijsselstein,1890,90.0,
784,10153,Didam,1869,,1984.0
785,10153,Didam,1870,,1596.0
786,10153,Didam,1887,,2620.0
787,10153,Didam,1888,,2701.0
788,10153,Didam,1889,,
789,10153,Didam,1890,,
790,10154,Breda,1869,,10731.0
791,10154,Breda,1870,,9918.0
792,10154,Breda,1887,79.0,35399.0
793,10154,Breda,1888,76.0,50270.0
794,10154,Breda,1889,87.0,
795,10154,Breda,1890,88.0,
796,10155,Kloetinge,1869,,1152.0
797,10155,Kloetinge,1870,,1348.0
798,10155,Kloetinge,1887,,2703.0
799,10155,Kloetinge,1888,,2662.0
800,10155,Kloetinge,1889,,
801,10155,Kloetinge,1890,,
802,10156,Barradeel,1869,,10767.0
803,10156,Barradeel,1870,,7936.0
804,10156,Barradeel,1887,,15255.0
805,10156,Barradeel,1888,,15182.0
806,10156,Barradeel,1889,,
807,10156,Barradeel,1890,,
808,10157,Aengwirden,1869,,4632.0
809,10157,Aengwirden,1870,,4731.0
810,10157,Aengwirden,1887,,12329.0
811,10157,Aengwirden,1888,,14751.0
812,10157,Aengwirden,1889,,
813,10157,Aengwirden,1890,,
814,10159,Zuid-Scharwoude,1869,,1653.0
815,10159,Zuid-Scharwoude,1870,,1486.0
816,10159,Zuid-Scharwoude,1887,,5147.0
817,10159,Zuid-Scharwoude,1888,,4849.0
818,10159,Zuid-Scharwoude,1889,,
819,10159,Zuid-Scharwoude,1890,,
820,10160,Nigtevecht,1869,,4501.0
821,10160,Nigtevecht,1870,,1679.0
822,10160,Nigtevecht,1887,,1789.0
823,10160,Nigtevecht,1888,,1800.0
824,10160,Nigtevecht,1889,,
825,10160,Nigtevecht,1890,,
826,10162,Reusel,1869,,699.0
827,10162,Reusel,1870,,711.0
828,10162,Reusel,1887,,22.0
829,10162,Reusel,1888,,5.0
830,10162,Reusel,1889,,
831,10162,Reusel,1890,,
832,10164,Wassenaar,1869,,3651.0
833,10164,Wassenaar,1870,,12159.0
834,10164,Wassenaar,1887,,4991.0
835,10164,Wassenaar,1888,,5175.0
836,10164,Wassenaar,1889,,
837,10164,Wassenaar,1890,,
838,10165,Grave,1869,,3663.0
839,10165,Grave,1870,,3668.0
840,10165,Grave,1887,,3252.0
841,10165,Grave,1888,,3142.0
842,10165,Grave,1889,,
843,10165,Grave,1890,,
844,10166,Molenaarsgraaf,1869,,791.0
845,10166,Molenaarsgraaf,1870,,882.0
846,10166,Molenaarsgraaf,1887,,1252.0
847,10166,Molenaarsgraaf,1888,,1671.0
848,10166,Molenaarsgraaf,1889,,
849,10166,Molenaarsgraaf,1890,,
850,10167,Hardinxveld,1869,,3478.0
851,10167,Hardinxveld,1870,,3861.0
852,10167,Hardinxveld,1887,,13923.0
853,10167,Hardinxveld,1888,,12260.0
854,10167,Hardinxveld,1889,,
855,10167,Hardinxveld,1890,,
856,10167,Hardinxveld-Giessendam,1869,,
857,10167,Hardinxveld-Giessendam,1870,,
858,10167,Hardinxveld-Giessendam,1887,,
859,10167,Hardinxveld-Giessendam,1888,,
860,10167,Hardinxveld-Giessendam,1889,,
861,10167,Hardinxveld-Giessendam,1890,,
862,10168,De Bilt,1869,,1940.0
863,10168,De Bilt,1870,,1770.0
864,10168,De Bilt,1887,,5209.0
865,10168,De Bilt,1888,,5389.0
866,10168,De Bilt,1889,,
867,10168,De Bilt,1890,,
868,10169,Brandwijk,1869,,780.0
869,10169,Brandwijk,1870,,800.0
870,10169,Brandwijk,1887,,2159.0
871,10169,Brandwijk,1888,,1816.0
872,10169,Brandwijk,1889,,
873,10169,Brandwijk,1890,,
874,10170,Velp Nb,1869,,514.0
875,10170,Velp Nb,1870,,585.0
876,10170,Velp Nb,1887,,924.0
877,10170,Velp Nb,1888,,948.0
878,10170,Velp Nb,1889,,
879,10170,Velp Nb,1890,,
880,10172,Stratum,1869,,1028.0
881,10172,Stratum,1870,,1077.0
882,10172,Stratum,1887,,2466.0
883,10172,Stratum,1888,,2858.0
884,10172,Stratum,1889,,
885,10172,Stratum,1890,,
886,10173,Beek En Donk,1869,,1058.0
887,10173,Beek En Donk,1870,,3888.0
888,10173,Beek En Donk,1887,,3255.0
889,10173,Beek En Donk,1888,,3292.0
890,10173,Beek En Donk,1889,,
891,10173,Beek En Donk,1890,,
892,10174,Ambt-Hardenberg,1869,,8547.0
893,10174,Ambt-Hardenberg,1870,,6865.0
894,10174,Ambt-Hardenberg,1887,,24882.0
895,10174,Ambt-Hardenberg,1888,,17096.0
896,10174,Ambt-Hardenberg,1889,,
897,10174,Ambt-Hardenberg,1890,,
898,10174,Hardenberg,1869,,
899,10174,Hardenberg,1870,,
900,10174,Hardenberg,1887,,
901,10174,Hardenberg,1888,,
902,10174,Hardenberg,1889,,
903,10174,Hardenberg,1890,,
904,10176,Grubbenvorst,1869,,1122.0
905,10176,Grubbenvorst,1870,,1386.0
906,10176,Grubbenvorst,1887,,2406.0
907,10176,Grubbenvorst,1888,,2351.0
908,10176,Grubbenvorst,1889,,
909,10176,Grubbenvorst,1890,,
910,10177,Nieuwendam,1869,,2001.0
911,10177,Nieuwendam,1870,,2092.0
912,10177,Nieuwendam,1887,,5714.0
913,10177,Nieuwendam,1888,,5753.0
914,10177,Nieuwendam,1889,,
915,10177,Nieuwendam,1890,,
916,10179,Piershil,1869,,1175.0
917,10179,Piershil,1870,,984.0
918,10179,Piershil,1887,,1749.0
919,10179,Piershil,1888,,1777.0
920,10179,Piershil,1889,,
921,10179,Piershil,1890,,
922,10180,Ulrum,1869,,3333.0
923,10180,Ulrum,1870,,3486.0
924,10180,Ulrum,1887,,8864.0
925,10180,Ulrum,1888,,10370.0
926,10180,Ulrum,1889,,
927,10180,Ulrum,1890,,
928,10181,Hensbroek,1869,,739.0
929,10181,Hensbroek,1870,,786.0
930,10181,Hensbroek,1887,,3154.0
931,10181,Hensbroek,1888,,3061.0
932,10181,Hensbroek,1889,,
933,10181,Hensbroek,1890,,
934,10182,Maastricht,1869,,10737.0
935,10182,Maastricht,1870,,11086.0
936,10182,Maastricht,1887,80.0,18507.0
937,10182,Maastricht,1888,90.0,18138.0
938,10182,Maastricht,1889,86.0,
939,10182,Maastricht,1890,89.0,
940,10183,Harmelen,1869,,1953.0
941,10183,Harmelen,1870,,1517.0
942,10183,Harmelen,1887,,2664.0
943,10183,Harmelen,1888,,2695.0
944,10183,Harmelen,1889,,
945,10183,Harmelen,1890,,
946,10184,Elkerzee,1869,,827.0
947,10184,Elkerzee,1870,,830.0
948,10184,Elkerzee,1887,,1764.0
949,10184,Elkerzee,1888,,1717.0
950,10184,Elkerzee,1889,,
951,10184,Elkerzee,1890,,
952,10185,Zegwaart,1869,,1127.0
953,10185,Zegwaart,1870,,1162.0
954,10185,Zegwaart,1887,,1936.0
955,10185,Zegwaart,1888,,1867.0
956,10185,Zegwaart,1889,,
957,10185,Zegwaart,1890,,
958,10186,Havelte,1869,,2611.0
959,10186,Havelte,1870,,4133.0
960,10186,Havelte,1887,,16475.0
961,10186,Havelte,1888,,7115.0
962,10186,Havelte,1889,,
963,10186,Havelte,1890,,
964,10187,Naarden,1869,,2151.0
965,10187,Naarden,1870,,2416.0
966,10187,Naarden,1887,,9852.0
967,10187,Naarden,1888,,9592.0
968,10187,Naarden,1889,,
969,10187,Naarden,1890,,
970,10188,Oudewater,1869,,2279.0
971,10188,Oudewater,1870,,2958.0
972,10188,Oudewater,1887,,6522.0
973,10188,Oudewater,1888,,6122.0
974,10188,Oudewater,1889,,
975,10188,Oudewater,1890,,
976,10189,Schoondijke,1869,,2095.0
977,10189,Schoondijke,1870,,2416.0
978,10189,Schoondijke,1887,,4953.0
979,10189,Schoondijke,1888,,4831.0
980,10189,Schoondijke,1889,,
981,10189,Schoondijke,1890,,
982,10190,Ittervoort,1869,,65.0
983,10190,Ittervoort,1870,,50.0
984,10190,Ittervoort,1887,,100.0
985,10190,Ittervoort,1888,,170.0
986,10190,Ittervoort,1889,,
987,10190,Ittervoort,1890,,
988,10191,Maarssen,1869,,1474.0
989,10191,Maarssen,1870,,23779.0
990,10191,Maarssen,1887,,3654.0
991,10191,Maarssen,1888,,4566.0
992,10191,Maarssen,1889,,
993,10191,Maarssen,1890,,
994,10192,Spaarndam,1869,,828.0
995,10192,Spaarndam,1870,,13021.0
996,10192,Spaarndam,1887,,2508.0
997,10192,Spaarndam,1888,,2439.0
998,10192,Spaarndam,1889,,
999,10192,Spaarndam,1890,,
1000,10193,Giessen,1869,,531.0
1001,10193,Giessen,1870,,546.0
1002,10193,Giessen,1887,,912.0
1003,10193,Giessen,1888,,897.0
1004,10193,Giessen,1889,,
1005,10193,Giessen,1890,,
1006,10194,Wilsum O,1869,,746.0
1007,10194,Wilsum O,1870,,861.0
1008,10194,Wilsum O,1887,,1797.0
1009,10194,Wilsum O,1888,,1547.0
1010,10194,Wilsum O,1889,,
1011,10194,Wilsum O,1890,,
1012,10195,Beesel,1869,,1356.0
1013,10195,Beesel,1870,,1330.0
1014,10195,Beesel,1887,,2727.0
1015,10195,Beesel,1888,,2863.0
1016,10195,Beesel,1889,,
1017,10195,Beesel,1890,,
1018,10196,Melick En Herkenbosch,1869,,969.0
1019,10196,Melick En Herkenbosch,1870,,995.0
1020,10196,Melick En Herkenbosch,1887,,2519.0
1021,10196,Melick En Herkenbosch,1888,,2676.0
1022,10196,Melick En Herkenbosch,1889,,
1023,10196,Melick En Herkenbosch,1890,,
1024,10197,Lisse,1869,,1773.0
1025,10197,Lisse,1870,,1817.0
1026,10197,Lisse,1887,,3261.0
1027,10197,Lisse,1888,,2844.0
1028,10197,Lisse,1889,,
1029,10197,Lisse,1890,,
1030,10198,Dokkum,1869,,6580.0
1031,10198,Dokkum,1870,,8642.0
1032,10198,Dokkum,1887,93.0,13147.0
1033,10198,Dokkum,1888,93.0,12216.0
1034,10198,Dokkum,1889,91.0,
1035,10198,Dokkum,1890,96.0,
1036,10198,Dongeradeel,1869,,
1037,10198,Dongeradeel,1870,,
1038,10198,Dongeradeel,1887,,
1039,10198,Dongeradeel,1888,,
1040,10198,Dongeradeel,1889,,
1041,10198,Dongeradeel,1890,,
1042,10199,Achtkarspelen,1869,,10664.0
1043,10199,Achtkarspelen,1870,,10436.0
1044,10199,Achtkarspelen,1887,,20841.0
1045,10199,Achtkarspelen,1888,,22140.0
1046,10199,Achtkarspelen,1889,,
1047,10199,Achtkarspelen,1890,,
1048,10201,Wadenoijen,1869,,1308.0
1049,10201,Wadenoijen,1870,,9247.0
1050,10201,Wadenoijen,1887,,3303.0
1051,10201,Wadenoijen,1888,,3693.0
1052,10201,Wadenoijen,1889,,
1053,10201,Wadenoijen,1890,,
1054,10202,Arcen En Velden,1869,,1795.0
1055,10202,Arcen En Velden,1870,,1803.0
1056,10202,Arcen En Velden,1887,,4884.0
1057,10202,Arcen En Velden,1888,,4255.0
1058,10202,Arcen En Velden,1889,,
1059,10202,Arcen En Velden,1890,,
1060,10203,Someren,1869,,1657.0
1061,10203,Someren,1870,,1507.0
1062,10203,Someren,1887,,3160.0
1063,10203,Someren,1888,,3350.0
1064,10203,Someren,1889,,
1065,10203,Someren,1890,,
1066,10204,Warmond,1869,,1640.0
1067,10204,Warmond,1870,,1765.0
1068,10204,Warmond,1887,,2437.0
1069,10204,Warmond,1888,,2683.0
1070,10204,Warmond,1889,,
1071,10204,Warmond,1890,,
1072,10205,Helden,1869,,1834.0
1073,10205,Helden,1870,,1886.0
1074,10205,Helden,1887,,4438.0
1075,10205,Helden,1888,,11791.0
1076,10205,Helden,1889,,
1077,10205,Helden,1890,,
1078,10206,Fijnaart En Heijningen,1869,,2976.0
1079,10206,Fijnaart En Heijningen,1870,,2134.0
1080,10206,Fijnaart En Heijningen,1887,,3124.0
1081,10206,Fijnaart En Heijningen,1888,,3339.0
1082,10206,Fijnaart En Heijningen,1889,,
1083,10206,Fijnaart En Heijningen,1890,,
1084,10208,Loenersloot,1869,,270.0
1085,10208,Loenersloot,1870,,270.0
1086,10208,Loenersloot,1887,,835.0
1087,10208,Loenersloot,1888,,773.0
1088,10208,Loenersloot,1889,,
1089,10208,Loenersloot,1890,,
1090,10209,Deursen En Dennenburg,1869,,480.0
1091,10209,Deursen En Dennenburg,1870,,472.0
1092,10209,Deursen En Dennenburg,1887,,874.0
1093,10209,Deursen En Dennenburg,1888,,898.0
1094,10209,Deursen En Dennenburg,1889,,
1095,10209,Deursen En Dennenburg,1890,,
1096,10211,Vlieland,1869,,1342.0
1097,10211,Vlieland,1870,,1380.0
1098,10211,Vlieland,1887,,4258.0
1099,10211,Vlieland,1888,,4189.0
1100,10211,Vlieland,1889,,
1101,10211,Vlieland,1890,,
1102,10212,Finsterwolde,1869,,2388.0
1103,10212,Finsterwolde,1870,,2356.0
1104,10212,Finsterwolde,1887,,11800.0
1105,10212,Finsterwolde,1888,,10834.0
1106,10212,Finsterwolde,1889,,
1107,10212,Finsterwolde,1890,,
1108,10213,Doorn,1869,,1876.0
1109,10213,Doorn,1870,,1932.0
1110,10213,Doorn,1887,,3384.0
1111,10213,Doorn,1888,,3492.0
1112,10213,Doorn,1889,,
1113,10213,Doorn,1890,,
1114,10214,Schoonrewoerd,1869,,1298.0
1115,10214,Schoonrewoerd,1870,,1217.0
1116,10214,Schoonrewoerd,1887,,2671.0
1117,10214,Schoonrewoerd,1888,,2576.0
1118,10214,Schoonrewoerd,1889,,
1119,10214,Schoonrewoerd,1890,,
1120,10215,Mierlo,1869,,1035.0
1121,10215,Mierlo,1870,,1510.0
1122,10215,Mierlo,1887,,2719.0
1123,10215,Mierlo,1888,,2891.0
1124,10215,Mierlo,1889,,
1125,10215,Mierlo,1890,,
1126,10216,Meeuwen,1869,,1245.0
1127,10216,Meeuwen,1870,,1217.0
1128,10216,Meeuwen,1887,,2074.0
1129,10216,Meeuwen,1888,,2143.0
1130,10216,Meeuwen,1889,,
1131,10216,Meeuwen,1890,,
1132,10217,Hekendorp,1869,,876.0
1133,10217,Hekendorp,1870,,887.0
1134,10217,Hekendorp,1887,,3074.0
1135,10217,Hekendorp,1888,,2841.0
1136,10217,Hekendorp,1889,,
1137,10217,Hekendorp,1890,,
1138,10218,Zwaag,1869,,11597.0
1139,10218,Zwaag,1870,,1657.0
1140,10218,Zwaag,1887,,2369.0
1141,10218,Zwaag,1888,,2373.0
1142,10218,Zwaag,1889,,
1143,10218,Zwaag,1890,,
1144,10219,Budel,1869,,1128.0
1145,10219,Budel,1870,,1131.0
1146,10219,Budel,1887,,2558.0
1147,10219,Budel,1888,,2464.0
1148,10219,Budel,1889,,
1149,10219,Budel,1890,,
1150,10220,"Oost-, West- En Middelbeers",1869,,1864.0
1151,10220,"Oost-, West- En Middelbeers",1870,,1582.0
1152,10220,"Oost-, West- En Middelbeers",1887,,2616.0
1153,10220,"Oost-, West- En Middelbeers",1888,,2644.0
1154,10220,"Oost-, West- En Middelbeers",1889,,
1155,10220,"Oost-, West- En Middelbeers",1890,,
1156,10221,Warmenhuizen,1869,,1995.0
1157,10221,Warmenhuizen,1870,,2096.0
1158,10221,Warmenhuizen,1887,,5764.0
1159,10221,Warmenhuizen,1888,,5709.0
1160,10221,Warmenhuizen,1889,,
1161,10221,Warmenhuizen,1890,,
1162,10222,Binnenmaas,1869,,
1163,10222,Binnenmaas,1870,,
1164,10222,Binnenmaas,1887,,
1165,10222,Binnenmaas,1888,,
1166,10222,Binnenmaas,1889,,
1167,10222,Binnenmaas,1890,,
1168,10222,Puttershoek,1869,,2331.0
1169,10222,Puttershoek,1870,,2252.0
1170,10222,Puttershoek,1887,,4561.0
1171,10222,Puttershoek,1888,,4790.0
1172,10222,Puttershoek,1889,,
1173,10222,Puttershoek,1890,,
1174,10224,Grafhorst,1869,,723.0
1175,10224,Grafhorst,1870,,736.0
1176,10224,Grafhorst,1887,,1418.0
1177,10224,Grafhorst,1888,,1567.0
1178,10224,Grafhorst,1889,,
1179,10224,Grafhorst,1890,,
1180,10225,Oirschot,1869,,2566.0
1181,10225,Oirschot,1870,,2567.0
1182,10225,Oirschot,1887,80.0,4975.0
1183,10225,Oirschot,1888,82.0,5029.0
1184,10225,Oirschot,1889,87.0,
1185,10225,Oirschot,1890,83.0,
1186,10227,Hillegersberg,1869,,2233.0
1187,10227,Hillegersberg,1870,,2106.0
1188,10227,Hillegersberg,1887,,6575.0
1189,10227,Hillegersberg,1888,,6123.0
1190,10227,Hillegersberg,1889,,
1191,10227,Hillegersberg,1890,,
1192,10230,Houten,1869,,1174.0
1193,10230,Houten,1870,,1262.0
1194,10230,Houten,1887,,2523.0
1195,10230,Houten,1888,,2550.0
1196,10230,Houten,1889,,
1197,10230,Houten,1890,,
1198,10232,Brielle,1869,,7610.0
1199,10232,Brielle,1870,,8389.0
1200,10232,Brielle,1887,,16212.0
1201,10232,Brielle,1888,,16363.0
1202,10232,Brielle,1889,,
1203,10232,Brielle,1890,,
1204,10233,Breskens,1869,,1923.0
1205,10233,Breskens,1870,,1848.0
1206,10233,Breskens,1887,,3949.0
1207,10233,Breskens,1888,,4032.0
1208,10233,Breskens,1889,,
1209,10233,Breskens,1890,,
1210,10235,Sint Kruis,1869,,758.0
1211,10235,Sint Kruis,1870,,841.0
1212,10235,Sint Kruis,1887,,1735.0
1213,10235,Sint Kruis,1888,,1615.0
1214,10235,Sint Kruis,1889,,
1215,10235,Sint Kruis,1890,,
1216,10236,Domburg,1869,,959.0
1217,10236,Domburg,1870,,926.0
1218,10236,Domburg,1887,,2399.0
1219,10236,Domburg,1888,,1587.0
1220,10236,Domburg,1889,,
1221,10236,Domburg,1890,,
1222,10237,Texel,1869,,8624.0
1223,10237,Texel,1870,,12137.0
1224,10237,Texel,1887,96.0,22142.0
1225,10237,Texel,1888,97.0,22816.0
1226,10237,Texel,1889,100.0,
1227,10237,Texel,1890,100.0,
1228,10238,Waardenburg,1869,,793.0
1229,10238,Waardenburg,1870,,785.0
1230,10238,Waardenburg,1887,,2480.0
1231,10238,Waardenburg,1888,,2458.0
1232,10238,Waardenburg,1889,,
1233,10238,Waardenburg,1890,,
1234,10240,Stavoren,1869,,708.0
1235,10240,Stavoren,1870,,771.0
1236,10240,Stavoren,1887,,5213.0
1237,10240,Stavoren,1888,,3010.0
1238,10240,Stavoren,1889,,
1239,10240,Stavoren,1890,,
1240,10241,De Lier,1869,,1154.0
1241,10241,De Lier,1870,,1224.0
1242,10241,De Lier,1887,,2648.0
1243,10241,De Lier,1888,,2747.0
1244,10241,De Lier,1889,,
1245,10241,De Lier,1890,,
1246,10242,Lichtenvoorde,1869,,2098.0
1247,10242,Lichtenvoorde,1870,,2092.0
1248,10242,Lichtenvoorde,1887,,19511.0
1249,10242,Lichtenvoorde,1888,,19326.0
1250,10242,Lichtenvoorde,1889,,
1251,10242,Lichtenvoorde,1890,,
1252,10243,Wissenkerke,1869,,3008.0
1253,10243,Wissenkerke,1870,,2774.0
1254,10243,Wissenkerke,1887,,6023.0
1255,10243,Wissenkerke,1888,,6296.0
1256,10243,Wissenkerke,1889,,
1257,10243,Wissenkerke,1890,,
1258,10244,Grijpskerk,1869,,4461.0
1259,10244,Grijpskerk,1870,,5069.0
1260,10244,Grijpskerk,1887,,11484.0
1261,10244,Grijpskerk,1888,,10786.0
1262,10244,Grijpskerk,1889,,
1263,10244,Grijpskerk,1890,,
1264,10245,Denekamp,1869,,3997.0
1265,10245,Denekamp,1870,,3676.0
1266,10245,Denekamp,1887,,11813.0
1267,10245,Denekamp,1888,,7814.0
1268,10245,Denekamp,1889,,
1269,10245,Denekamp,1890,,
1270,10246,Hefshuizen,1869,,
1271,10246,Hefshuizen,1870,,
1272,10246,Hefshuizen,1887,,
1273,10246,Hefshuizen,1888,,
1274,10246,Hefshuizen,1889,,
1275,10246,Hefshuizen,1890,,
1276,10246,Uithuizermeeden,1869,,3986.0
1277,10246,Uithuizermeeden,1870,,3929.0
1278,10246,Uithuizermeeden,1887,,8087.0
1279,10246,Uithuizermeeden,1888,,8364.0
1280,10246,Uithuizermeeden,1889,,
1281,10246,Uithuizermeeden,1890,,
1282,10247,Wedde,1869,,2052.0
1283,10247,Wedde,1870,,2316.0
1284,10247,Wedde,1887,,6544.0
1285,10247,Wedde,1888,,6468.0
1286,10247,Wedde,1889,,
1287,10247,Wedde,1890,,
1288,10248,Eemnes,1869,,2117.0
1289,10248,Eemnes,1870,,2320.0
1290,10248,Eemnes,1887,,1927.0
1291,10248,Eemnes,1888,,1904.0
1292,10248,Eemnes,1889,,
1293,10248,Eemnes,1890,,
1294,10250,Kortgene,1869,,1245.0
1295,10250,Kortgene,1870,,1233.0
1296,10250,Kortgene,1887,,3317.0
1297,10250,Kortgene,1888,,3101.0
1298,10250,Kortgene,1889,,
1299,10250,Kortgene,1890,,
1300,10252,Beugen En Rijkevoort,1869,,2593.0
1301,10252,Beugen En Rijkevoort,1870,,5865.0
1302,10252,Beugen En Rijkevoort,1887,,3112.0
1303,10252,Beugen En Rijkevoort,1888,,3029.0
1304,10252,Beugen En Rijkevoort,1889,,
1305,10252,Beugen En Rijkevoort,1890,,
1306,10253,Kampen,1869,,23951.0
1307,10253,Kampen,1870,,37016.0
1308,10253,Kampen,1887,88.0,70366.0
1309,10253,Kampen,1888,94.0,69197.0
1310,10253,Kampen,1889,93.0,
1311,10253,Kampen,1890,93.0,
1312,10254,Zutphen,1869,,13682.0
1313,10254,Zutphen,1870,,14195.0
1314,10254,Zutphen,1887,96.0,54625.0
1315,10254,Zutphen,1888,99.0,57008.0
1316,10254,Zutphen,1889,89.0,
1317,10254,Zutphen,1890,93.0,
1318,10255,Giessen-Nieuwkerk,1869,,997.0
1319,10255,Giessen-Nieuwkerk,1870,,873.0
1320,10255,Giessen-Nieuwkerk,1887,,1738.0
1321,10255,Giessen-Nieuwkerk,1888,,1648.0
1322,10255,Giessen-Nieuwkerk,1889,,
1323,10255,Giessen-Nieuwkerk,1890,,
1324,10255,Giessenburg,1869,,
1325,10255,Giessenburg,1870,,
1326,10255,Giessenburg,1887,,
1327,10255,Giessenburg,1888,,
1328,10255,Giessenburg,1889,,
1329,10255,Giessenburg,1890,,
1330,10255,Giessenlanden,1869,,
1331,10255,Giessenlanden,1870,,
1332,10255,Giessenlanden,1887,,
1333,10255,Giessenlanden,1888,,
1334,10255,Giessenlanden,1889,,
1335,10255,Giessenlanden,1890,,
1336,10256,Jabeek,1869,,469.0
1337,10256,Jabeek,1870,,522.0
1338,10256,Jabeek,1887,,863.0
1339,10256,Jabeek,1888,,841.0
1340,10256,Jabeek,1889,,
1341,10256,Jabeek,1890,,
1342,10257,Biervliet,1869,,2162.0
1343,10257,Biervliet,1870,,2421.0
1344,10257,Biervliet,1887,,5919.0
1345,10257,Biervliet,1888,,5726.0
1346,10257,Biervliet,1889,,
1347,10257,Biervliet,1890,,
1348,10258,Made En Drimmelen,1869,,1923.0
1349,10258,Made En Drimmelen,1870,,2224.0
1350,10258,Made En Drimmelen,1887,,4220.0
1351,10258,Made En Drimmelen,1888,,4683.0
1352,10258,Made En Drimmelen,1889,,
1353,10258,Made En Drimmelen,1890,,
1354,10259,Beesd,1869,,2187.0
1355,10259,Beesd,1870,,2273.0
1356,10259,Beesd,1887,,5107.0
1357,10259,Beesd,1888,,5001.0
1358,10259,Beesd,1889,,
1359,10259,Beesd,1890,,
1360,10260,Gendringen,1869,,3934.0
1361,10260,Gendringen,1870,,10437.0
1362,10260,Gendringen,1887,,11199.0
1363,10260,Gendringen,1888,,11135.0
1364,10260,Gendringen,1889,,
1365,10260,Gendringen,1890,,
1366,10261,Dussen,1869,,2226.0
1367,10261,Dussen,1870,,2459.0
1368,10261,Dussen,1887,,3702.0
1369,10261,Dussen,1888,,3619.0
1370,10261,Dussen,1889,,
1371,10261,Dussen,1890,,
1372,10262,Zuidwolde,1869,,2557.0
1373,10262,Zuidwolde,1870,,2616.0
1374,10262,Zuidwolde,1887,,7834.0
1375,10262,Zuidwolde,1888,,7325.0
1376,10262,Zuidwolde,1889,,
1377,10262,Zuidwolde,1890,,
1378,10263,Wijngaarden,1869,,636.0
1379,10263,Wijngaarden,1870,,641.0
1380,10263,Wijngaarden,1887,,1170.0
1381,10263,Wijngaarden,1888,,1418.0
