,amco,name,year,Alfabetisme,Onderwijsuitgaven in guldens
3369,10684,Rozendaal,1888,,1725.0
3370,10684,Rozendaal,1889,,
3371,10684,Rozendaal,1890,,
3372,10685,Leerdam,1869,,3131.0
3373,10685,Leerdam,1870,,3107.0
3374,10685,Leerdam,1887,,8030.0
3375,10685,Leerdam,1888,,8751.0
3376,10685,Leerdam,1889,,
3377,10685,Leerdam,1890,,
3378,10688,Ijzendijke,1869,,1962.0
3379,10688,Ijzendijke,1870,,1842.0
3380,10688,Ijzendijke,1887,,5875.0
3381,10688,Ijzendijke,1888,,8779.0
3382,10688,Ijzendijke,1889,,
3383,10688,Ijzendijke,1890,,
3384,10689,Blokzijl,1869,,1739.0
3385,10689,Blokzijl,1870,,2001.0
3386,10689,Blokzijl,1887,,3683.0
3387,10689,Blokzijl,1888,,3718.0
3388,10689,Blokzijl,1889,,
3389,10689,Blokzijl,1890,,
3390,10690,Dinther,1869,,1070.0
3391,10690,Dinther,1870,,1717.0
3392,10690,Dinther,1887,,2284.0
3393,10690,Dinther,1888,,2147.0
3394,10690,Dinther,1889,,
3395,10690,Dinther,1890,,
3396,10690,Heeswijk Dinther,1869,,
3397,10690,Heeswijk Dinther,1870,,
3398,10690,Heeswijk Dinther,1887,,
3399,10690,Heeswijk Dinther,1888,,
3400,10690,Heeswijk Dinther,1889,,
3401,10690,Heeswijk Dinther,1890,,
3402,10691,Maartensdijk,1869,,2915.0
3403,10691,Maartensdijk,1870,,2749.0
3404,10691,Maartensdijk,1887,,4686.0
3405,10691,Maartensdijk,1888,,4578.0
3406,10691,Maartensdijk,1889,,
3407,10691,Maartensdijk,1890,,
3408,10694,Tubbergen,1869,,4835.0
3409,10694,Tubbergen,1870,,7771.0
3410,10694,Tubbergen,1887,,21602.0
3411,10694,Tubbergen,1888,,11779.0
3412,10694,Tubbergen,1889,,
3413,10694,Tubbergen,1890,,
3414,10695,Westmaas,1869,,947.0
3415,10695,Westmaas,1870,,1286.0
3416,10695,Westmaas,1887,,1889.0
3417,10695,Westmaas,1888,,1883.0
3418,10695,Westmaas,1889,,
3419,10695,Westmaas,1890,,
3420,10696,Ursem,1869,,1752.0
3421,10696,Ursem,1870,,1747.0
3422,10696,Ursem,1887,,3430.0
3423,10696,Ursem,1888,,4012.0
3424,10696,Ursem,1889,,
3425,10696,Ursem,1890,,
3426,10699,Roden,1869,,2020.0
3427,10699,Roden,1870,,1922.0
3428,10699,Roden,1887,,6186.0
3429,10699,Roden,1888,,5298.0
3430,10699,Roden,1889,,
3431,10699,Roden,1890,,
3432,10700,Urmond,1869,,460.0
3433,10700,Urmond,1870,,439.0
3434,10700,Urmond,1887,,1254.0
3435,10700,Urmond,1888,,1174.0
3436,10700,Urmond,1889,,
3437,10700,Urmond,1890,,
3438,10701,Haamstede,1869,,1414.0
3439,10701,Haamstede,1870,,1482.0
3440,10701,Haamstede,1887,,2494.0
3441,10701,Haamstede,1888,,2366.0
3442,10701,Haamstede,1889,,
3443,10701,Haamstede,1890,,
3444,10701,Westerschouwen,1869,,
3445,10701,Westerschouwen,1870,,
3446,10701,Westerschouwen,1887,,
3447,10701,Westerschouwen,1888,,
3448,10701,Westerschouwen,1889,,
3449,10701,Westerschouwen,1890,,
3450,10702,Leiden,1869,,76695.0
3451,10702,Leiden,1870,,77302.0
3452,10702,Leiden,1887,95.0,184160.0
3453,10702,Leiden,1888,96.0,231845.0
3454,10702,Leiden,1889,95.0,
3455,10702,Leiden,1890,94.0,
3456,10703,Zwartewaal,1869,,1388.0
3457,10703,Zwartewaal,1870,,1443.0
3458,10703,Zwartewaal,1887,,3436.0
3459,10703,Zwartewaal,1888,,3404.0
3460,10703,Zwartewaal,1889,,
3461,10703,Zwartewaal,1890,,
3462,10704,Terneuzen,1869,,4177.0
3463,10704,Terneuzen,1870,,3560.0
3464,10704,Terneuzen,1887,,15677.0
3465,10704,Terneuzen,1888,,15133.0
3466,10704,Terneuzen,1889,,
3467,10704,Terneuzen,1890,,
3468,10705,Gassel,1869,,993.0
3469,10705,Gassel,1870,,718.0
3470,10705,Gassel,1887,,1438.0
3471,10705,Gassel,1888,,1409.0
3472,10705,Gassel,1889,,
3473,10705,Gassel,1890,,
3474,10706,Tienhoven,1869,,256.0
3475,10706,Tienhoven,1870,,279.0
3476,10706,Tienhoven,1887,,602.0
3477,10706,Tienhoven,1888,,597.0
3478,10706,Tienhoven,1889,,
3479,10706,Tienhoven,1890,,
3480,10707,Katwijk,1869,,5171.0
3481,10707,Katwijk,1870,,16238.0
3482,10707,Katwijk,1887,,14764.0
3483,10707,Katwijk,1888,,14375.0
3484,10707,Katwijk,1889,,
3485,10707,Katwijk,1890,,
3486,10708,Giethoorn,1869,,1555.0
3487,10708,Giethoorn,1870,,1691.0
3488,10708,Giethoorn,1887,,4487.0
3489,10708,Giethoorn,1888,,4336.0
3490,10708,Giethoorn,1889,,
3491,10708,Giethoorn,1890,,
3492,10709,Esch,1869,,665.0
3493,10709,Esch,1870,,666.0
3494,10709,Esch,1887,,1677.0
3495,10709,Esch,1888,,1413.0
3496,10709,Esch,1889,,
3497,10709,Esch,1890,,
3498,10710,Alphen En Riel,1869,,1401.0
3499,10710,Alphen En Riel,1870,,1376.0
3500,10710,Alphen En Riel,1887,,2747.0
3501,10710,Alphen En Riel,1888,,2981.0
3502,10710,Alphen En Riel,1889,,
3503,10710,Alphen En Riel,1890,,
3504,10711,Scheemda,1869,,5227.0
3505,10711,Scheemda,1870,,5536.0
3506,10711,Scheemda,1887,,16389.0
3507,10711,Scheemda,1888,,16450.0
3508,10711,Scheemda,1889,,
3509,10711,Scheemda,1890,,
3510,10712,Abcoude,1869,,
3511,10712,Abcoude,1870,,
3512,10712,Abcoude,1887,,
3513,10712,Abcoude,1888,,
3514,10712,Abcoude,1889,,
3515,10712,Abcoude,1890,,
3516,10712,Abcoude-Proostdij,1869,,2050.0
3517,10712,Abcoude-Proostdij,1870,,2098.0
3518,10712,Abcoude-Proostdij,1887,,3675.0
3519,10712,Abcoude-Proostdij,1888,,3866.0
3520,10712,Abcoude-Proostdij,1889,,
3521,10712,Abcoude-Proostdij,1890,,
3522,10713,Veldhuizen,1869,,200.0
3523,10713,Veldhuizen,1870,,200.0
3524,10713,Veldhuizen,1887,,368.0
3525,10713,Veldhuizen,1888,,370.0
3526,10713,Veldhuizen,1889,,
3527,10713,Veldhuizen,1890,,
3528,10714,Oostflakkee,1869,,
3529,10714,Oostflakkee,1870,,
3530,10714,Oostflakkee,1887,,
3531,10714,Oostflakkee,1888,,
3532,10714,Oostflakkee,1889,,
3533,10714,Oostflakkee,1890,,
3534,10714,Oude-Tonge,1869,,2521.0
3535,10714,Oude-Tonge,1870,,2316.0
3536,10714,Oude-Tonge,1887,,5898.0
3537,10714,Oude-Tonge,1888,,5956.0
3538,10714,Oude-Tonge,1889,,
3539,10714,Oude-Tonge,1890,,
3540,10715,Nederhorst Den Berg,1869,,1072.0
3541,10715,Nederhorst Den Berg,1870,,1066.0
3542,10715,Nederhorst Den Berg,1887,,1172.0
3543,10715,Nederhorst Den Berg,1888,,1509.0
3544,10715,Nederhorst Den Berg,1889,,
3545,10715,Nederhorst Den Berg,1890,,
3546,10716,Sint-Maartensdijk,1869,,2420.0
3547,10716,Sint-Maartensdijk,1870,,2478.0
3548,10716,Sint-Maartensdijk,1887,,5036.0
3549,10716,Sint-Maartensdijk,1888,,5010.0
3550,10716,Sint-Maartensdijk,1889,,
3551,10716,Sint-Maartensdijk,1890,,
3552,10720,Oostkapelle,1869,,1186.0
3553,10720,Oostkapelle,1870,,3571.0
3554,10720,Oostkapelle,1887,,2562.0
3555,10720,Oostkapelle,1888,,2663.0
3556,10720,Oostkapelle,1889,,
3557,10720,Oostkapelle,1890,,
3558,10721,'S-Heerenhoek,1869,,619.0
3559,10721,'S-Heerenhoek,1870,,668.0
3560,10721,'S-Heerenhoek,1887,,1177.0
3561,10721,'S-Heerenhoek,1888,,985.0
3562,10721,'S-Heerenhoek,1889,,
3563,10721,'S-Heerenhoek,1890,,
3564,10722,Utrecht,1869,,31802.0
3565,10722,Utrecht,1870,,31412.0
3566,10722,Utrecht,1887,93.0,191865.0
3567,10722,Utrecht,1888,93.0,201193.0
3568,10722,Utrecht,1889,93.0,
3569,10722,Utrecht,1890,94.0,
3570,10723,Wijchen,1869,,1810.0
3571,10723,Wijchen,1870,,2221.0
3572,10723,Wijchen,1887,,5527.0
3573,10723,Wijchen,1888,,5938.0
3574,10723,Wijchen,1889,,
3575,10723,Wijchen,1890,,
3576,10728,Nieuwkoop,1869,,1706.0
3577,10728,Nieuwkoop,1870,,2017.0
3578,10728,Nieuwkoop,1887,,3968.0
3579,10728,Nieuwkoop,1888,,3674.0
3580,10728,Nieuwkoop,1889,,
3581,10728,Nieuwkoop,1890,,
3582,10729,Enkhuizen,1869,,8736.0
3583,10729,Enkhuizen,1870,,10010.0
3584,10729,Enkhuizen,1887,,17383.0
3585,10729,Enkhuizen,1888,,17080.0
3586,10729,Enkhuizen,1889,,
3587,10729,Enkhuizen,1890,,
3588,10730,Overslag,1869,,482.0
3589,10730,Overslag,1870,,480.0
3590,10730,Overslag,1887,,947.0
3591,10730,Overslag,1888,,968.0
3592,10730,Overslag,1889,,
3593,10730,Overslag,1890,,
3594,10731,Steenbergen,1869,,5641.0
3595,10731,Steenbergen,1870,,5508.0
3596,10731,Steenbergen,1887,,12916.0
3597,10731,Steenbergen,1888,,12890.0
3598,10731,Steenbergen,1889,,
3599,10731,Steenbergen,1890,,
3600,10732,Ermelo,1869,,5128.0
3601,10732,Ermelo,1870,,4828.0
3602,10732,Ermelo,1887,,8740.0
3603,10732,Ermelo,1888,,8747.0
3604,10732,Ermelo,1889,,
3605,10732,Ermelo,1890,,
3606,10733,Berghem,1869,,1093.0
3607,10733,Berghem,1870,,1052.0
3608,10733,Berghem,1887,,1942.0
3609,10733,Berghem,1888,,2031.0
3610,10733,Berghem,1889,,
3611,10733,Berghem,1890,,
3612,10734,Bennebroek,1869,,1241.0
3613,10734,Bennebroek,1870,,1376.0
3614,10734,Bennebroek,1887,,3409.0
3615,10734,Bennebroek,1888,,2436.0
3616,10734,Bennebroek,1889,,
3617,10734,Bennebroek,1890,,
3618,10735,Spijkenisse,1869,,2268.0
3619,10735,Spijkenisse,1870,,2288.0
3620,10735,Spijkenisse,1887,,4213.0
3621,10735,Spijkenisse,1888,,4004.0
3622,10735,Spijkenisse,1889,,
3623,10735,Spijkenisse,1890,,
3624,10736,Nunhem L,1869,,135.0
3625,10736,Nunhem L,1870,,131.0
3626,10736,Nunhem L,1887,,252.0
3627,10736,Nunhem L,1888,,257.0
3628,10736,Nunhem L,1889,,
3629,10736,Nunhem L,1890,,
3630,10737,Haarzuilens,1869,,500.0
3631,10737,Haarzuilens,1870,,500.0
3632,10737,Haarzuilens,1887,,387.0
3633,10737,Haarzuilens,1888,,392.0
3634,10737,Haarzuilens,1889,,
3635,10737,Haarzuilens,1890,,
3636,10740,Sint Maarten,1869,,4994.0
3637,10740,Sint Maarten,1870,,2199.0
3638,10740,Sint Maarten,1887,,4502.0
3639,10740,Sint Maarten,1888,,4872.0
3640,10740,Sint Maarten,1889,,
3641,10740,Sint Maarten,1890,,
3642,10741,Eersel,1869,,899.0
3643,10741,Eersel,1870,,832.0
3644,10741,Eersel,1887,,1580.0
3645,10741,Eersel,1888,,1507.0
3646,10741,Eersel,1889,,
3647,10741,Eersel,1890,,
3648,10742,Leidschendam,1869,,
3649,10742,Leidschendam,1870,,
3650,10742,Leidschendam,1887,,
3651,10742,Leidschendam,1888,,
3652,10742,Leidschendam,1889,,
3653,10742,Leidschendam,1890,,
3654,10742,Stompwijk,1869,,3766.0
3655,10742,Stompwijk,1870,,3537.0
3656,10742,Stompwijk,1887,,8417.0
3657,10742,Stompwijk,1888,,7069.0
3658,10742,Stompwijk,1889,,
3659,10742,Stompwijk,1890,,
3660,10743,Ede,1869,,7180.0
3661,10743,Ede,1870,,7776.0
3662,10743,Ede,1887,,19214.0
3663,10743,Ede,1888,,18407.0
3664,10743,Ede,1889,,
3665,10743,Ede,1890,,
3666,10744,Bemmel,1869,,3690.0
3667,10744,Bemmel,1870,,3422.0
3668,10744,Bemmel,1887,,7454.0
3669,10744,Bemmel,1888,,7381.0
3670,10744,Bemmel,1889,,
3671,10744,Bemmel,1890,,
3672,10746,Genemuiden,1869,,3804.0
3673,10746,Genemuiden,1870,,4054.0
3674,10746,Genemuiden,1887,,8893.0
3675,10746,Genemuiden,1888,,8656.0
3676,10746,Genemuiden,1889,,
3677,10746,Genemuiden,1890,,
3678,10747,Slochteren,1869,,7525.0
3679,10747,Slochteren,1870,,7719.0
3680,10747,Slochteren,1887,,23024.0
3681,10747,Slochteren,1888,,25325.0
3682,10747,Slochteren,1889,,
3683,10747,Slochteren,1890,,
3684,10748,Nieuwpoort,1869,,901.0
3685,10748,Nieuwpoort,1870,,1102.0
3686,10748,Nieuwpoort,1887,,1590.0
3687,10748,Nieuwpoort,1888,,1606.0
3688,10748,Nieuwpoort,1889,,
3689,10748,Nieuwpoort,1890,,
3690,10749,Bakel En Milheeze,1869,,999.0
3691,10749,Bakel En Milheeze,1870,,936.0
3692,10749,Bakel En Milheeze,1887,,2312.0
3693,10749,Bakel En Milheeze,1888,,1810.0
3694,10749,Bakel En Milheeze,1889,,
3695,10749,Bakel En Milheeze,1890,,
3696,10750,Etten Leur,1869,,3037.0
3697,10750,Etten Leur,1870,,3070.0
3698,10750,Etten Leur,1887,,5720.0
3699,10750,Etten Leur,1888,,5800.0
3700,10750,Etten Leur,1889,,
3701,10750,Etten Leur,1890,,
3702,10752,Heerhugowaard,1869,,4342.0
3703,10752,Heerhugowaard,1870,,4314.0
3704,10752,Heerhugowaard,1887,,9923.0
3705,10752,Heerhugowaard,1888,,10234.0
3706,10752,Heerhugowaard,1889,,
3707,10752,Heerhugowaard,1890,,
3708,10753,De Wijk D,1869,,3855.0
3709,10753,De Wijk D,1870,,1888.0
3710,10753,De Wijk D,1887,,4761.0
3711,10753,De Wijk D,1888,,4714.0
3712,10753,De Wijk D,1889,,
3713,10753,De Wijk D,1890,,
3714,10757,Aarle Rixtel,1869,,888.0
3715,10757,Aarle Rixtel,1870,,785.0
3716,10757,Aarle Rixtel,1887,,1703.0
3717,10757,Aarle Rixtel,1888,,1772.0
3718,10757,Aarle Rixtel,1889,,
3719,10757,Aarle Rixtel,1890,,
3720,10758,Willeskop,1869,,176.0
3721,10758,Willeskop,1870,,190.0
3722,10758,Willeskop,1887,,1138.0
3723,10758,Willeskop,1888,,1134.0
3724,10758,Willeskop,1889,,
3725,10758,Willeskop,1890,,
3726,10759,Zeeland,1869,,1288.0
3727,10759,Zeeland,1870,,4396.0
3728,10759,Zeeland,1887,,0.0
3729,10759,Zeeland,1888,,2362.0
3730,10759,Zeeland,1889,,
3731,10759,Zeeland,1890,,
3732,10760,Wijk Bij Duurstede U,1869,,2585.0
3733,10760,Wijk Bij Duurstede U,1870,,2558.0
3734,10760,Wijk Bij Duurstede U,1887,,5915.0
3735,10760,Wijk Bij Duurstede U,1888,,5939.0
3736,10760,Wijk Bij Duurstede U,1889,,
3737,10760,Wijk Bij Duurstede U,1890,,
3738,10761,"Nuenen,Gerwen En Nederwetten",1869,,2198.0
3739,10761,"Nuenen,Gerwen En Nederwetten",1870,,2106.0
3740,10761,"Nuenen,Gerwen En Nederwetten",1887,,3653.0
3741,10761,"Nuenen,Gerwen En Nederwetten",1888,,3403.0
3742,10761,"Nuenen,Gerwen En Nederwetten",1889,,
3743,10761,"Nuenen,Gerwen En Nederwetten",1890,,
3744,10762,Princenhage,1869,,2573.0
3745,10762,Princenhage,1870,,2500.0
3746,10762,Princenhage,1887,,7945.0
3747,10762,Princenhage,1888,,6226.0
3748,10762,Princenhage,1889,,
3749,10762,Princenhage,1890,,
3750,10763,Merkelbeek,1869,,552.0
3751,10763,Merkelbeek,1870,,466.0
3752,10763,Merkelbeek,1887,,962.0
3753,10763,Merkelbeek,1888,,922.0
3754,10763,Merkelbeek,1889,,
3755,10763,Merkelbeek,1890,,
3756,10765,Kockengen,1869,,1718.0
3757,10765,Kockengen,1870,,1791.0
3758,10765,Kockengen,1887,,2784.0
3759,10765,Kockengen,1888,,2896.0
3760,10765,Kockengen,1889,,
3761,10765,Kockengen,1890,,
3762,10766,Zoetermeer,1869,,1127.0
3763,10766,Zoetermeer,1870,,1162.0
3764,10766,Zoetermeer,1887,,1942.0
3765,10766,Zoetermeer,1888,,1877.0
3766,10766,Zoetermeer,1889,,
3767,10766,Zoetermeer,1890,,
3768,10768,Nijefurd,1869,,
3769,10768,Nijefurd,1870,,
3770,10768,Nijefurd,1887,,
3771,10768,Nijefurd,1888,,
3772,10768,Nijefurd,1889,,
3773,10768,Nijefurd,1890,,
3774,10768,Workum,1869,,4915.0
3775,10768,Workum,1870,,6227.0
3776,10768,Workum,1887,,9861.0
3777,10768,Workum,1888,,18598.0
3778,10768,Workum,1889,,
3779,10768,Workum,1890,,
3780,10769,Noordwijk,1869,,3388.0
3781,10769,Noordwijk,1870,,3565.0
3782,10769,Noordwijk,1887,,7345.0
3783,10769,Noordwijk,1888,,6950.0
3784,10769,Noordwijk,1889,,
3785,10769,Noordwijk,1890,,
3786,10771,Stedum,1869,,2571.0
3787,10771,Stedum,1870,,2386.0
3788,10771,Stedum,1887,,6266.0
3789,10771,Stedum,1888,,6413.0
3790,10771,Stedum,1889,,
3791,10771,Stedum,1890,,
3792,10772,Schellinkhout,1869,,1089.0
3793,10772,Schellinkhout,1870,,1270.0
3794,10772,Schellinkhout,1887,,2610.0
3795,10772,Schellinkhout,1888,,2272.0
3796,10772,Schellinkhout,1889,,
3797,10772,Schellinkhout,1890,,
3798,10773,Weesp,1869,,4415.0
3799,10773,Weesp,1870,,4608.0
3800,10773,Weesp,1887,,14396.0
3801,10773,Weesp,1888,,13343.0
3802,10773,Weesp,1889,,
3803,10773,Weesp,1890,,
3804,10774,Nijeveen,1869,,1076.0
3805,10774,Nijeveen,1870,,1060.0
3806,10774,Nijeveen,1887,,2154.0
3807,10774,Nijeveen,1888,,1943.0
3808,10774,Nijeveen,1889,,
3809,10774,Nijeveen,1890,,
3810,10775,Kwadijk,1869,,808.0
3811,10775,Kwadijk,1870,,907.0
3812,10775,Kwadijk,1887,,1676.0
3813,10775,Kwadijk,1888,,1679.0
3814,10775,Kwadijk,1889,,
3815,10775,Kwadijk,1890,,
3816,10776,Koog Aan De Zaan,1869,,2995.0
3817,10776,Koog Aan De Zaan,1870,,3262.0
3818,10776,Koog Aan De Zaan,1887,,8217.0
3819,10776,Koog Aan De Zaan,1888,,8349.0
3820,10776,Koog Aan De Zaan,1889,,
3821,10776,Koog Aan De Zaan,1890,,
3822,10777,Driebergen,1869,,1484.0
3823,10777,Driebergen,1870,,1370.0
3824,10777,Driebergen,1887,,3265.0
3825,10777,Driebergen,1888,,3137.0
3826,10777,Driebergen,1889,,
3827,10777,Driebergen,1890,,
3828,10777,Driebergen-Rijsenburg,1869,,
3829,10777,Driebergen-Rijsenburg,1870,,
3830,10777,Driebergen-Rijsenburg,1887,,
3831,10777,Driebergen-Rijsenburg,1888,,
3832,10777,Driebergen-Rijsenburg,1889,,
3833,10777,Driebergen-Rijsenburg,1890,,
3834,10779,Valkenisse,1869,,
3835,10779,Valkenisse,1870,,
3836,10779,Valkenisse,1887,,
3837,10779,Valkenisse,1888,,
3838,10779,Valkenisse,1889,,
3839,10779,Valkenisse,1890,,
3840,10779,Zoutelande,1869,,721.0
3841,10779,Zoutelande,1870,,715.0
3842,10779,Zoutelande,1887,,1543.0
3843,10779,Zoutelande,1888,,1782.0
3844,10779,Zoutelande,1889,,
3845,10779,Zoutelande,1890,,
3846,10780,Schin Op Geul,1869,,761.0
3847,10780,Schin Op Geul,1870,,400.0
3848,10780,Schin Op Geul,1887,,844.0
3849,10780,Schin Op Geul,1888,,839.0
3850,10780,Schin Op Geul,1889,,
3851,10780,Schin Op Geul,1890,,
3852,10781,Dubbeldam,1869,,5161.0
3853,10781,Dubbeldam,1870,,6218.0
3854,10781,Dubbeldam,1887,,10734.0
3855,10781,Dubbeldam,1888,,11289.0
3856,10781,Dubbeldam,1889,,
3857,10781,Dubbeldam,1890,,
3858,10782,Oostburg,1869,,2709.0
3859,10782,Oostburg,1870,,2728.0
3860,10782,Oostburg,1887,83.0,5276.0
3861,10782,Oostburg,1888,83.0,5186.0
3862,10782,Oostburg,1889,85.0,
3863,10782,Oostburg,1890,89.0,
3864,10783,Urk,1869,,1709.0
3865,10783,Urk,1870,,1877.0
3866,10783,Urk,1887,,7958.0
3867,10783,Urk,1888,,11385.0
3868,10783,Urk,1889,,
3869,10783,Urk,1890,,
3870,10784,Hunsel,1869,,961.0
3871,10784,Hunsel,1870,,1011.0
3872,10784,Hunsel,1887,,1698.0
3873,10784,Hunsel,1888,,1850.0
3874,10784,Hunsel,1889,,
3875,10784,Hunsel,1890,,
3876,10786,Harderwijk,1869,,10031.0
3877,10786,Harderwijk,1870,,7112.0
3878,10786,Harderwijk,1887,89.0,18860.0
3879,10786,Harderwijk,1888,92.0,19403.0
3880,10786,Harderwijk,1889,89.0,
3881,10786,Harderwijk,1890,88.0,
3882,10787,Anloo,1869,,3186.0
3883,10787,Anloo,1870,,3192.0
3884,10787,Anloo,1887,,9231.0
3885,10787,Anloo,1888,,16332.0
3886,10787,Anloo,1889,,
3887,10787,Anloo,1890,,
3888,10788,Almkerk,1869,,0.0
3889,10788,Almkerk,1870,,2071.0
3890,10788,Almkerk,1887,,6095.0
3891,10788,Almkerk,1888,,5793.0
3892,10788,Almkerk,1889,,
3893,10788,Almkerk,1890,,
3894,10789,Ransdorp,1869,,2321.0
3895,10789,Ransdorp,1870,,2626.0
3896,10789,Ransdorp,1887,,5641.0
3897,10789,Ransdorp,1888,,5619.0
3898,10789,Ransdorp,1889,,
3899,10789,Ransdorp,1890,,
3900,10790,Vlaardinger-Ambacht,1869,,1050.0
3901,10790,Vlaardinger-Ambacht,1870,,1064.0
3902,10790,Vlaardinger-Ambacht,1887,,3193.0
3903,10790,Vlaardinger-Ambacht,1888,,2952.0
3904,10790,Vlaardinger-Ambacht,1889,,
3905,10790,Vlaardinger-Ambacht,1890,,
3906,10791,Kerkwijk,1869,,878.0
3907,10791,Kerkwijk,1870,,898.0
3908,10791,Kerkwijk,1887,,924.0
3909,10791,Kerkwijk,1888,,0.0
3910,10791,Kerkwijk,1889,,
3911,10791,Kerkwijk,1890,,
3912,10792,Tilburg,1869,,17835.0
3913,10792,Tilburg,1870,,10916.0
3914,10792,Tilburg,1887,93.0,17331.0
3915,10792,Tilburg,1888,88.0,15216.0
3916,10792,Tilburg,1889,91.0,
3917,10792,Tilburg,1890,87.0,
3918,10793,Heiloo,1869,,1378.0
3919,10793,Heiloo,1870,,1428.0
3920,10793,Heiloo,1887,,4950.0
3921,10793,Heiloo,1888,,4889.0
3922,10793,Heiloo,1889,,
3923,10793,Heiloo,1890,,
3924,10795,Arnhem,1869,,32718.0
3925,10795,Arnhem,1870,,40468.0
3926,10795,Arnhem,1887,96.0,152081.0
3927,10795,Arnhem,1888,94.0,161250.0
3928,10795,Arnhem,1889,95.0,
3929,10795,Arnhem,1890,96.0,
3930,10796,Berg En Terblijt,1869,,1020.0
3931,10796,Berg En Terblijt,1870,,611.0
3932,10796,Berg En Terblijt,1887,,1385.0
3933,10796,Berg En Terblijt,1888,,1406.0
3934,10796,Berg En Terblijt,1889,,
3935,10796,Berg En Terblijt,1890,,
3936,10797,Berkenwoude,1869,,893.0
3937,10797,Berkenwoude,1870,,994.0
3938,10797,Berkenwoude,1887,,1903.0
3939,10797,Berkenwoude,1888,,1847.0
3940,10797,Berkenwoude,1889,,
3941,10797,Berkenwoude,1890,,
3942,10798,Brummen,1869,,5774.0
3943,10798,Brummen,1870,,6050.0
3944,10798,Brummen,1887,,16758.0
3945,10798,Brummen,1888,,41117.0
3946,10798,Brummen,1889,,
3947,10798,Brummen,1890,,
3948,10799,Amstelveen,1869,,
3949,10799,Amstelveen,1870,,
3950,10799,Amstelveen,1887,,
3951,10799,Amstelveen,1888,,
3952,10799,Amstelveen,1889,,
3953,10799,Amstelveen,1890,,
3954,10799,Nieuwer-Amstel,1869,,7228.0
3955,10799,Nieuwer-Amstel,1870,,7616.0
3956,10799,Nieuwer-Amstel,1887,,33185.0
3957,10799,Nieuwer-Amstel,1888,,32145.0
3958,10799,Nieuwer-Amstel,1889,,
3959,10799,Nieuwer-Amstel,1890,,
3960,10801,Grijpskerke,1869,,1013.0
3961,10801,Grijpskerke,1870,,1019.0
3962,10801,Grijpskerke,1887,,1506.0
3963,10801,Grijpskerke,1888,,1464.0
3964,10801,Grijpskerke,1889,,
3965,10801,Grijpskerke,1890,,
3966,10802,Snelrewaard,1869,,60.0
3967,10802,Snelrewaard,1870,,60.0
3968,10802,Snelrewaard,1887,,185.0
3969,10802,Snelrewaard,1888,,178.0
3970,10802,Snelrewaard,1889,,
3971,10802,Snelrewaard,1890,,
3972,10804,Blokker,1869,,2386.0
3973,10804,Blokker,1870,,2826.0
3974,10804,Blokker,1887,,4227.0
3975,10804,Blokker,1888,,4743.0
3976,10804,Blokker,1889,,
3977,10804,Blokker,1890,,
3978,10805,Ravenstein,1869,,1462.0
3979,10805,Ravenstein,1870,,1805.0
3980,10805,Ravenstein,1887,,3834.0
3981,10805,Ravenstein,1888,,2265.0
3982,10805,Ravenstein,1889,,
3983,10805,Ravenstein,1890,,
3984,10806,Hellendoorn,1869,,4380.0
3985,10806,Hellendoorn,1870,,4433.0
3986,10806,Hellendoorn,1887,,13173.0
3987,10806,Hellendoorn,1888,,12620.0
3988,10806,Hellendoorn,1889,,
3989,10806,Hellendoorn,1890,,
3990,10807,Breukelen,1869,,
3991,10807,Breukelen,1870,,
3992,10807,Breukelen,1887,,
3993,10807,Breukelen,1888,,
3994,10807,Breukelen,1889,,
3995,10807,Breukelen,1890,,
3996,10807,Breukelen-Nijenrode,1869,,2743.0
3997,10807,Breukelen-Nijenrode,1870,,2740.0
3998,10807,Breukelen-Nijenrode,1887,,2316.0
3999,10807,Breukelen-Nijenrode,1888,,2844.0
4000,10807,Breukelen-Nijenrode,1889,,
4001,10807,Breukelen-Nijenrode,1890,,
4002,10808,Wouw,1869,,4274.0
4003,10808,Wouw,1870,,3217.0
4004,10808,Wouw,1887,,6838.0
4005,10808,Wouw,1888,,7021.0
4006,10808,Wouw,1889,,
4007,10808,Wouw,1890,,
4008,10809,Ilpendam,1869,,3110.0
4009,10809,Ilpendam,1870,,3124.0
4010,10809,Ilpendam,1887,,7753.0
4011,10809,Ilpendam,1888,,7933.0
4012,10809,Ilpendam,1889,,
4013,10809,Ilpendam,1890,,
4014,10811,Vlaardingen,1869,,32490.0
4015,10811,Vlaardingen,1870,,14575.0
4016,10811,Vlaardingen,1887,97.0,28791.0
4017,10811,Vlaardingen,1888,96.0,28758.0
4018,10811,Vlaardingen,1889,96.0,
4019,10811,Vlaardingen,1890,96.0,
4020,10812,Oudheusden,1869,,1215.0
4021,10812,Oudheusden,1870,,1087.0
4022,10812,Oudheusden,1887,,1906.0
4023,10812,Oudheusden,1888,,1859.0
4024,10812,Oudheusden,1889,,
4025,10812,Oudheusden,1890,,
4026,10814,Noordbroek,1869,,3173.0
4027,10814,Noordbroek,1870,,3524.0
4028,10814,Noordbroek,1887,,6923.0
4029,10814,Noordbroek,1888,,6931.0
4030,10814,Noordbroek,1889,,
4031,10814,Noordbroek,1890,,
4032,10815,Boarnsterhim,1869,,
4033,10815,Boarnsterhim,1870,,
4034,10815,Boarnsterhim,1887,,
4035,10815,Boarnsterhim,1888,,
4036,10815,Boarnsterhim,1889,,
