"cbsnr","naam","acode","main.cat","year","Aandeel der gemeente in s Rijks personele belasting","% aangeslagenen Rijksinkomstenbel. 33 in % beroepsbev. 30"
595,"REEUWIJK",10485,"h",1879,4167,NA
596,"RHOON",10903,"h",1889,2796,NA
596,"RHOON",10903,"h",1933,NA,283
596,"RHOON",10903,"h",1869,1809,NA
596,"RHOON",10903,"h",1870,1825,NA
596,"RHOON",10903,"h",1879,2871,NA
597,"RIDDERKERK",10646,"h",1889,6595,NA
597,"RIDDERKERK",10646,"h",1933,NA,278
597,"RIDDERKERK",10646,"h",1869,5224,NA
597,"RIDDERKERK",10646,"h",1870,5710,NA
597,"RIDDERKERK",10646,"h",1879,6809,NA
598,"ROCKANJE",10464,"h",1889,1891,NA
598,"ROCKANJE",10464,"h",1933,NA,398
598,"ROCKANJE",10464,"h",1869,1419,NA
598,"ROCKANJE",10464,"h",1870,1501,NA
598,"ROCKANJE",10464,"h",1879,1869,NA
599,"ROTTERDAM",10345,"h",1889,511721,NA
599,"ROTTERDAM",10345,"h",1933,NA,440
599,"ROTTERDAM",10345,"h",1869,407946,NA
599,"ROTTERDAM",10345,"h",1870,417461,NA
599,"ROTTERDAM",10345,"h",1879,541756,NA
600,"ROZENBURG",11314,"h",1889,2413,NA
600,"ROZENBURG",11314,"h",1933,NA,370
600,"ROZENBURG",11314,"h",1869,1800,NA
600,"ROZENBURG",11314,"h",1870,1842,NA
600,"ROZENBURG",11314,"h",1879,2448,NA
601,"RIJNSATERWOUDE",11129,"h",1889,1358,NA
601,"RIJNSATERWOUDE",11129,"h",1933,NA,277
601,"RIJNSATERWOUDE",11129,"h",1869,1052,NA
601,"RIJNSATERWOUDE",11129,"h",1870,1134,NA
601,"RIJNSATERWOUDE",11129,"h",1879,1421,NA
602,"RIJNSBURG",11118,"h",1889,2267,NA
602,"RIJNSBURG",11118,"h",1933,NA,274
602,"RIJNSBURG",11118,"h",1869,1834,NA
602,"RIJNSBURG",11118,"h",1870,2006,NA
602,"RIJNSBURG",11118,"h",1879,2242,NA
603,"RIJSWIJK",11133,"h",1889,10680,NA
603,"RIJSWIJK",11133,"h",1933,NA,598
603,"RIJSWIJK",11133,"h",1869,10727,NA
603,"RIJSWIJK",11133,"h",1870,12279,NA
603,"RIJSWIJK",11133,"h",1879,10991,NA
604,"SASSENHEIM",10612,"h",1889,3309,NA
604,"SASSENHEIM",10612,"h",1933,NA,303
604,"SASSENHEIM",10612,"h",1869,2959,NA
604,"SASSENHEIM",10612,"h",1870,2954,NA
604,"SASSENHEIM",10612,"h",1879,3103,NA
605,"SCHELLUINEN",11399,"h",1889,355,NA
605,"SCHELLUINEN",11399,"h",1933,NA,247
605,"SCHELLUINEN",11399,"h",1869,357,NA
605,"SCHELLUINEN",11399,"h",1870,341,NA
605,"SCHELLUINEN",11399,"h",1879,371,NA
606,"SCHIEDAM",11260,"h",1889,43291,NA
606,"SCHIEDAM",11260,"h",1933,NA,480
606,"SCHIEDAM",11260,"h",1869,41901,NA
606,"SCHIEDAM",11260,"h",1870,40733,NA
606,"SCHIEDAM",11260,"h",1879,44010,NA
607,"SCHIPLUIDEN",10130,"h",1889,2878,NA
607,"SCHIPLUIDEN",10130,"h",1933,NA,375
607,"SCHIPLUIDEN",10130,"h",1869,2346,NA
607,"SCHIPLUIDEN",10130,"h",1870,2362,NA
607,"SCHIPLUIDEN",10130,"h",1879,2713,NA
608,"SCHOONHOVEN",10980,"h",1889,8086,NA
608,"SCHOONHOVEN",10980,"h",1933,NA,429
608,"SCHOONHOVEN",10980,"h",1869,6486,NA
608,"SCHOONHOVEN",10980,"h",1870,7640,NA
608,"SCHOONHOVEN",10980,"h",1879,8462,NA
609,"SCHOONREWOERD",10214,"h",1889,1671,NA
609,"SCHOONREWOERD",10214,"h",1933,NA,298
609,"SCHOONREWOERD",10214,"h",1869,1223,NA
609,"SCHOONREWOERD",10214,"h",1870,1095,NA
609,"SCHOONREWOERD",10214,"h",1879,1570,NA
610,"SLIEDRECHT",11331,"h",1889,10925,NA
610,"SLIEDRECHT",11331,"h",1933,NA,298
610,"SLIEDRECHT",11331,"h",1869,7183,NA
610,"SLIEDRECHT",11331,"h",1870,7613,NA
610,"SLIEDRECHT",11331,"h",1879,9672,NA
612,"SPIJKENISSE",10735,"h",1889,1893,NA
612,"SPIJKENISSE",10735,"h",1933,NA,347
612,"SPIJKENISSE",10735,"h",1869,1670,NA
612,"SPIJKENISSE",10735,"h",1870,1759,NA
612,"SPIJKENISSE",10735,"h",1879,1974,NA
615,"STOLWIJK",11250,"h",1889,3672,NA
615,"STOLWIJK",11250,"h",1933,NA,402
615,"STOLWIJK",11250,"h",1869,2385,NA
615,"STOLWIJK",11250,"h",1870,2571,NA
615,"STOLWIJK",11250,"h",1879,3294,NA
616,"STREEFKERK",11105,"h",1889,2721,NA
616,"STREEFKERK",11105,"h",1933,NA,296
616,"STREEFKERK",11105,"h",1869,1967,NA
616,"STREEFKERK",11105,"h",1870,2040,NA
616,"STREEFKERK",11105,"h",1879,2787,NA
617,"STRIJEN",10558,"h",1889,6018,NA
617,"STRIJEN",10558,"h",1933,NA,217
617,"STRIJEN",10558,"h",1869,3475,NA
617,"STRIJEN",10558,"h",1870,4031,NA
617,"STRIJEN",10558,"h",1879,6288,NA
618,"TIENHOVEN",10706,"h",1889,636,NA
618,"TIENHOVEN",10706,"h",1933,NA,235
618,"TIENHOVEN",10706,"h",1869,521,NA
618,"TIENHOVEN",10706,"h",1870,528,NA
618,"TIENHOVEN",10706,"h",1879,597,NA
619,"VALKENBURG ZH",10028,"h",1889,1113,NA
619,"VALKENBURG ZH",10028,"h",1933,NA,247
619,"VALKENBURG ZH",10028,"h",1869,991,NA
619,"VALKENBURG ZH",10028,"h",1870,911,NA
619,"VALKENBURG ZH",10028,"h",1879,1038,NA
620,"VIANEN",10887,"h",1889,6479,NA
620,"VIANEN",10887,"h",1933,NA,348
620,"VIANEN",10887,"h",1869,5857,NA
620,"VIANEN",10887,"h",1870,6283,NA
620,"VIANEN",10887,"h",1879,7105,NA
621,"VIERPOLDERS",11056,"h",1889,978,NA
621,"VIERPOLDERS",11056,"h",1933,NA,335
621,"VIERPOLDERS",11056,"h",1869,610,NA
621,"VIERPOLDERS",11056,"h",1870,728,NA
621,"VIERPOLDERS",11056,"h",1879,976,NA
622,"VLAARDINGEN",10811,"h",1889,16427,NA
622,"VLAARDINGEN",10811,"h",1933,NA,441
622,"VLAARDINGEN",10811,"h",1869,11074,NA
622,"VLAARDINGEN",10811,"h",1870,12663,NA
622,"VLAARDINGEN",10811,"h",1879,15701,NA
623,"VLIST",11174,"h",1889,1189,NA
623,"VLIST",11174,"h",1933,NA,276
623,"VLIST",11174,"h",1869,855,NA
623,"VLIST",11174,"h",1870,876,NA
623,"VLIST",11174,"h",1879,1113,NA
624,"VOORBURG",11103,"h",1889,13482,NA
624,"VOORBURG",11103,"h",1933,NA,999
624,"VOORBURG",11103,"h",1869,9644,NA
624,"VOORBURG",11103,"h",1870,9752,NA
624,"VOORBURG",11103,"h",1879,13596,NA
625,"VOORHOUT",10017,"h",1889,1994,NA
625,"VOORHOUT",10017,"h",1933,NA,216
625,"VOORHOUT",10017,"h",1869,1490,NA
625,"VOORHOUT",10017,"h",1870,1900,NA
625,"VOORHOUT",10017,"h",1879,1856,NA
626,"VOORSCHOTEN",10537,"h",1889,6827,NA
626,"VOORSCHOTEN",10537,"h",1933,NA,515
626,"VOORSCHOTEN",10537,"h",1869,4941,NA
626,"VOORSCHOTEN",10537,"h",1870,6155,NA
626,"VOORSCHOTEN",10537,"h",1879,6682,NA
627,"WADDINXVEEN",10081,"h",1889,6844,NA
627,"WADDINXVEEN",10081,"h",1933,NA,419
627,"WADDINXVEEN",10081,"h",1870,5665,NA
627,"WADDINXVEEN",10081,"h",1879,6332,NA
628,"WARMOND",10204,"h",1889,4278,NA
628,"WARMOND",10204,"h",1933,NA,467
628,"WARMOND",10204,"h",1869,3720,NA
628,"WARMOND",10204,"h",1870,3696,NA
628,"WARMOND",10204,"h",1879,4333,NA
629,"WASSENAAR",10164,"h",1889,14029,NA
629,"WASSENAAR",10164,"h",1933,NA,875
629,"WASSENAAR",10164,"h",1869,11732,NA
629,"WASSENAAR",10164,"h",1870,11960,NA
629,"WASSENAAR",10164,"h",1879,15825,NA
630,"WATERINGEN",11329,"h",1889,3406,NA
630,"WATERINGEN",11329,"h",1933,NA,389
630,"WATERINGEN",11329,"h",1869,3361,NA
630,"WATERINGEN",11329,"h",1870,3790,NA
630,"WATERINGEN",11329,"h",1879,3669,NA
631,"WESTMAAS",10695,"h",1889,1336,NA
631,"WESTMAAS",10695,"h",1933,NA,258
631,"WESTMAAS",10695,"h",1869,874,NA
631,"WESTMAAS",10695,"h",1870,830,NA
631,"WESTMAAS",10695,"h",1879,1289,NA
632,"WOERDEN",10974,"h",1889,8543,NA
632,"WOERDEN",10974,"h",1933,NA,505
632,"WOERDEN",10974,"h",1869,7904,NA
632,"WOERDEN",10974,"h",1870,8397,NA
632,"WOERDEN",10974,"h",1879,9422,NA
633,"WOUBRUGGE",10461,"h",1889,4366,NA
633,"WOUBRUGGE",10461,"h",1933,NA,219
633,"WOUBRUGGE",10461,"h",1869,3559,NA
633,"WOUBRUGGE",10461,"h",1870,3861,NA
633,"WOUBRUGGE",10461,"h",1879,4418,NA
634,"WIJNGAARDEN",10263,"h",1889,652,NA
634,"WIJNGAARDEN",10263,"h",1933,NA,224
634,"WIJNGAARDEN",10263,"h",1869,483,NA
634,"WIJNGAARDEN",10263,"h",1870,502,NA
634,"WIJNGAARDEN",10263,"h",1879,548,NA
635,"ZEVENHOVEN",11317,"h",1889,2339,NA
635,"ZEVENHOVEN",11317,"h",1933,NA,225
635,"ZEVENHOVEN",11317,"h",1869,1588,NA
635,"ZEVENHOVEN",11317,"h",1870,1704,NA
635,"ZEVENHOVEN",11317,"h",1879,2202,NA
636,"ZEVENHUIZEN",11377,"h",1889,3910,NA
636,"ZEVENHUIZEN",11377,"h",1933,NA,392
636,"ZEVENHUIZEN",11377,"h",1869,3315,NA
636,"ZEVENHUIZEN",11377,"h",1870,3389,NA
636,"ZEVENHUIZEN",11377,"h",1879,3795,NA
637,"ZOETERMEER",10766,"h",1889,3186,NA
637,"ZOETERMEER",10766,"h",1933,NA,384
637,"ZOETERMEER",10766,"h",1869,2708,NA
637,"ZOETERMEER",10766,"h",1870,2756,NA
637,"ZOETERMEER",10766,"h",1879,3195,NA
638,"ZOETERWOUDE",11074,"h",1889,11726,NA
638,"ZOETERWOUDE",11074,"h",1933,NA,284
638,"ZOETERWOUDE",11074,"h",1869,8991,NA
638,"ZOETERWOUDE",11074,"h",1870,9714,NA
638,"ZOETERWOUDE",11074,"h",1879,11048,NA
639,"ZUID-BEIJERLAND",10917,"h",1889,2670,NA
639,"ZUID-BEIJERLAND",10917,"h",1933,NA,267
639,"ZUID-BEIJERLAND",10917,"h",1869,1914,NA
639,"ZUID-BEIJERLAND",10917,"h",1870,2178,NA
639,"ZUID-BEIJERLAND",10917,"h",1879,2529,NA
640,"ZUIDLAND",10316,"h",1889,2657,NA
640,"ZUIDLAND",10316,"h",1933,NA,324
640,"ZUIDLAND",10316,"h",1869,1907,NA
640,"ZUIDLAND",10316,"h",1870,2084,NA
640,"ZUIDLAND",10316,"h",1879,2581,NA
641,"ZWARTEWAAL",10703,"h",1889,1042,NA
641,"ZWARTEWAAL",10703,"h",1933,NA,382
641,"ZWARTEWAAL",10703,"h",1869,1271,NA
641,"ZWARTEWAAL",10703,"h",1870,1306,NA
641,"ZWARTEWAAL",10703,"h",1879,1104,NA
642,"ZWIJNDRECHT",10468,"h",1889,6881,NA
642,"ZWIJNDRECHT",10468,"h",1933,NA,385
642,"ZWIJNDRECHT",10468,"h",1869,3909,NA
642,"ZWIJNDRECHT",10468,"h",1870,4091,NA
642,"ZWIJNDRECHT",10468,"h",1879,5636,NA
648,"AARDENBURG",11020,"h",1889,4461,NA
648,"AARDENBURG",11020,"h",1933,NA,348
648,"AARDENBURG",11020,"h",1869,4262,NA
648,"AARDENBURG",11020,"h",1870,4281,NA
648,"AARDENBURG",11020,"h",1879,4667,NA
649,"ARNEMUIDEN",11419,"h",1889,1543,NA
649,"ARNEMUIDEN",11419,"h",1933,NA,194
649,"ARNEMUIDEN",11419,"h",1869,1239,NA
649,"ARNEMUIDEN",11419,"h",1870,1339,NA
649,"ARNEMUIDEN",11419,"h",1879,1649,NA
650,"AXEL",11289,"h",1889,5910,NA
650,"AXEL",11289,"h",1933,NA,442
650,"AXEL",11289,"h",1869,5417,NA
650,"AXEL",11289,"h",1870,5488,NA
650,"AXEL",11289,"h",1879,6032,NA
651,"BAARLAND",10634,"h",1889,1102,NA
651,"BAARLAND",10634,"h",1933,NA,250
651,"BAARLAND",10634,"h",1869,947,NA
651,"BAARLAND",10634,"h",1870,950,NA
651,"BAARLAND",10634,"h",1879,1133,NA
652,"BIERVLIET",10257,"h",1889,3193,NA
652,"BIERVLIET",10257,"h",1933,NA,288
652,"BIERVLIET",10257,"h",1869,2977,NA
652,"BIERVLIET",10257,"h",1870,3027,NA
652,"BIERVLIET",10257,"h",1879,3274,NA
654,"BORSELE",10043,"h",1889,2009,NA
654,"BORSELE",10043,"h",1933,NA,211
654,"BORSELE",10043,"h",1869,1538,NA
654,"BORSELE",10043,"h",1870,1600,NA
654,"BORSELE",10043,"h",1879,2041,NA
655,"BRESKENS",10233,"h",1889,2068,NA
655,"BRESKENS",10233,"h",1933,NA,383
655,"BRESKENS",10233,"h",1869,1832,NA
655,"BRESKENS",10233,"h",1870,2005,NA
655,"BRESKENS",10233,"h",1879,2061,NA
656,"BROUWERSHAVEN",10030,"h",1889,3173,NA
656,"BROUWERSHAVEN",10030,"h",1933,NA,323
656,"BROUWERSHAVEN",10030,"h",1869,2682,NA
656,"BROUWERSHAVEN",10030,"h",1870,2797,NA
656,"BROUWERSHAVEN",10030,"h",1879,3261,NA
657,"BRUINISSE",11291,"h",1889,2736,NA
657,"BRUINISSE",11291,"h",1933,NA,313
657,"BRUINISSE",11291,"h",1869,2045,NA
657,"BRUINISSE",11291,"h",1870,2320,NA
657,"BRUINISSE",11291,"h",1879,2658,NA
658,"CADZAND",11002,"h",1889,1767,NA
658,"CADZAND",11002,"h",1933,NA,394
658,"CADZAND",11002,"h",1869,1398,NA
658,"CADZAND",11002,"h",1870,1537,NA
658,"CADZAND",11002,"h",1879,1784,NA
659,"CLINGE",10965,"h",1889,2015,NA
659,"CLINGE",10965,"h",1933,NA,149
659,"CLINGE",10965,"h",1869,1651,NA
659,"CLINGE",10965,"h",1870,1817,NA
659,"CLINGE",10965,"h",1879,2047,NA
660,"DOMBURG",10236,"h",1889,2173,NA
660,"DOMBURG",10236,"h",1933,NA,327
660,"DOMBURG",10236,"h",1869,1794,NA
660,"DOMBURG",10236,"h",1870,1884,NA
660,"DOMBURG",10236,"h",1879,2072,NA
661,"DRIEWEGEN",11115,"h",1889,891,NA
661,"DRIEWEGEN",11115,"h",1933,NA,297
661,"DRIEWEGEN",11115,"h",1869,748,NA
661,"DRIEWEGEN",11115,"h",1870,753,NA
661,"DRIEWEGEN",11115,"h",1879,884,NA
663,"ELLEWOUTSDIJK",11300,"h",1889,1273,NA
663,"ELLEWOUTSDIJK",11300,"h",1933,NA,205
663,"ELLEWOUTSDIJK",11300,"h",1869,1147,NA
663,"ELLEWOUTSDIJK",11300,"h",1870,1100,NA
663,"ELLEWOUTSDIJK",11300,"h",1879,1229,NA
664,"GOES",10674,"h",1889,17908,NA
664,"GOES",10674,"h",1933,NA,504
664,"GOES",10674,"h",1869,14912,NA
664,"GOES",10674,"h",1870,16530,NA
664,"GOES",10674,"h",1879,17707,NA
665,"GRAAUW EN LANGENDAM",10312,"h",1889,2071,NA
665,"GRAAUW EN LANGENDAM",10312,"h",1933,NA,188
665,"GRAAUW EN LANGENDAM",10312,"h",1869,1957,NA
665,"GRAAUW EN LANGENDAM",10312,"h",1870,1935,NA
665,"GRAAUW EN LANGENDAM",10312,"h",1879,2086,NA
666,"'S-GRAVENPOLDER",11059,"h",1889,1634,NA
666,"'S-GRAVENPOLDER",11059,"h",1933,NA,249
666,"'S-GRAVENPOLDER",11059,"h",1869,1351,NA
666,"'S-GRAVENPOLDER",11059,"h",1870,1350,NA
666,"'S-GRAVENPOLDER",11059,"h",1879,1504,NA
667,"GROEDE",11312,"h",1889,4092,NA
667,"GROEDE",11312,"h",1933,NA,303
667,"GROEDE",11312,"h",1869,3833,NA
667,"GROEDE",11312,"h",1870,3786,NA
667,"GROEDE",11312,"h",1879,4346,NA
669,"'S-HEER ABTSKERKE",10337,"h",1889,572,NA
669,"'S-HEER ABTSKERKE",10337,"h",1933,NA,155
669,"'S-HEER ABTSKERKE",10337,"h",1869,491,NA
669,"'S-HEER ABTSKERKE",10337,"h",1870,504,NA
669,"'S-HEER ABTSKERKE",10337,"h",1879,630,NA
670,"'S-HEER ARENDSKERKE",10875,"h",1889,4226,NA
670,"'S-HEER ARENDSKERKE",10875,"h",1933,NA,258
670,"'S-HEER ARENDSKERKE",10875,"h",1869,3519,NA
670,"'S-HEER ARENDSKERKE",10875,"h",1870,3619,NA
670,"'S-HEER ARENDSKERKE",10875,"h",1879,4138,NA
671,"'S-HEERENHOEK",10721,"h",1889,1643,NA
671,"'S-HEERENHOEK",10721,"h",1933,NA,201
671,"'S-HEERENHOEK",10721,"h",1869,1465,NA
671,"'S-HEERENHOEK",10721,"h",1870,1486,NA
671,"'S-HEERENHOEK",10721,"h",1879,1578,NA
672,"HEINKENSZAND",10413,"h",1889,3222,NA
672,"HEINKENSZAND",10413,"h",1933,NA,245
672,"HEINKENSZAND",10413,"h",1869,3297,NA
672,"HEINKENSZAND",10413,"h",1870,3320,NA
672,"HEINKENSZAND",10413,"h",1879,3423,NA
673,"HOEDEKENSKERKE",11072,"h",1889,1371,NA
673,"HOEDEKENSKERKE",11072,"h",1933,NA,209
673,"HOEDEKENSKERKE",11072,"h",1869,1273,NA
673,"HOEDEKENSKERKE",11072,"h",1870,1288,NA
673,"HOEDEKENSKERKE",11072,"h",1879,1397,NA
674,"HOEK",10038,"h",1889,2657,NA
674,"HOEK",10038,"h",1933,NA,289
674,"HOEK",10038,"h",1869,1998,NA
674,"HOEK",10038,"h",1870,2192,NA
674,"HOEK",10038,"h",1879,2557,NA
675,"HONTENISSE",11123,"h",1889,6131,NA
675,"HONTENISSE",11123,"h",1933,NA,274
675,"HONTENISSE",11123,"h",1869,6081,NA
675,"HONTENISSE",11123,"h",1870,6858,NA
675,"HONTENISSE",11123,"h",1879,6567,NA
676,"HOOFDPLAAT",10147,"h",1889,1704,NA
676,"HOOFDPLAAT",10147,"h",1933,NA,173
676,"HOOFDPLAAT",10147,"h",1869,1772,NA
676,"HOOFDPLAAT",10147,"h",1870,1779,NA
676,"HOOFDPLAAT",10147,"h",1879,1855,NA
677,"HULST",11408,"h",1889,5574,NA
677,"HULST",11408,"h",1933,NA,388
677,"HULST",11408,"h",1869,4988,NA
677,"HULST",11408,"h",1870,5360,NA
677,"HULST",11408,"h",1879,5803,NA
678,"KAPELLE",11223,"h",1889,3240,NA
678,"KAPELLE",11223,"h",1933,NA,264
678,"KAPELLE",11223,"h",1869,2491,NA
678,"KAPELLE",11223,"h",1870,2767,NA
678,"KAPELLE",11223,"h",1879,3090,NA
679,"KATTENDIJKE",11218,"h",1889,1663,NA
679,"KATTENDIJKE",11218,"h",1933,NA,251
679,"KATTENDIJKE",11218,"h",1869,1371,NA
679,"KATTENDIJKE",11218,"h",1870,1409,NA
679,"KATTENDIJKE",11218,"h",1879,1605,NA
680,"KLOETINGE",10155,"h",1889,2495,NA
680,"KLOETINGE",10155,"h",1933,NA,410
680,"KLOETINGE",10155,"h",1869,2045,NA
680,"KLOETINGE",10155,"h",1870,2025,NA
680,"KLOETINGE",10155,"h",1879,2273,NA
681,"KOEWACHT",10892,"h",1889,2311,NA
681,"KOEWACHT",10892,"h",1933,NA,211
681,"KOEWACHT",10892,"h",1869,2054,NA
681,"KOEWACHT",10892,"h",1870,2209,NA
681,"KOEWACHT",10892,"h",1879,2438,NA
682,"KORTGENE",10250,"h",1889,2024,NA
682,"KORTGENE",10250,"h",1933,NA,400
682,"KORTGENE",10250,"h",1869,1664,NA
682,"KORTGENE",10250,"h",1870,1897,NA
682,"KORTGENE",10250,"h",1879,2116,NA
684,"KRABBENDIJKE",11038,"h",1889,1937,NA
684,"KRABBENDIJKE",11038,"h",1933,NA,250
684,"KRABBENDIJKE",11038,"h",1869,1394,NA
684,"KRABBENDIJKE",11038,"h",1870,1407,NA
684,"KRABBENDIJKE",11038,"h",1879,1656,NA
685,"KRUININGEN",10077,"h",1889,4249,NA
685,"KRUININGEN",10077,"h",1933,NA,340
685,"KRUININGEN",10077,"h",1869,3009,NA
685,"KRUININGEN",10077,"h",1870,3441,NA
685,"KRUININGEN",10077,"h",1879,3908,NA
687,"MIDDELBURG",10122,"h",1889,58078,NA
687,"MIDDELBURG",10122,"h",1933,NA,536
687,"MIDDELBURG",10122,"h",1869,56237,NA
687,"MIDDELBURG",10122,"h",1870,57087,NA
687,"MIDDELBURG",10122,"h",1879,61116,NA
690,"NIEUWVLIET",11165,"h",1889,959,NA
690,"NIEUWVLIET",11165,"h",1933,NA,405
690,"NIEUWVLIET",11165,"h",1869,885,NA
690,"NIEUWVLIET",11165,"h",1870,787,NA
690,"NIEUWVLIET",11165,"h",1879,989,NA
691,"NISSE",11086,"h",1889,1037,NA
691,"NISSE",11086,"h",1933,NA,316
691,"NISSE",11086,"h",1869,966,NA
691,"NISSE",11086,"h",1870,992,NA
691,"NISSE",11086,"h",1879,1037,NA
692,"OOSTBURG",10782,"h",1889,3389,NA
692,"OOSTBURG",10782,"h",1933,NA,389
692,"OOSTBURG",10782,"h",1869,3092,NA
692,"OOSTBURG",10782,"h",1870,3094,NA
692,"OOSTBURG",10782,"h",1879,3561,NA
695,"OUDELANDE",11139,"h",1889,917,NA
695,"OUDELANDE",11139,"h",1933,NA,200
695,"OUDELANDE",11139,"h",1869,869,NA
695,"OUDELANDE",11139,"h",1870,849,NA
695,"OUDELANDE",11139,"h",1879,951,NA
696,"OUD-VOSSEMEER",10134,"h",1889,2859,NA
696,"OUD-VOSSEMEER",10134,"h",1933,NA,211
696,"OUD-VOSSEMEER",10134,"h",1869,2219,NA
696,"OUD-VOSSEMEER",10134,"h",1870,2703,NA
696,"OUD-VOSSEMEER",10134,"h",1879,2973,NA
697,"OVERSLAG",10730,"h",1889,575,NA
697,"OVERSLAG",10730,"h",1933,NA,193
697,"OVERSLAG",10730,"h",1869,545,NA
697,"OVERSLAG",10730,"h",1870,567,NA
697,"OVERSLAG",10730,"h",1879,571,NA
698,"OVEZANDE",11422,"h",1889,1622,NA
698,"OVEZANDE",11422,"h",1933,NA,219
698,"OVEZANDE",11422,"h",1869,1209,NA
698,"OVEZANDE",11422,"h",1870,1224,NA
698,"OVEZANDE",11422,"h",1879,1531,NA
699,"PHILIPPINE",10486,"h",1889,688,NA
699,"PHILIPPINE",10486,"h",1933,NA,408
699,"PHILIPPINE",10486,"h",1869,571,NA
699,"PHILIPPINE",10486,"h",1870,653,NA
699,"PHILIPPINE",10486,"h",1879,778,NA
700,"POORTVLIET",11181,"h",1889,2062,NA
700,"POORTVLIET",11181,"h",1933,NA,176
700,"POORTVLIET",11181,"h",1869,1561,NA
700,"POORTVLIET",11181,"h",1870,1760,NA
700,"POORTVLIET",11181,"h",1879,2135,NA
701,"RETRANCHEMENT",10400,"h",1889,971,NA
701,"RETRANCHEMENT",10400,"h",1933,NA,285
701,"RETRANCHEMENT",10400,"h",1869,876,NA
701,"RETRANCHEMENT",10400,"h",1870,882,NA
701,"RETRANCHEMENT",10400,"h",1879,1027,NA
702,"RILLAND-BATH",10479,"h",1889,2108,NA
702,"RILLAND-BATH",10479,"h",1933,NA,291
702,"RILLAND-BATH",10479,"h",1879,2035,NA
704,"SAS VAN GENT",11405,"h",1889,2707,NA
704,"SAS VAN GENT",11405,"h",1933,NA,544
704,"SAS VAN GENT",11405,"h",1869,2468,NA
704,"SAS VAN GENT",11405,"h",1870,2498,NA
704,"SAS VAN GENT",11405,"h",1879,2720,NA
705,"SCHERPENISSE",10375,"h",1889,2036,NA
705,"SCHERPENISSE",10375,"h",1933,NA,225
705,"SCHERPENISSE",10375,"h",1869,1372,NA
705,"SCHERPENISSE",10375,"h",1870,1539,NA
705,"SCHERPENISSE",10375,"h",1879,2072,NA
706,"SCHOONDIJKE",10189,"h",1889,3338,NA
706,"SCHOONDIJKE",10189,"h",1933,NA,311
706,"SCHOONDIJKE",10189,"h",1869,2740,NA
706,"SCHOONDIJKE",10189,"h",1870,3075,NA
706,"SCHOONDIJKE",10189,"h",1879,3393,NA
708,"SINT-ANNALAND",11200,"h",1889,2820,NA
708,"SINT-ANNALAND",11200,"h",1933,NA,182
708,"SINT-ANNALAND",11200,"h",1869,2343,NA
708,"SINT-ANNALAND",11200,"h",1870,2496,NA
708,"SINT-ANNALAND",11200,"h",1879,2952,NA
709,"SINT JANSTEEN",10864,"h",1889,2304,NA
709,"SINT JANSTEEN",10864,"h",1933,NA,208
709,"SINT JANSTEEN",10864,"h",1869,1996,NA
709,"SINT JANSTEEN",10864,"h",1870,2230,NA
709,"SINT JANSTEEN",10864,"h",1879,2338,NA
711,"SINT-MAARTENSDIJK",10716,"h",1889,3862,NA
711,"SINT-MAARTENSDIJK",10716,"h",1933,NA,999
711,"SINT-MAARTENSDIJK",10716,"h",1869,3206,NA
711,"SINT-MAARTENSDIJK",10716,"h",1870,3699,NA
711,"SINT-MAARTENSDIJK",10716,"h",1879,3923,NA
712,"SINT PHILIPSLAND",10394,"h",1889,1651,NA
712,"SINT PHILIPSLAND",10394,"h",1933,NA,214
712,"SINT PHILIPSLAND",10394,"h",1869,1253,NA
712,"SINT PHILIPSLAND",10394,"h",1870,1424,NA
712,"SINT PHILIPSLAND",10394,"h",1879,1668,NA
713,"SLUIS",10895,"h",1889,4707,NA
713,"SLUIS",10895,"h",1933,NA,339
713,"SLUIS",10895,"h",1869,3223,NA
713,"SLUIS",10895,"h",1870,3460,NA
713,"SLUIS",10895,"h",1879,3568,NA
714,"STAVENISSE",10619,"h",1889,1954,NA
714,"STAVENISSE",10619,"h",1933,NA,186
714,"STAVENISSE",10619,"h",1869,1780,NA
714,"STAVENISSE",10619,"h",1870,1785,NA
714,"STAVENISSE",10619,"h",1879,2038,NA
715,"TERNEUZEN",10704,"h",1889,9083,NA
715,"TERNEUZEN",10704,"h",1933,NA,492
715,"TERNEUZEN",10704,"h",1869,6160,NA
715,"TERNEUZEN",10704,"h",1870,7006,NA
715,"TERNEUZEN",10704,"h",1879,9732,NA
716,"THOLEN",10376,"h",1889,5473,NA
716,"THOLEN",10376,"h",1933,NA,347
716,"THOLEN",10376,"h",1869,5128,NA
716,"THOLEN",10376,"h",1870,5800,NA
716,"THOLEN",10376,"h",1879,5793,NA
717,"VEERE",10369,"h",1889,1499,NA
717,"VEERE",10369,"h",1933,NA,463
717,"VEERE",10369,"h",1869,1720,NA
717,"VEERE",10369,"h",1870,1934,NA
717,"VEERE",10369,"h",1879,1772,NA
718,"VLISSINGEN",10270,"h",1889,23613,NA
718,"VLISSINGEN",10270,"h",1933,NA,525
718,"VLISSINGEN",10270,"h",1869,19482,NA
718,"VLISSINGEN",10270,"h",1870,19440,NA
718,"VLISSINGEN",10270,"h",1879,22822,NA
721,"WAARDE",10082,"h",1889,917,NA
721,"WAARDE",10082,"h",1933,NA,199
721,"WAARDE",10082,"h",1869,908,NA
721,"WAARDE",10082,"h",1870,908,NA
721,"WAARDE",10082,"h",1879,954,NA
