"cbsnr","naam","acode","main.cat","year","Aandeel der gemeente in s Rijks personele belasting","% aangeslagenen Rijksinkomstenbel. 33 in % beroepsbev. 30"
722,"WATERLANDKERKJE",10352,"h",1889,1011,NA
722,"WATERLANDKERKJE",10352,"h",1933,NA,174
722,"WATERLANDKERKJE",10352,"h",1869,1063,NA
722,"WATERLANDKERKJE",10352,"h",1870,1072,NA
722,"WATERLANDKERKJE",10352,"h",1879,1046,NA
723,"WEMELDINGE",11145,"h",1889,2060,NA
723,"WEMELDINGE",11145,"h",1933,NA,278
723,"WEMELDINGE",11145,"h",1869,1656,NA
723,"WEMELDINGE",11145,"h",1870,1703,NA
723,"WEMELDINGE",11145,"h",1879,1904,NA
724,"WESTDORPE",10915,"h",1889,2433,NA
724,"WESTDORPE",10915,"h",1933,NA,432
724,"WESTDORPE",10915,"h",1869,2179,NA
724,"WESTDORPE",10915,"h",1870,2263,NA
724,"WESTDORPE",10915,"h",1879,2420,NA
726,"WESTKAPELLE",10931,"h",1889,1667,NA
726,"WESTKAPELLE",10931,"h",1933,NA,246
726,"WESTKAPELLE",10931,"h",1869,1596,NA
726,"WESTKAPELLE",10931,"h",1870,1615,NA
726,"WESTKAPELLE",10931,"h",1879,1835,NA
727,"WISSENKERKE",10243,"h",1889,5047,NA
727,"WISSENKERKE",10243,"h",1933,NA,309
727,"WISSENKERKE",10243,"h",1869,4279,NA
727,"WISSENKERKE",10243,"h",1870,4962,NA
727,"WISSENKERKE",10243,"h",1879,5543,NA
728,"WOLPHAARTSDIJK",10543,"h",1889,3387,NA
728,"WOLPHAARTSDIJK",10543,"h",1933,NA,251
728,"WOLPHAARTSDIJK",10543,"h",1869,2953,NA
728,"WOLPHAARTSDIJK",10543,"h",1870,2976,NA
728,"WOLPHAARTSDIJK",10543,"h",1879,3449,NA
729,"YERSEKE",11247,"h",1889,3053,NA
729,"YERSEKE",11247,"h",1933,NA,323
729,"YERSEKE",11247,"h",1869,1152,NA
729,"YERSEKE",11247,"h",1870,1173,NA
729,"YERSEKE",11247,"h",1879,2416,NA
730,"IJZENDIJKE",10688,"h",1889,5921,NA
730,"IJZENDIJKE",10688,"h",1933,NA,301
730,"IJZENDIJKE",10688,"h",1869,5559,NA
730,"IJZENDIJKE",10688,"h",1870,5609,NA
730,"IJZENDIJKE",10688,"h",1879,6017,NA
731,"ZAAMSLAG",11173,"h",1889,4467,NA
731,"ZAAMSLAG",11173,"h",1933,NA,357
731,"ZAAMSLAG",11173,"h",1869,3849,NA
731,"ZAAMSLAG",11173,"h",1870,3961,NA
731,"ZAAMSLAG",11173,"h",1879,4553,NA
732,"ZIERIKZEE",10843,"h",1889,16795,NA
732,"ZIERIKZEE",10843,"h",1933,NA,413
732,"ZIERIKZEE",10843,"h",1869,18270,NA
732,"ZIERIKZEE",10843,"h",1870,17978,NA
732,"ZIERIKZEE",10843,"h",1879,17642,NA
734,"ZUIDDORPE",11087,"h",1889,1450,NA
734,"ZUIDDORPE",11087,"h",1933,NA,285
734,"ZUIDDORPE",11087,"h",1869,1441,NA
734,"ZUIDDORPE",11087,"h",1870,1429,NA
734,"ZUIDDORPE",11087,"h",1879,1523,NA
735,"ZUIDZANDE",10437,"h",1889,2074,NA
735,"ZUIDZANDE",10437,"h",1933,NA,440
735,"ZUIDZANDE",10437,"h",1869,1674,NA
735,"ZUIDZANDE",10437,"h",1870,1860,NA
735,"ZUIDZANDE",10437,"h",1879,2189,NA
738,"AALBURG",11084,"h",1889,2050,NA
738,"AALBURG",11084,"h",1933,NA,239
738,"AALBURG",11084,"h",1869,1905,NA
738,"AALBURG",11084,"h",1870,1759,NA
739,"AARLE RIXTEL",10757,"h",1889,1288,NA
739,"AARLE RIXTEL",10757,"h",1933,NA,175
739,"AARLE RIXTEL",10757,"h",1869,1022,NA
739,"AARLE RIXTEL",10757,"h",1870,1040,NA
739,"AARLE RIXTEL",10757,"h",1879,1187,NA
740,"ALMKERK",10788,"h",1889,4038,NA
740,"ALMKERK",10788,"h",1933,NA,258
740,"ALMKERK",10788,"h",1869,1846,NA
740,"ALMKERK",10788,"h",1870,1846,NA
740,"ALMKERK",10788,"h",1879,3808,NA
741,"ALPHEN EN RIEL",10710,"h",1889,1649,NA
741,"ALPHEN EN RIEL",10710,"h",1933,NA,280
741,"ALPHEN EN RIEL",10710,"h",1869,1495,NA
741,"ALPHEN EN RIEL",10710,"h",1870,1477,NA
741,"ALPHEN EN RIEL",10710,"h",1879,1487,NA
742,"ANDEL",10871,"h",1889,1352,NA
742,"ANDEL",10871,"h",1933,NA,291
742,"ANDEL",10871,"h",1869,1055,NA
742,"ANDEL",10871,"h",1870,1001,NA
742,"ANDEL",10871,"h",1879,1179,NA
743,"ASTEN",10478,"h",1889,2018,NA
743,"ASTEN",10478,"h",1933,NA,214
743,"ASTEN",10478,"h",1869,1767,NA
743,"ASTEN",10478,"h",1870,1781,NA
743,"ASTEN",10478,"h",1879,1949,NA
744,"BAARLE NASSAU",10060,"h",1889,1943,NA
744,"BAARLE NASSAU",10060,"h",1933,NA,240
744,"BAARLE NASSAU",10060,"h",1869,1638,NA
744,"BAARLE NASSAU",10060,"h",1870,1870,NA
744,"BAARLE NASSAU",10060,"h",1879,1957,NA
745,"BAKEL EN MILHEEZE",10749,"h",1889,895,NA
745,"BAKEL EN MILHEEZE",10749,"h",1933,NA,160
745,"BAKEL EN MILHEEZE",10749,"h",1869,767,NA
745,"BAKEL EN MILHEEZE",10749,"h",1870,705,NA
745,"BAKEL EN MILHEEZE",10749,"h",1879,852,NA
746,"BEEK EN DONK",10173,"h",1889,1283,NA
746,"BEEK EN DONK",10173,"h",1933,NA,198
746,"BEEK EN DONK",10173,"h",1869,834,NA
746,"BEEK EN DONK",10173,"h",1870,825,NA
746,"BEEK EN DONK",10173,"h",1879,1053,NA
747,"BEERS",11410,"h",1889,837,NA
747,"BEERS",11410,"h",1933,NA,207
747,"BEERS",11410,"h",1869,659,NA
747,"BEERS",11410,"h",1870,735,NA
747,"BEERS",11410,"h",1879,816,NA
748,"BERGEN OP ZOOM",11037,"h",1889,25262,NA
748,"BERGEN OP ZOOM",11037,"h",1933,NA,509
748,"BERGEN OP ZOOM",11037,"h",1869,19036,NA
748,"BERGEN OP ZOOM",11037,"h",1870,19509,NA
748,"BERGEN OP ZOOM",11037,"h",1879,25664,NA
749,"BERGEYK",11160,"h",1889,1339,NA
749,"BERGEYK",11160,"h",1933,NA,282
749,"BERGEYK",11160,"h",1869,947,NA
749,"BERGEYK",11160,"h",1870,1055,NA
749,"BERGEYK",11160,"h",1879,1164,NA
750,"BERGHEM",10733,"h",1889,1348,NA
750,"BERGHEM",10733,"h",1933,NA,183
750,"BERGHEM",10733,"h",1869,1249,NA
750,"BERGHEM",10733,"h",1870,1286,NA
750,"BERGHEM",10733,"h",1879,1366,NA
751,"BERKEL ENSCHOT",11132,"h",1889,1340,NA
751,"BERKEL ENSCHOT",11132,"h",1933,NA,389
751,"BERKEL ENSCHOT",11132,"h",1869,1008,NA
751,"BERKEL ENSCHOT",11132,"h",1870,1058,NA
751,"BERKEL ENSCHOT",11132,"h",1879,1193,NA
752,"BERLICUM",10362,"h",1889,2822,NA
752,"BERLICUM",10362,"h",1933,NA,255
752,"BERLICUM",10362,"h",1869,2388,NA
752,"BERLICUM",10362,"h",1870,2510,NA
752,"BERLICUM",10362,"h",1879,2687,NA
753,"BEST",10442,"h",1889,1537,NA
753,"BEST",10442,"h",1933,NA,282
753,"BEST",10442,"h",1869,1228,NA
753,"BEST",10442,"h",1870,1236,NA
753,"BEST",10442,"h",1879,1268,NA
754,"BLADEL EN NETERSEL",11006,"h",1889,965,NA
754,"BLADEL EN NETERSEL",11006,"h",1933,NA,267
754,"BLADEL EN NETERSEL",11006,"h",1869,836,NA
754,"BLADEL EN NETERSEL",11006,"h",1870,1001,NA
754,"BLADEL EN NETERSEL",11006,"h",1879,850,NA
755,"BOEKEL",10432,"h",1889,1332,NA
755,"BOEKEL",10432,"h",1933,NA,177
755,"BOEKEL",10432,"h",1869,1047,NA
755,"BOEKEL",10432,"h",1870,995,NA
755,"BOEKEL",10432,"h",1879,1267,NA
756,"BOXMEER",11227,"h",1889,4251,NA
756,"BOXMEER",11227,"h",1933,NA,313
756,"BOXMEER",11227,"h",1869,3748,NA
756,"BOXMEER",11227,"h",1870,3951,NA
756,"BOXMEER",11227,"h",1879,4194,NA
757,"BOXTEL",10083,"h",1889,7190,NA
757,"BOXTEL",10083,"h",1933,NA,340
757,"BOXTEL",10083,"h",1869,5465,NA
757,"BOXTEL",10083,"h",1870,5569,NA
757,"BOXTEL",10083,"h",1879,6495,NA
758,"BREDA",10154,"h",1889,57616,NA
758,"BREDA",10154,"h",1933,NA,526
758,"BREDA",10154,"h",1869,41814,NA
758,"BREDA",10154,"h",1870,42301,NA
758,"BREDA",10154,"h",1879,50368,NA
759,"BUDEL",10219,"h",1889,1389,NA
759,"BUDEL",10219,"h",1933,NA,273
759,"BUDEL",10219,"h",1869,1142,NA
759,"BUDEL",10219,"h",1870,1111,NA
759,"BUDEL",10219,"h",1879,1191,NA
760,"CHAAM",11433,"h",1889,1289,NA
760,"CHAAM",11433,"h",1933,NA,203
760,"CHAAM",11433,"h",1869,1228,NA
760,"CHAAM",11433,"h",1870,1266,NA
760,"CHAAM",11433,"h",1879,1269,NA
761,"CUIJK EN ST AGATHA",10023,"h",1889,3135,NA
761,"CUIJK EN ST AGATHA",10023,"h",1933,NA,246
761,"CUIJK EN ST AGATHA",10023,"h",1869,2504,NA
761,"CUIJK EN ST AGATHA",10023,"h",1870,2746,NA
761,"CUIJK EN ST AGATHA",10023,"h",1879,2798,NA
762,"DEURNE",10379,"h",1889,2662,NA
762,"DEURNE",10379,"h",1933,NA,193
762,"DEURNE",10379,"h",1869,1771,NA
762,"DEURNE",10379,"h",1870,1913,NA
763,"DIESSEN",11185,"h",1889,623,NA
763,"DIESSEN",11185,"h",1933,NA,258
763,"DIESSEN",11185,"h",1869,562,NA
763,"DIESSEN",11185,"h",1870,573,NA
763,"DIESSEN",11185,"h",1879,575,NA
764,"DINTELOORD EN PRINSENLAND",11193,"h",1889,5015,NA
764,"DINTELOORD EN PRINSENLAND",11193,"h",1933,NA,278
764,"DINTELOORD EN PRINSENLAND",11193,"h",1869,4336,NA
764,"DINTELOORD EN PRINSENLAND",11193,"h",1870,4260,NA
764,"DINTELOORD EN PRINSENLAND",11193,"h",1879,4998,NA
766,"DONGEN",11412,"h",1889,5740,NA
766,"DONGEN",11412,"h",1933,NA,265
766,"DONGEN",11412,"h",1869,3428,NA
766,"DONGEN",11412,"h",1870,3632,NA
766,"DONGEN",11412,"h",1879,4797,NA
767,"DRUNEN",10428,"h",1889,2485,NA
767,"DRUNEN",10428,"h",1933,NA,285
767,"DRUNEN",10428,"h",1869,1846,NA
767,"DRUNEN",10428,"h",1870,1903,NA
767,"DRUNEN",10428,"h",1879,2374,NA
768,"DEN DUNGEN",10491,"h",1889,1317,NA
768,"DEN DUNGEN",10491,"h",1933,NA,226
768,"DEN DUNGEN",10491,"h",1869,1205,NA
768,"DEN DUNGEN",10491,"h",1870,1248,NA
768,"DEN DUNGEN",10491,"h",1879,1325,NA
769,"DUSSEN",10261,"h",1889,3079,NA
769,"DUSSEN",10261,"h",1933,NA,251
769,"DUSSEN",10261,"h",1869,2563,NA
769,"DUSSEN",10261,"h",1870,2485,NA
769,"DUSSEN",10261,"h",1879,2992,NA
770,"EERSEL",10741,"h",1889,654,NA
770,"EERSEL",10741,"h",1933,NA,310
770,"EERSEL",10741,"h",1869,518,NA
770,"EERSEL",10741,"h",1870,697,NA
770,"EERSEL",10741,"h",1879,608,NA
771,"EETHEN",10010,"h",1933,NA,227
772,"EINDHOVEN",11298,"h",1889,13904,NA
772,"EINDHOVEN",11298,"h",1933,NA,439
772,"EINDHOVEN",11298,"h",1869,8678,NA
772,"EINDHOVEN",11298,"h",1870,9687,NA
772,"EINDHOVEN",11298,"h",1879,12556,NA
773,"EMPEL EN MEERWIJK",10295,"h",1889,584,NA
773,"EMPEL EN MEERWIJK",10295,"h",1933,NA,253
773,"EMPEL EN MEERWIJK",10295,"h",1869,765,NA
773,"EMPEL EN MEERWIJK",10295,"h",1870,689,NA
773,"EMPEL EN MEERWIJK",10295,"h",1879,535,NA
774,"ENGELEN",10322,"h",1889,525,NA
774,"ENGELEN",10322,"h",1933,NA,92
774,"ENGELEN",10322,"h",1869,572,NA
774,"ENGELEN",10322,"h",1870,575,NA
774,"ENGELEN",10322,"h",1879,561,NA
775,"ERP",10385,"h",1889,1857,NA
775,"ERP",10385,"h",1933,NA,205
775,"ERP",10385,"h",1869,1582,NA
775,"ERP",10385,"h",1870,1592,NA
775,"ERP",10385,"h",1879,1701,NA
776,"ESCH",10709,"h",1889,594,NA
776,"ESCH",10709,"h",1933,NA,220
776,"ESCH",10709,"h",1869,449,NA
776,"ESCH",10709,"h",1870,457,NA
776,"ESCH",10709,"h",1879,569,NA
777,"ETTEN LEUR",10750,"h",1889,7370,NA
777,"ETTEN LEUR",10750,"h",1933,NA,184
777,"ETTEN LEUR",10750,"h",1869,5892,NA
777,"ETTEN LEUR",10750,"h",1870,6027,NA
777,"ETTEN LEUR",10750,"h",1879,7140,NA
778,"FIJNAART EN HEIJNINGEN",10206,"h",1889,5132,NA
778,"FIJNAART EN HEIJNINGEN",10206,"h",1933,NA,252
778,"FIJNAART EN HEIJNINGEN",10206,"h",1869,4271,NA
778,"FIJNAART EN HEIJNINGEN",10206,"h",1870,4505,NA
778,"FIJNAART EN HEIJNINGEN",10206,"h",1879,4717,NA
779,"GEERTRUIDENBERG",10101,"h",1889,4099,NA
779,"GEERTRUIDENBERG",10101,"h",1933,NA,397
779,"GEERTRUIDENBERG",10101,"h",1869,3715,NA
779,"GEERTRUIDENBERG",10101,"h",1870,3536,NA
779,"GEERTRUIDENBERG",10101,"h",1879,4125,NA
780,"GEFFEN",10370,"h",1889,1111,NA
780,"GEFFEN",10370,"h",1933,NA,139
780,"GEFFEN",10370,"h",1869,1082,NA
780,"GEFFEN",10370,"h",1870,1090,NA
780,"GEFFEN",10370,"h",1879,1125,NA
781,"GELDROP",10529,"h",1889,2794,NA
781,"GELDROP",10529,"h",1933,NA,345
781,"GELDROP",10529,"h",1869,1462,NA
781,"GELDROP",10529,"h",1870,1355,NA
781,"GELDROP",10529,"h",1879,2495,NA
782,"GEMERT",10277,"h",1889,3903,NA
782,"GEMERT",10277,"h",1933,NA,262
782,"GEMERT",10277,"h",1869,2949,NA
782,"GEMERT",10277,"h",1870,2937,NA
782,"GEMERT",10277,"h",1879,3761,NA
783,"GIESSEN",10193,"h",1889,509,NA
783,"GIESSEN",10193,"h",1933,NA,265
783,"GIESSEN",10193,"h",1869,356,NA
783,"GIESSEN",10193,"h",1870,451,NA
783,"GIESSEN",10193,"h",1879,533,NA
784,"GILZE EN RIJEN",11375,"h",1889,3694,NA
784,"GILZE EN RIJEN",11375,"h",1933,NA,330
784,"GILZE EN RIJEN",11375,"h",1869,2457,NA
784,"GILZE EN RIJEN",11375,"h",1870,2588,NA
784,"GILZE EN RIJEN",11375,"h",1879,3217,NA
785,"GOIRLE",10971,"h",1889,1485,NA
785,"GOIRLE",10971,"h",1933,NA,352
785,"GOIRLE",10971,"h",1869,929,NA
785,"GOIRLE",10971,"h",1870,929,NA
785,"GOIRLE",10971,"h",1879,1218,NA
786,"GRAVE",10165,"h",1889,4821,NA
786,"GRAVE",10165,"h",1933,NA,354
786,"GRAVE",10165,"h",1869,4544,NA
786,"GRAVE",10165,"h",1870,4637,NA
786,"GRAVE",10165,"h",1879,5465,NA
787,"'S GRAVENMOER",10469,"h",1889,1246,NA
787,"'S GRAVENMOER",10469,"h",1933,NA,202
787,"'S GRAVENMOER",10469,"h",1869,799,NA
787,"'S GRAVENMOER",10469,"h",1870,817,NA
787,"'S GRAVENMOER",10469,"h",1879,1142,NA
788,"HAAREN",11155,"h",1889,1523,NA
788,"HAAREN",11155,"h",1933,NA,293
788,"HAAREN",11155,"h",1869,1411,NA
788,"HAAREN",11155,"h",1870,1415,NA
788,"HAAREN",11155,"h",1879,1347,NA
789,"HALSTEREN",10387,"h",1889,3511,NA
789,"HALSTEREN",10387,"h",1933,NA,331
789,"HALSTEREN",10387,"h",1869,2988,NA
789,"HALSTEREN",10387,"h",1870,2935,NA
789,"HALSTEREN",10387,"h",1879,3257,NA
790,"HAPS",11283,"h",1889,744,NA
790,"HAPS",11283,"h",1933,NA,137
790,"HAPS",11283,"h",1869,578,NA
790,"HAPS",11283,"h",1870,540,NA
790,"HAPS",11283,"h",1879,725,NA
791,"HEESCH",10149,"h",1889,1387,NA
791,"HEESCH",10149,"h",1933,NA,123
791,"HEESCH",10149,"h",1869,1174,NA
791,"HEESCH",10149,"h",1870,1235,NA
791,"HEESCH",10149,"h",1879,1245,NA
793,"HEEZE",10462,"h",1889,1478,NA
793,"HEEZE",10462,"h",1933,NA,304
793,"HEEZE",10462,"h",1869,1197,NA
793,"HEEZE",10462,"h",1870,1212,NA
793,"HEEZE",10462,"h",1879,1249,NA
794,"HELMOND",10932,"h",1889,8862,NA
794,"HELMOND",10932,"h",1933,NA,296
794,"HELMOND",10932,"h",1869,5576,NA
794,"HELMOND",10932,"h",1870,6043,NA
794,"HELMOND",10932,"h",1879,8116,NA
795,"HELVOIRT",10389,"h",1889,2194,NA
795,"HELVOIRT",10389,"h",1933,NA,274
795,"HELVOIRT",10389,"h",1869,1623,NA
795,"HELVOIRT",10389,"h",1870,1478,NA
795,"HELVOIRT",10389,"h",1879,1902,NA
796,"'S-HERTOGENBOSCH",10054,"h",1889,77536,NA
796,"'S-HERTOGENBOSCH",10054,"h",1933,NA,432
796,"'S-HERTOGENBOSCH",10054,"h",1869,63433,NA
796,"'S-HERTOGENBOSCH",10054,"h",1870,66273,NA
796,"'S-HERTOGENBOSCH",10054,"h",1879,74766,NA
797,"HEUSDEN",10307,"h",1889,5349,NA
797,"HEUSDEN",10307,"h",1933,NA,341
797,"HEUSDEN",10307,"h",1869,5174,NA
797,"HEUSDEN",10307,"h",1870,4903,NA
797,"HEUSDEN",10307,"h",1879,5377,NA
798,"HILVARENBEEK",11297,"h",1889,2267,NA
798,"HILVARENBEEK",11297,"h",1933,NA,379
798,"HILVARENBEEK",11297,"h",1869,1812,NA
798,"HILVARENBEEK",11297,"h",1870,1921,NA
798,"HILVARENBEEK",11297,"h",1879,1905,NA
799,"HOEVEN",10065,"h",1889,1988,NA
799,"HOEVEN",10065,"h",1933,NA,163
799,"HOEVEN",10065,"h",1869,1619,NA
799,"HOEVEN",10065,"h",1870,1626,NA
799,"HOEVEN",10065,"h",1879,1876,NA
800,"HOOGELOON, HAPERT EN CASTEREN",10657,"h",1889,698,NA
800,"HOOGELOON, HAPERT EN CASTEREN",10657,"h",1933,NA,204
800,"HOOGELOON, HAPERT EN CASTEREN",10657,"h",1869,645,NA
800,"HOOGELOON, HAPERT EN CASTEREN",10657,"h",1870,654,NA
800,"HOOGELOON, HAPERT EN CASTEREN",10657,"h",1879,629,NA
801,"HOOGE EN LAGE MIERDE",10476,"h",1889,579,NA
801,"HOOGE EN LAGE MIERDE",10476,"h",1933,NA,266
801,"HOOGE EN LAGE MIERDE",10476,"h",1869,480,NA
801,"HOOGE EN LAGE MIERDE",10476,"h",1870,507,NA
801,"HOOGE EN LAGE MIERDE",10476,"h",1879,541,NA
802,"HOOGE EN LAGE ZWALUWE",11318,"h",1889,5673,NA
802,"HOOGE EN LAGE ZWALUWE",11318,"h",1933,NA,201
802,"HOOGE EN LAGE ZWALUWE",11318,"h",1869,5196,NA
802,"HOOGE EN LAGE ZWALUWE",11318,"h",1870,4804,NA
802,"HOOGE EN LAGE ZWALUWE",11318,"h",1879,5721,NA
803,"HUIJBERGEN",10466,"h",1889,693,NA
803,"HUIJBERGEN",10466,"h",1933,NA,327
803,"HUIJBERGEN",10466,"h",1869,551,NA
803,"HUIJBERGEN",10466,"h",1870,567,NA
803,"HUIJBERGEN",10466,"h",1879,670,NA
804,"KLUNDERT",10656,"h",1889,5299,NA
804,"KLUNDERT",10656,"h",1933,NA,246
804,"KLUNDERT",10656,"h",1869,4228,NA
804,"KLUNDERT",10656,"h",1870,4480,NA
804,"KLUNDERT",10656,"h",1879,5359,NA
805,"LEENDE",11017,"h",1889,1045,NA
805,"LEENDE",11017,"h",1933,NA,228
805,"LEENDE",11017,"h",1869,784,NA
805,"LEENDE",11017,"h",1870,888,NA
805,"LEENDE",11017,"h",1879,1065,NA
806,"LIEMPDE",10390,"h",1889,1180,NA
806,"LIEMPDE",10390,"h",1933,NA,271
806,"LIEMPDE",10390,"h",1869,847,NA
806,"LIEMPDE",10390,"h",1870,901,NA
806,"LIEMPDE",10390,"h",1879,1000,NA
807,"LIESHOUT",10637,"h",1889,908,NA
807,"LIESHOUT",10637,"h",1933,NA,270
807,"LIESHOUT",10637,"h",1869,574,NA
807,"LIESHOUT",10637,"h",1870,562,NA
807,"LIESHOUT",10637,"h",1879,815,NA
808,"LITH",11219,"h",1889,1605,NA
808,"LITH",11219,"h",1933,NA,199
808,"LITH",11219,"h",1869,1462,NA
808,"LITH",11219,"h",1870,1411,NA
808,"LITH",11219,"h",1879,1378,NA
809,"LOON OP ZAND",11259,"h",1889,5739,NA
809,"LOON OP ZAND",11259,"h",1933,NA,329
809,"LOON OP ZAND",11259,"h",1869,3752,NA
809,"LOON OP ZAND",11259,"h",1870,4365,NA
809,"LOON OP ZAND",11259,"h",1879,5574,NA
810,"LUYKSGESTEL",10011,"h",1889,600,NA
810,"LUYKSGESTEL",10011,"h",1933,NA,211
810,"LUYKSGESTEL",10011,"h",1869,561,NA
810,"LUYKSGESTEL",10011,"h",1870,517,NA
810,"LUYKSGESTEL",10011,"h",1879,612,NA
811,"MAARHEEZE",11143,"h",1889,422,NA
811,"MAARHEEZE",11143,"h",1933,NA,158
811,"MAARHEEZE",11143,"h",1869,306,NA
811,"MAARHEEZE",11143,"h",1870,332,NA
811,"MAARHEEZE",11143,"h",1879,334,NA
812,"MADE EN DRIMMELEN",10258,"h",1889,3058,NA
812,"MADE EN DRIMMELEN",10258,"h",1933,NA,246
812,"MADE EN DRIMMELEN",10258,"h",1869,2264,NA
812,"MADE EN DRIMMELEN",10258,"h",1870,2465,NA
812,"MADE EN DRIMMELEN",10258,"h",1879,2907,NA
813,"MEGEN,HAREN EN MACHAREN",10988,"h",1889,1787,NA
813,"MEGEN,HAREN EN MACHAREN",10988,"h",1933,NA,137
813,"MEGEN,HAREN EN MACHAREN",10988,"h",1869,1715,NA
813,"MEGEN,HAREN EN MACHAREN",10988,"h",1870,1607,NA
813,"MEGEN,HAREN EN MACHAREN",10988,"h",1879,1759,NA
814,"MIERLO",10215,"h",1889,1514,NA
814,"MIERLO",10215,"h",1933,NA,228
814,"MIERLO",10215,"h",1869,998,NA
814,"MIERLO",10215,"h",1870,997,NA
814,"MIERLO",10215,"h",1879,1345,NA
815,"MILL EN SINT HUBERT",10535,"h",1889,1986,NA
815,"MILL EN SINT HUBERT",10535,"h",1933,NA,187
815,"MILL EN SINT HUBERT",10535,"h",1869,1232,NA
815,"MILL EN SINT HUBERT",10535,"h",1870,1227,NA
815,"MILL EN SINT HUBERT",10535,"h",1879,1932,NA
816,"MOERGESTEL",11191,"h",1889,1001,NA
816,"MOERGESTEL",11191,"h",1933,NA,301
816,"MOERGESTEL",11191,"h",1869,762,NA
816,"MOERGESTEL",11191,"h",1870,718,NA
816,"MOERGESTEL",11191,"h",1879,849,NA
818,"NIEUW VOSSEMEER",10401,"h",1889,1713,NA
818,"NIEUW VOSSEMEER",10401,"h",1933,NA,192
818,"NIEUW VOSSEMEER",10401,"h",1869,1489,NA
818,"NIEUW VOSSEMEER",10401,"h",1870,1516,NA
818,"NIEUW VOSSEMEER",10401,"h",1879,1641,NA
819,"NISTELRODE",10094,"h",1889,1108,NA
819,"NISTELRODE",10094,"h",1933,NA,113
819,"NISTELRODE",10094,"h",1869,1078,NA
819,"NISTELRODE",10094,"h",1870,1089,NA
819,"NISTELRODE",10094,"h",1879,1096,NA
820,"NUENEN,GERWEN EN NEDERWETTEN",10761,"h",1889,1948,NA
820,"NUENEN,GERWEN EN NEDERWETTEN",10761,"h",1933,NA,279
820,"NUENEN,GERWEN EN NEDERWETTEN",10761,"h",1869,1400,NA
820,"NUENEN,GERWEN EN NEDERWETTEN",10761,"h",1870,1307,NA
820,"NUENEN,GERWEN EN NEDERWETTEN",10761,"h",1879,1818,NA
821,"NULAND",10118,"h",1889,729,NA
821,"NULAND",10118,"h",1933,NA,183
821,"NULAND",10118,"h",1869,732,NA
821,"NULAND",10118,"h",1870,702,NA
821,"NULAND",10118,"h",1879,803,NA
822,"OEFFELT",10360,"h",1889,1133,NA
822,"OEFFELT",10360,"h",1933,NA,286
822,"OEFFELT",10360,"h",1869,723,NA
822,"OEFFELT",10360,"h",1870,764,NA
823,"OIRSCHOT",10225,"h",1889,4183,NA
823,"OIRSCHOT",10225,"h",1933,NA,236
823,"OIRSCHOT",10225,"h",1869,3558,NA
823,"OIRSCHOT",10225,"h",1870,3545,NA
823,"OIRSCHOT",10225,"h",1879,4127,NA
824,"OISTERWIJK",10103,"h",1889,4211,NA
824,"OISTERWIJK",10103,"h",1933,NA,437
824,"OISTERWIJK",10103,"h",1869,2891,NA
824,"OISTERWIJK",10103,"h",1870,3233,NA
824,"OISTERWIJK",10103,"h",1879,3903,NA
825,"OOST-, WEST- EN MIDDELBEERS",10220,"h",1889,842,NA
825,"OOST-, WEST- EN MIDDELBEERS",10220,"h",1933,NA,334
825,"OOST-, WEST- EN MIDDELBEERS",10220,"h",1869,656,NA
825,"OOST-, WEST- EN MIDDELBEERS",10220,"h",1870,659,NA
825,"OOST-, WEST- EN MIDDELBEERS",10220,"h",1879,715,NA
826,"OOSTERHOUT",11280,"h",1889,14209,NA
826,"OOSTERHOUT",11280,"h",1933,NA,266
826,"OOSTERHOUT",11280,"h",1869,11146,NA
826,"OOSTERHOUT",11280,"h",1870,11999,NA
826,"OOSTERHOUT",11280,"h",1879,13422,NA
827,"OPLOO, SINT ANTHONIS EN LEDEACKER",11415,"h",1889,1287,NA
827,"OPLOO, SINT ANTHONIS EN LEDEACKER",11415,"h",1933,NA,194
827,"OPLOO, SINT ANTHONIS EN LEDEACKER",11415,"h",1869,1052,NA
827,"OPLOO, SINT ANTHONIS EN LEDEACKER",11415,"h",1870,1132,NA
827,"OPLOO, SINT ANTHONIS EN LEDEACKER",11415,"h",1879,1181,NA
828,"OSS",10834,"h",1889,7559,NA
828,"OSS",10834,"h",1933,NA,352
828,"OSS",10834,"h",1869,4349,NA
828,"OSS",10834,"h",1870,4310,NA
828,"OSS",10834,"h",1879,5839,NA
829,"OSSENDRECHT",10929,"h",1889,2290,NA
829,"OSSENDRECHT",10929,"h",1933,NA,194
829,"OSSENDRECHT",10929,"h",1869,1618,NA
829,"OSSENDRECHT",10929,"h",1870,1607,NA
829,"OSSENDRECHT",10929,"h",1879,2068,NA
830,"OUDENBOSCH",10397,"h",1889,6785,NA
830,"OUDENBOSCH",10397,"h",1933,NA,242
830,"OUDENBOSCH",10397,"h",1869,5193,NA
830,"OUDENBOSCH",10397,"h",1870,5504,NA
830,"OUDENBOSCH",10397,"h",1879,6519,NA
831,"OUD EN NIEUW GASTEL",11363,"h",1889,4677,NA
831,"OUD EN NIEUW GASTEL",11363,"h",1933,NA,245
831,"OUD EN NIEUW GASTEL",11363,"h",1869,3386,NA
831,"OUD EN NIEUW GASTEL",11363,"h",1870,3496,NA
831,"OUD EN NIEUW GASTEL",11363,"h",1879,4355,NA
833,"PUTTE",10099,"h",1889,876,NA
