"","gemeente","1848","1850","1888","1897","district"
"2656","Wijdenes",NA,NA,1,1,"Enkhuizen"
"2754","Winkel",NA,NA,1,1,"Enkhuizen"
"2811","Wognum",NA,NA,1,1,"Enkhuizen"
"3136","Anna Paulowna",NA,NA,1,1,"Den Helder"
"4126","Callantsoog",NA,NA,1,1,"Den Helder"
"5126","Helder (Den)",NA,NA,1,1,"Den Helder"
"6126","Petten",NA,NA,1,1,"Den Helder"
"7123","Terschelling",NA,NA,1,1,"Den Helder"
"8116","Texel",NA,NA,1,1,"Den Helder"
"9112","Vlieland",NA,NA,1,1,"Den Helder"
"10109","Wieringen",NA,NA,1,1,"Den Helder"
"11104","Zijpe (De)",NA,NA,1,1,"Den Helder"
"3137","Akersloot",NA,NA,1,1,"Beverwijk"
"4127","Assendelft",NA,NA,1,1,"Beverwijk"
"5127","Beverwijk",NA,NA,1,1,"Beverwijk"
"6127","Bloemendaal",NA,NA,1,1,"Beverwijk"
"7124","Castricum",NA,NA,1,1,"Beverwijk"
"8117","Egmond aan Zee",NA,NA,1,1,"Beverwijk"
"9113","Egmond-Binnen",NA,NA,1,1,"Beverwijk"
"10110","Haarlemmerliede",NA,NA,1,1,"Beverwijk"
"11105","Heemskerk",NA,NA,1,1,"Beverwijk"
"1298","Krommenie",NA,NA,1,1,"Beverwijk"
"1392","Limmen",NA,NA,1,1,"Beverwijk"
"1488","Schoten",NA,NA,1,1,"Beverwijk"
"1584","Spaarndam",NA,NA,1,1,"Beverwijk"
"1680","Uitgeest",NA,NA,1,1,"Beverwijk"
"1777","Velsen",NA,NA,1,1,"Beverwijk"
"1877","Westzaan",NA,NA,1,1,"Beverwijk"
"1975","Wijk aan Zee en Duin",NA,NA,1,1,"Beverwijk"
"2071","Zandvoort",NA,NA,1,1,"Beverwijk"
"3138","Katwijk",NA,NA,1,1,"Katwijk"
"4128","Koudekerk",NA,NA,1,1,"Katwijk"
"5128","Leiderdorp",NA,NA,1,1,"Katwijk"
"6128","Noordwijk",NA,NA,1,1,"Katwijk"
"7125","Noordwijkerhout",NA,NA,1,1,"Katwijk"
"8118","Oegstgeest",NA,NA,1,1,"Katwijk"
"9114","Oudshoorn",NA,NA,1,1,"Katwijk"
"10111","Rijnsaterwoude",NA,NA,1,1,"Katwijk"
"11106","Rijnsburg",NA,NA,1,1,"Katwijk"
"1299","Sassenheim",NA,NA,1,1,"Katwijk"
"1393","Valkenburg",NA,NA,1,1,"Katwijk"
"1489","Veur",NA,NA,1,1,"Katwijk"
"1585","Voorhout",NA,NA,1,1,"Katwijk"
"1681","Voorschoten",NA,NA,1,1,"Katwijk"
"1778","Warmond",NA,NA,1,1,"Katwijk"
"1878","Wassenaar",NA,NA,1,1,"Katwijk"
"1976","Woubrugge",NA,NA,1,1,"Katwijk"
"2072","Zoeterwoude",NA,NA,1,1,"Katwijk"
"3139","Aarlanderveen",NA,NA,1,1,"Bodegraven"
"4129","Alphen",NA,NA,1,1,"Bodegraven"
"5129","Ammerstol",NA,NA,1,1,"Bodegraven"
"6129","Barwoutswaarder",NA,NA,1,1,"Bodegraven"
"7126","Bergambacht",NA,NA,1,1,"Bodegraven"
"8119","Berkenwoude",NA,NA,1,1,"Bodegraven"
"9115","Bodegraven",NA,NA,1,1,"Bodegraven"
"10112","Haastrecht",NA,NA,1,1,"Bodegraven"
"11107","Hazerswoude",NA,NA,1,1,"Bodegraven"
"12100","Hekendorp",NA,NA,1,1,"Bodegraven"
"1394","Lange Ruige Weide",NA,NA,1,1,"Bodegraven"
"1490","Oudewater",NA,NA,1,1,"Bodegraven"
"1586","Papekop",NA,NA,1,1,"Bodegraven"
"1682","Reeuwijk",NA,NA,1,1,"Bodegraven"
"1779","Rietveld",NA,NA,1,1,"Bodegraven"
"1879","Schoonhoven",NA,NA,1,1,"Bodegraven"
"1977","Stolwijk",NA,NA,1,1,"Bodegraven"
"2073","Vlist",NA,NA,1,1,"Bodegraven"
"2171","Waarder",NA,NA,1,1,"Bodegraven"
"2269","Woerden",NA,NA,1,1,"Bodegraven"
"2364","Zwammerdam",NA,NA,1,1,"Bodegraven"
"3140","'s Gravenzande",NA,NA,1,1,"Loosduinen"
"4130","Benthuizen",NA,NA,1,1,"Loosduinen"
"5130","Lier (De)",NA,NA,1,1,"Loosduinen"
"6130","Loosduinen",NA,NA,1,1,"Loosduinen"
"7127","Maasland",NA,NA,1,1,"Loosduinen"
"8120","Maassluis",NA,NA,1,1,"Loosduinen"
"9116","Monster",NA,NA,1,1,"Loosduinen"
"10113","Naaldwijk",NA,NA,1,1,"Loosduinen"
"11108","Nootdorp",NA,NA,1,1,"Loosduinen"
"12101","Rijswijk",NA,NA,1,1,"Loosduinen"
"1395","Schipluiden",NA,NA,1,1,"Loosduinen"
"1491","Stompwijk",NA,NA,1,1,"Loosduinen"
"1587","Voorburg",NA,NA,1,1,"Loosduinen"
"1683","Wateringen",NA,NA,1,1,"Loosduinen"
"1780","Zegwaard",NA,NA,1,1,"Loosduinen"
"1880","Zoetermeer",NA,NA,1,1,"Loosduinen"
"3141","Alblas (Oud-)",NA,NA,1,1,"Sliedrecht"
"4131","Alblasserdam",NA,NA,1,1,"Sliedrecht"
"5131","Ameide",NA,NA,1,1,"Sliedrecht"
"6131","Bleskensgraaf",NA,NA,1,1,"Sliedrecht"
"7128","Brandwijk",NA,NA,1,1,"Sliedrecht"
"8121","Everdingen",NA,NA,1,1,"Sliedrecht"
"9117","Goudriaan",NA,NA,1,1,"Sliedrecht"
"10114","Groot-Ammers",NA,NA,1,1,"Sliedrecht"
"11109","Hagestein",NA,NA,1,1,"Sliedrecht"
"12102","Hei- en Boeicop",NA,NA,1,1,"Sliedrecht"
"1396","Langerak",NA,NA,1,1,"Sliedrecht"
"1492","Leerbroek",NA,NA,1,1,"Sliedrecht"
"1588","Leerdam",NA,NA,1,1,"Sliedrecht"
"1684","Lekkerland (Nieuw-)",NA,NA,1,1,"Sliedrecht"
"1781","Lexmond",NA,NA,1,1,"Sliedrecht"
"1881","Meerkerk",NA,NA,1,1,"Sliedrecht"
"1978","Nieuwpoort",NA,NA,1,1,"Sliedrecht"
"2074","Ottoland",NA,NA,1,1,"Sliedrecht"
"2172","Peursum",NA,NA,1,1,"Sliedrecht"
"2270","Schoonrewoerd",NA,NA,1,1,"Sliedrecht"
"2365","Sliedrecht",NA,NA,1,1,"Sliedrecht"
"2462","Streefkerk",NA,NA,1,1,"Sliedrecht"
"2558","Tienhoven",NA,NA,1,1,"Sliedrecht"
"2657","Vianen",NA,NA,1,1,"Sliedrecht"
"2755","Wijngaarden",NA,NA,1,1,"Sliedrecht"
"3142","Aardenburg",NA,NA,1,1,"Oostburg"
"4132","Axel",NA,NA,1,1,"Oostburg"
"5132","Biervliet",NA,NA,1,1,"Oostburg"
"6132","Breskens",NA,NA,1,1,"Oostburg"
"7129","Cadzand",NA,NA,1,1,"Oostburg"
"8122","Eede",NA,NA,1,1,"Oostburg"
"9118","Groede",NA,NA,1,1,"Oostburg"
"10115","Hoek",NA,NA,1,1,"Oostburg"
"11110","Hoofdplaat",NA,NA,1,1,"Oostburg"
"12103","Kruis (St.)",NA,NA,1,1,"Oostburg"
"1397","Neuzen",NA,NA,1,1,"Oostburg"
"1493","Nieuwvliet",NA,NA,1,1,"Oostburg"
"1589","Oostburg",NA,NA,1,1,"Oostburg"
"1685","Philippine",NA,NA,1,1,"Oostburg"
"1782","Retranchement",NA,NA,1,1,"Oostburg"
"1882","Sas van Gent",NA,NA,1,1,"Oostburg"
"1979","Schoondijke",NA,NA,1,1,"Oostburg"
"2075","Sluis",NA,NA,1,1,"Oostburg"
"2173","Waterlandkerkje",NA,NA,1,1,"Oostburg"
"2271","Westdorpe",NA,NA,1,1,"Oostburg"
"2366","Yzendijke",NA,NA,1,1,"Oostburg"
"2463","Zaamslag",NA,NA,1,1,"Oostburg"
"2559","Zuidzande",NA,NA,1,1,"Oostburg"
"3143","'s Heerenhoek",NA,NA,1,1,"Hontenisse"
"4133","Baarland",NA,NA,1,1,"Hontenisse"
"5133","Borsselen",NA,NA,1,1,"Hontenisse"
"6133","Boschkapelle",NA,NA,1,1,"Hontenisse"
"7130","Clinge",NA,NA,1,1,"Hontenisse"
"8123","Driewegen",NA,NA,1,1,"Hontenisse"
"9119","Ellewoutsdijk",NA,NA,1,1,"Hontenisse"
"10116","Graauw",NA,NA,1,1,"Hontenisse"
"11111","Hengstdijk",NA,NA,1,1,"Hontenisse"
"12104","Hoedekenskerke",NA,NA,1,1,"Hontenisse"
"1398","Hontenisse",NA,NA,1,1,"Hontenisse"
"1494","Hulst",NA,NA,1,1,"Hontenisse"
"1590","Jansteen (St.)",NA,NA,1,1,"Hontenisse"
"1686","Kapelle",NA,NA,1,1,"Hontenisse"
"1783","Koewacht",NA,NA,1,1,"Hontenisse"
"1883","Krabbendijke",NA,NA,1,1,"Hontenisse"
"1980","Kruiningen",NA,NA,1,1,"Hontenisse"
"2076","Nisse",NA,NA,1,1,"Hontenisse"
"2174","Ossenisse",NA,NA,1,1,"Hontenisse"
"2272","Oudelande",NA,NA,1,1,"Hontenisse"
"2367","Overslag",NA,NA,1,1,"Hontenisse"
"2464","Ovezande",NA,NA,1,1,"Hontenisse"
"2560","Rilland-Bath",NA,NA,1,1,"Hontenisse"
"2658","Schore",NA,NA,1,1,"Hontenisse"
"2756","Stoppeldijk",NA,NA,1,1,"Hontenisse"
"2812","Waarde",NA,NA,1,1,"Hontenisse"
"2911","Yerseke",NA,NA,1,1,"Hontenisse"
"309","Zuiddorpe",NA,NA,1,1,"Hontenisse"
"3144","'s-Gravenmoer",NA,NA,1,1,"Oosterhout"
"4134","Baarle-Nassau",NA,NA,1,1,"Oosterhout"
"5134","Chaam",NA,NA,1,1,"Oosterhout"
"6134","Dongen",NA,NA,1,1,"Oosterhout"
"7131","Gilze",NA,NA,1,1,"Oosterhout"
"8124","Ginneken",NA,NA,1,1,"Oosterhout"
"9120","Loon op Zand",NA,NA,1,1,"Oosterhout"
"10117","Oosterhout",NA,NA,1,1,"Oosterhout"
"11112","Rijsbergen",NA,NA,1,1,"Oosterhout"
"12105","Teteringen",NA,NA,1,1,"Oosterhout"
"1399","Zundert",NA,NA,1,1,"Oosterhout"
"3145","Almkerk",NA,NA,1,1,"Waalwijk"
"4135","Baardwijk",NA,NA,1,1,"Waalwijk"
"5135","Berkel",NA,NA,1,1,"Waalwijk"
"6135","Besoijen",NA,NA,1,1,"Waalwijk"
"7132","Bokhoven",NA,NA,1,1,"Waalwijk"
"8125","Capelle",NA,NA,1,1,"Waalwijk"
"9121","Cromvoirt",NA,NA,1,1,"Waalwijk"
"10118","Drongelen",NA,NA,1,1,"Waalwijk"
"11113","Drunen",NA,NA,1,1,"Waalwijk"
"12106","Dussen",NA,NA,1,1,"Waalwijk"
"13100","Empel",NA,NA,1,1,"Waalwijk"
"1495","Engelen",NA,NA,1,1,"Waalwijk"
"1591","Haaren",NA,NA,1,1,"Waalwijk"
"1687","Hedikhuizen",NA,NA,1,1,"Waalwijk"
"1784","Heesbeen",NA,NA,1,1,"Waalwijk"
"1884","Helvoirt",NA,NA,1,1,"Waalwijk"
"1981","Herpt",NA,NA,1,1,"Waalwijk"
"2077","Heusden",NA,NA,1,1,"Waalwijk"
"2175","Meeuwen",NA,NA,1,1,"Waalwijk"
"2273","Nieuwkuijk",NA,NA,1,1,"Waalwijk"
"2368","Oudheusden",NA,NA,1,1,"Waalwijk"
"2465","Sprang",NA,NA,1,1,"Waalwijk"
"2561","Udenhout",NA,NA,1,1,"Waalwijk"
"2659","Vlijmen",NA,NA,1,1,"Waalwijk"
"2757","Vrijhoeve-Capelle",NA,NA,1,1,"Waalwijk"
"2813","Waalwijk",NA,NA,1,1,"Waalwijk"
"2912","Waspik",NA,NA,1,1,"Waalwijk"
"3146","Bemelen",NA,NA,1,1,"Gulpen"
"4136","Berg en Terblijt",NA,NA,1,1,"Gulpen"
"5136","Bocholtz",NA,NA,1,1,"Gulpen"
"6136","Cadier en Keer",NA,NA,1,1,"Gulpen"
"7133","Geertruid (St.)",NA,NA,1,1,"Gulpen"
"8126","Gulpen",NA,NA,1,1,"Gulpen"
"9122","Heerlen",NA,NA,1,1,"Gulpen"
"10119","Houthem",NA,NA,1,1,"Gulpen"
"11114","Kerkrade",NA,NA,1,1,"Gulpen"
"12107","Klimmen",NA,NA,1,1,"Gulpen"
"13101","Margraten",NA,NA,1,1,"Gulpen"
"1496","Mesch",NA,NA,1,1,"Gulpen"
"1592","Mheer",NA,NA,1,1,"Gulpen"
"1688","Noorbeek",NA,NA,1,1,"Gulpen"
"1785","Oud-Valkenburg",NA,NA,1,1,"Gulpen"
"1885","Rijckholt",NA,NA,1,1,"Gulpen"
"1982","Schaesberg",NA,NA,1,1,"Gulpen"
"2078","Schin op Geulle",NA,NA,1,1,"Gulpen"
"2176","Simpelveld",NA,NA,1,1,"Gulpen"
"2274","Slenaken",NA,NA,1,1,"Gulpen"
"2369","Vaals",NA,NA,1,1,"Gulpen"
"2466","Valkenburg",NA,NA,1,1,"Gulpen"
"2562","Voerendaal",NA,NA,1,1,"Gulpen"
"2660","Wijlre",NA,NA,1,1,"Gulpen"
"2758","Wittem",NA,NA,1,1,"Gulpen"
"3147","Baexem",NA,NA,1,1,"Weert"
"4137","Buggenum",NA,NA,1,1,"Weert"
"5137","Grathem",NA,NA,1,1,"Weert"
"6137","Haelen",NA,NA,1,1,"Weert"
"7134","Heijthuizen",NA,NA,1,1,"Weert"
"8127","Helden",NA,NA,1,1,"Weert"
"9123","Horst",NA,NA,1,1,"Weert"
"10120","Hunsel",NA,NA,1,1,"Weert"
"11115","Ittervoort",NA,NA,1,1,"Weert"
"12108","Kessel",NA,NA,1,1,"Weert"
"13102","Maasbree",NA,NA,1,1,"Weert"
"1497","Meijel",NA,NA,1,1,"Weert"
"1593","Nederweert",NA,NA,1,1,"Weert"
"1689","Neer",NA,NA,1,1,"Weert"
"1786","Neeritter",NA,NA,1,1,"Weert"
"1886","Nunhem",NA,NA,1,1,"Weert"
"1983","Roggel",NA,NA,1,1,"Weert"
"2079","Sevenum",NA,NA,1,1,"Weert"
"2177","Stramproij",NA,NA,1,1,"Weert"
"2275","Weert",NA,NA,1,1,"Weert"
"3148","Beek en Donk",NA,NA,1,1,"Veghel"
"4138","Boekel",NA,NA,1,1,"Veghel"
"5138","Dinther",NA,NA,1,1,"Veghel"
"6138","Erp",NA,NA,1,1,"Veghel"
"7135","Gemert",NA,NA,1,1,"Veghel"
"8128","Heeswijk",NA,NA,1,1,"Veghel"
"9124","Lieshout",NA,NA,1,1,"Veghel"
"10121","Michielsgestel (St.)",NA,NA,1,1,"Veghel"
"11116","Oedenrode (St.)",NA,NA,1,1,"Veghel"
"12109","Schijndel",NA,NA,1,1,"Veghel"
"13103","Son",NA,NA,1,1,"Veghel"
"1498","Uden",NA,NA,1,1,"Veghel"
"1594","Veghel",NA,NA,1,1,"Veghel"
"1690","Zeeland",NA,NA,1,1,"Veghel"
"3149","'s-Gravenzande",1,NA,NA,NA,"Den Haag I"
"4139","Loosduinen",1,NA,NA,NA,"Den Haag I"
"5139","Monster",1,NA,NA,NA,"Den Haag I"
"6139","Wijk A-K, S nrs.167 en verder",1,NA,NA,NA,"Den Haag I"
"3150","Rijswijk",1,NA,NA,NA,"Den Haag II"
"4140","Voorburg",1,NA,NA,NA,"Den Haag II"
"5140","Wassenaar",1,NA,NA,NA,"Den Haag II"
"6140","Wijk L-R, S nrs. 1-66, T-W",1,NA,NA,NA,"Den Haag II"
"3151","Bedum",NA,NA,NA,1,"Hoogezand"
"4141","Haren",NA,NA,NA,1,"Hoogezand"
"5141","Hoogezand",NA,NA,NA,1,"Hoogezand"
"6141","Noorddijk",NA,NA,NA,1,"Hoogezand"
"7136","Slochteren",NA,NA,NA,1,"Hoogezand"
"8129","Ten Boer",NA,NA,NA,1,"Hoogezand"
"3152","Achtkarspelen",NA,NA,NA,1,"Tietjerksteradeel"
"4142","Kollumerland",NA,NA,NA,1,"Tietjerksteradeel"
"5142","Smallingerland",NA,NA,NA,1,"Tietjerksteradeel"
"6142","Tietjerksteradeel",NA,NA,NA,1,"Tietjerksteradeel"
"3153","Diever",NA,NA,NA,1,"Weststellingwerf"
"4143","Havelte",NA,NA,NA,1,"Weststellingwerf"
"5143","Lemsterland",NA,NA,NA,1,"Weststellingwerf"
"6143","Ooststellingwerf",NA,NA,NA,1,"Weststellingwerf"
"7137","Smilde",NA,NA,NA,1,"Weststellingwerf"
"8130","Vledder",NA,NA,NA,1,"Weststellingwerf"
"9125","Weststellingwerf",NA,NA,NA,1,"Weststellingwerf"
