"","gemeente","1848","1850","1888","1897","district"
"2633","Waterlandkerkje",NA,1,NA,NA,"Middelburg"
"2732","Westdorpe",NA,1,NA,NA,"Middelburg"
"374","Westkapelle",1,1,1,1,"Middelburg"
"468","Yzendijke",NA,1,NA,NA,"Middelburg"
"568","Zaamslag",NA,1,NA,NA,"Middelburg"
"668","Zoutelande",1,1,1,1,"Middelburg"
"768","Zuiddorpe",NA,1,NA,NA,"Middelburg"
"865","Zuidzande",NA,1,NA,NA,"Middelburg"
"375","Annaland (St.)",1,1,NA,NA,"Zierikzee"
"469","Bommel 



Bommel (Den)",NA,1,NA,NA,"Zierikzee"
"569","Bommenede",1,1,NA,NA,"Zierikzee"
"669","Brouwershaven",1,1,1,1,"Zierikzee"
"769","Bruinisse",1,1,1,1,"Zierikzee"
"866","Burgh",1,1,1,1,"Zierikzee"
"963","Colijnsplaat",1,NA,NA,NA,"Zierikzee"
"1062","Dirksland",NA,1,1,1,"Zierikzee"
"1161","Dreischor",1,1,1,1,"Zierikzee"
"1257","Duivendijke",1,1,1,1,"Zierikzee"
"1353","Elkerzee",1,1,1,1,"Zierikzee"
"1453","Ellemeet",1,1,1,1,"Zierikzee"
"1549","Goedereede",NA,1,1,1,"Zierikzee"
"1646","Haamstede",1,1,1,1,"Zierikzee"
"1745","Herkingen",NA,1,1,1,"Zierikzee"
"1845","Kats",1,NA,NA,NA,"Zierikzee"
"1944","Kerkwerve",1,1,1,1,"Zierikzee"
"2043","Kortgene",1,NA,NA,NA,"Zierikzee"
"2143","Maartensdijk (St.)",1,NA,NA,NA,"Zierikzee"
"2241","Melissant",NA,1,1,1,"Zierikzee"
"2338","Middelharnis",NA,1,1,1,"Zierikzee"
"2437","Nieuwerkerk",1,1,1,1,"Zierikzee"
"2534","Noordgouwe",1,1,1,1,"Zierikzee"
"2634","Noordwelle",1,1,1,1,"Zierikzee"
"2733","Onwaard",NA,1,NA,NA,"Zierikzee"
"376","Ooltgensplaat",NA,1,NA,NA,"Zierikzee"
"470","Oosterland",1,1,1,1,"Zierikzee"
"570","Oud-Vossemeer",1,NA,NA,NA,"Zierikzee"
"670","Ouddorp",NA,1,1,1,"Zierikzee"
"770","Ouwerkerk",1,1,1,1,"Zierikzee"
"867","Philipsland (St.)",1,1,NA,NA,"Zierikzee"
"964","Poortvliet",1,NA,NA,NA,"Zierikzee"
"1063","Renesse",1,1,1,1,"Zierikzee"
"1162","Roxenisse",NA,1,NA,NA,"Zierikzee"
"1258","Scherpenisse",1,NA,NA,NA,"Zierikzee"
"1354","Serooskerke",1,1,1,1,"Zierikzee"
"1454","Sommelsdijk",NA,1,1,1,"Zierikzee"
"1550","Stad aan 't Haringvliet",NA,1,NA,NA,"Zierikzee"
"1647","Stavenisse",1,1,NA,NA,"Zierikzee"
"1746","Stellendam",NA,1,1,1,"Zierikzee"
"1846","Tholen",1,NA,NA,NA,"Zierikzee"
"1945","Tonge (Nieuwe-)",NA,1,1,1,"Zierikzee"
"2044","Tonge (Oude-)",NA,1,1,1,"Zierikzee"
"2144","Wissekerke",1,NA,NA,NA,"Zierikzee"
"2242","Zierikzee",1,1,1,1,"Zierikzee"
"2339","Zonnemaire",1,1,1,1,"Zierikzee"
"377","'s Gravenpolder",1,1,1,1,"Goes"
"471","'s Heer Abtskerke",1,1,1,1,"Goes"
"571","'s Heer Arendskerke",1,1,1,1,"Goes"
"671","'s Heer Hendrikskinderen",1,1,NA,NA,"Goes"
"771","'s Heerenhoek",1,1,NA,NA,"Goes"
"868","Annaland (St.)",NA,NA,1,1,"Goes"
"965","Arnemuiden",NA,NA,1,NA,"Goes"
"1064","Baarland",1,1,NA,NA,"Goes"
"1163","Borssele",1,1,NA,NA,"Goes"
"1259","Boschkappelle",1,NA,NA,NA,"Goes"
"1355","Clinge",1,NA,NA,NA,"Goes"
"1455","Colijnsplaat",NA,1,1,1,"Goes"
"1551","Driewegen",1,1,NA,NA,"Goes"
"1648","Ellewoutsdijk",1,1,NA,NA,"Goes"
"1747","Fort Bath",1,1,NA,NA,"Goes"
"1847","Goes",1,1,1,1,"Goes"
"1946","Graauw",1,NA,NA,NA,"Goes"
"2045","Heinkenszand",1,1,1,1,"Goes"
"2145","Hengstdijk",1,NA,NA,NA,"Goes"
"2243","Hoedekenskerke",1,1,NA,NA,"Goes"
"2340","Hontenisse",1,1,NA,NA,"Goes"
"2438","Hulst",1,NA,NA,NA,"Goes"
"2535","Kapelle",1,1,NA,NA,"Goes"
"2635","Kats",NA,1,1,1,"Goes"
"2734","Kattendijke",1,1,1,1,"Goes"
"378","Kloetinge",1,1,1,1,"Goes"
"472","Kortgene",NA,1,1,1,"Goes"
"572","Krabbendijke",1,1,NA,NA,"Goes"
"672","Kruiningen",1,1,NA,NA,"Goes"
"772","Maartensdijk (St.)",NA,1,1,1,"Goes"
"869","Nisse",1,1,NA,NA,"Goes"
"966","Ossenisse",1,1,NA,NA,"Goes"
"1065","Oud-Vossemeer",NA,1,1,1,"Goes"
"1164","Oudelande",1,1,NA,NA,"Goes"
"1260","Ovezande",1,1,NA,NA,"Goes"
"1356","Philipsland (St.)",NA,NA,1,1,"Goes"
"1456","Poortvliet",NA,1,1,1,"Goes"
"1552","Rilland",1,1,NA,NA,"Goes"
"1649","Scherpenisse",NA,1,1,1,"Goes"
"1748","Schore",1,1,NA,NA,"Goes"
"1848","St. Jansteen",1,NA,NA,NA,"Goes"
"1947","Stavenisse",NA,NA,1,1,"Goes"
"2046","Stoppeldijk",1,NA,NA,NA,"Goes"
"2146","Tholen",NA,1,1,1,"Goes"
"2244","Waarde",1,1,NA,NA,"Goes"
"2341","Wemeldinge",1,1,1,1,"Goes"
"2439","Wissekerke",NA,1,1,1,"Goes"
"2536","Wolphaartsdijk",1,1,1,1,"Goes"
"2636","Yerseke",1,1,NA,NA,"Goes"
"379","Aardenburg",1,NA,NA,NA,"Sluis"
"473","Axel",1,NA,NA,NA,"Sluis"
"573","Biervliet",1,NA,NA,NA,"Sluis"
"673","Breskens",1,NA,NA,NA,"Sluis"
"773","Cadzand",1,NA,NA,NA,"Sluis"
"870","Eede",1,NA,NA,NA,"Sluis"
"967","Groede",1,NA,NA,NA,"Sluis"
"1066","Heille",1,NA,NA,NA,"Sluis"
"1165","Hoek",1,NA,NA,NA,"Sluis"
"1261","Hoofdplaat",1,NA,NA,NA,"Sluis"
"1357","Koewacht",1,NA,NA,NA,"Sluis"
"1457","Kruis (St.)",1,NA,NA,NA,"Sluis"
"1553","Neuzen",1,NA,NA,NA,"Sluis"
"1650","Nieuwvliet",1,NA,NA,NA,"Sluis"
"1749","Oostburg",1,NA,NA,NA,"Sluis"
"1849","Overslag",1,NA,NA,NA,"Sluis"
"1948","Philippine",1,NA,NA,NA,"Sluis"
"2047","Retranchement",1,NA,NA,NA,"Sluis"
"2147","Sas van Gent",1,NA,NA,NA,"Sluis"
"2245","Schoondijke",1,NA,NA,NA,"Sluis"
"2342","Sluis",1,NA,NA,NA,"Sluis"
"2440","St. Anna ter Muiden",1,NA,NA,NA,"Sluis"
"2537","Waterlandkerkje",1,NA,NA,NA,"Sluis"
"2637","Westdorpe",1,NA,NA,NA,"Sluis"
"2735","Yzendijke",1,NA,NA,NA,"Sluis"
"285","Zaamslag",1,NA,NA,NA,"Sluis"
"295","Zuiddorpe",1,NA,NA,NA,"Sluis"
"304","Zuidzande",1,NA,NA,NA,"Sluis"
"380","Bergen op Zoom",1,NA,1,1,"Bergen op Zoom"
"474","Dinteloord",1,NA,NA,NA,"Bergen op Zoom"
"574","Halsteren",1,NA,1,1,"Bergen op Zoom"
"674","Hoeven",1,NA,NA,NA,"Bergen op Zoom"
"774","Huijbergen",1,NA,1,1,"Bergen op Zoom"
"871","Nieuw-Vossemeer",1,NA,1,1,"Bergen op Zoom"
"968","Ossendrecht",1,NA,1,1,"Bergen op Zoom"
"1067","Oud- en Nieuw-Gastel",1,NA,NA,NA,"Bergen op Zoom"
"1166","Putte",1,NA,1,1,"Bergen op Zoom"
"1262","Roosendaal",1,NA,1,1,"Bergen op Zoom"
"1358","Rucphen",1,NA,NA,NA,"Bergen op Zoom"
"1458","Steenbergen",1,NA,1,1,"Bergen op Zoom"
"1554","Woensdrecht",1,NA,1,1,"Bergen op Zoom"
"1651","Wouw",1,NA,1,1,"Bergen op Zoom"
"381","Alphen",1,NA,NA,NA,"Breda"
"475","Baarle-Nassau",1,NA,NA,NA,"Breda"
"575","Bergen op Zoom",NA,1,NA,NA,"Breda"
"675","Breda",1,1,1,1,"Breda"
"775","Chaam",1,NA,NA,NA,"Breda"
"872","Dinteloord",NA,1,NA,NA,"Breda"
"969","Etten en Leur",1,1,1,1,"Breda"
"1068","Fijnaart",NA,1,NA,NA,"Breda"
"1167","Ginneken",1,1,NA,NA,"Breda"
"1263","Halsteren",NA,1,NA,NA,"Breda"
"1359","Hoeven",NA,1,1,1,"Breda"
"1459","Huijbergen",NA,1,NA,NA,"Breda"
"1555","Klundert",NA,1,NA,NA,"Breda"
"1652","Nieuw-Vossemeer",NA,1,NA,NA,"Breda"
"1750","Ossendrecht",NA,1,NA,NA,"Breda"
"1850","Oud- en Nieuw-Gastel",NA,1,NA,NA,"Breda"
"1949","Oudenbosch",NA,1,NA,NA,"Breda"
"2048","Prinsenhage",1,1,1,1,"Breda"
"2148","Putte",NA,1,NA,NA,"Breda"
"2246","Rijsbergen",1,1,NA,NA,"Breda"
"2343","Roosendaal",NA,1,NA,NA,"Breda"
"2441","Rucphen",NA,1,1,1,"Breda"
"2538","Standdaardbuiten",NA,1,NA,NA,"Breda"
"2638","Steenbergen",NA,1,NA,NA,"Breda"
"2736","Terheijden",NA,NA,1,1,"Breda"
"382","Teteringen",1,1,NA,NA,"Breda"
"476","Willemstad",NA,1,NA,NA,"Breda"
"576","Woensdrecht",NA,1,NA,NA,"Breda"
"676","Wouw",NA,1,NA,NA,"Breda"
"776","Zundert",1,1,NA,NA,"Breda"
"383","'s-Gravenmoer",1,NA,NA,NA,"Zevenbergen"
"477","Dinteloord",NA,NA,1,1,"Zevenbergen"
"577","Dongen",1,NA,NA,NA,"Zevenbergen"
"677","Fijnaart",1,NA,1,1,"Zevenbergen"
"777","Geertruidenberg",1,NA,1,1,"Zevenbergen"
"873","Klundert",1,NA,1,1,"Zevenbergen"
"970","Made",1,NA,1,1,"Zevenbergen"
"1069","Oosterhout",1,NA,NA,NA,"Zevenbergen"
"1168","Oud- en Nieuw-Gastel",NA,NA,1,1,"Zevenbergen"
"1264","Oudenbosch",1,NA,1,1,"Zevenbergen"
"1360","Raamsdonk",1,NA,1,1,"Zevenbergen"
"1460","Standdaarbuiten",1,NA,1,1,"Zevenbergen"
"1556","Terheijden",1,NA,NA,NA,"Zevenbergen"
"1653","Willemstad",1,NA,1,1,"Zevenbergen"
"1751","Zevenbergen",1,NA,1,1,"Zevenbergen"
"1851","Zwaluwe (Hooge- en Lage-)",1,NA,1,1,"Zevenbergen"
"384","'s-Gravenmoer",NA,1,NA,NA,"Tilburg"
"478","Alphen",NA,1,1,1,"Tilburg"
"578","Baarle-Nassau",NA,1,NA,NA,"Tilburg"
"678","Berkel",1,1,NA,NA,"Tilburg"
"778","Besoijen",NA,1,NA,NA,"Tilburg"
"874","Bladel",NA,1,NA,NA,"Tilburg"
"971","Boxtel",1,NA,NA,NA,"Tilburg"
"1070","Capelle",NA,1,NA,NA,"Tilburg"
"1169","Chaam",NA,1,NA,NA,"Tilburg"
"1265","Cromvoirt",1,1,NA,NA,"Tilburg"
"1361","Diessen",1,1,1,1,"Tilburg"
"1461","Dongen",NA,1,NA,NA,"Tilburg"
"1557","Esch",1,NA,NA,NA,"Tilburg"
"1654","Geertruidenberg",NA,1,NA,NA,"Tilburg"
"1752","Gilze",1,1,NA,NA,"Tilburg"
"1852","Goirle",1,1,1,1,"Tilburg"
"1950","Haaren",1,1,NA,NA,"Tilburg"
"2049","Helvoirt",1,NA,NA,NA,"Tilburg"
"2149","Hilvarenbeek",1,1,1,1,"Tilburg"
"2247","Hooge- en Lage-Mierde",NA,1,NA,NA,"Tilburg"
"2344","Hoogeloon",NA,1,NA,NA,"Tilburg"
"2442","Liempde",1,NA,NA,NA,"Tilburg"
"2539","Loon op Zand",1,1,NA,NA,"Tilburg"
"2639","Made",NA,1,NA,NA,"Tilburg"
"2737","Moergestel",1,1,1,1,"Tilburg"
"385","Oirschot",NA,1,NA,NA,"Tilburg"
"479","Oisterwijk",1,1,1,1,"Tilburg"
"579","Oost-, West- en Middelbeers",NA,1,1,1,"Tilburg"
"679","Oosterhout",NA,1,NA,NA,"Tilburg"
"779","Raamsdonk",NA,1,NA,NA,"Tilburg"
"875","Reusel",NA,1,NA,NA,"Tilburg"
"972","Sprang",NA,1,NA,NA,"Tilburg"
"1071","Terheijden",NA,1,NA,NA,"Tilburg"
"1170","Tilburg",1,1,1,1,"Tilburg"
"1266","Udenhout",1,1,NA,NA,"Tilburg"
"1362","Vrijhoeve-Capelle",NA,1,NA,NA,"Tilburg"
"1462","Waspik",NA,1,NA,NA,"Tilburg"
"1558","Zevenbergen",NA,1,NA,NA,"Tilburg"
"1655","Zwaluwe (Hooge- en Lage-)",NA,1,NA,NA,"Tilburg"
"386","Aalst",1,1,NA,NA,"Eindhoven"
"480","Aarle-Rixtel",NA,1,NA,NA,"Eindhoven"
"580","Asten",NA,1,NA,NA,"Eindhoven"
"680","Bakel",NA,1,NA,NA,"Eindhoven"
"780","Beek en Donk",NA,1,NA,NA,"Eindhoven"
"876","Bergeyk",1,1,1,1,"Eindhoven"
"973","Best",1,1,1,1,"Eindhoven"
"1072","Bladel",1,NA,1,1,"Eindhoven"
"1171","Boekel",NA,1,NA,NA,"Eindhoven"
"1267","Borkel",1,1,1,1,"Eindhoven"
"1363","Budel",NA,1,NA,NA,"Eindhoven"
"1463","Deurne",NA,1,NA,NA,"Eindhoven"
"1559","Dommelen",1,1,1,1,"Eindhoven"
"1656","Duizel",1,1,1,1,"Eindhoven"
"1753","Eersel",1,1,1,1,"Eindhoven"
"1853","Eindhoven",1,1,1,1,"Eindhoven"
"1951","Erp",NA,1,NA,NA,"Eindhoven"
"2050","Geldrop",1,1,NA,NA,"Eindhoven"
"2150","Gemert",NA,1,NA,NA,"Eindhoven"
"2248","Gestel",1,1,1,1,"Eindhoven"
"2345","Heeze",NA,1,NA,NA,"Eindhoven"
"2443","Helmond",NA,1,NA,NA,"Eindhoven"
"2540","Hooge- en Lage-Mierde",1,NA,1,1,"Eindhoven"
"2640","Hoogeloon",1,NA,1,1,"Eindhoven"
"2738","Leende",NA,1,NA,NA,"Eindhoven"
"387","Liempde",NA,NA,1,1,"Eindhoven"
"481","Lierop",NA,1,NA,NA,"Eindhoven"
"581","Lieshout",NA,1,NA,NA,"Eindhoven"
"681","Luijksgestel",1,1,1,1,"Eindhoven"
"781","Maarheeze",NA,1,NA,NA,"Eindhoven"
"877","Mierlo",NA,1,NA,NA,"Eindhoven"
"974","Nistelrode",NA,1,NA,NA,"Eindhoven"
"1073","Nunen",NA,1,NA,NA,"Eindhoven"
"1172","Oedenrode (St.)",NA,1,NA,NA,"Eindhoven"
"1268","Oedenrode (St.)",1,NA,NA,NA,"Eindhoven"
"1364","Oerle",1,1,1,1,"Eindhoven"
"1464","Oirschot",1,NA,1,1,"Eindhoven"
"1560","Oost-, West- en Middelbeers",1,NA,NA,NA,"Eindhoven"
"1657","Reusel",1,NA,1,1,"Eindhoven"
"1754","Riethoven",1,1,1,1,"Eindhoven"
"1854","Soerendonk",NA,1,NA,NA,"Eindhoven"
"1952","Someren",NA,1,NA,NA,"Eindhoven"
"2051","Son",1,1,NA,NA,"Eindhoven"
"2151","Stiphout",NA,1,NA,NA,"Eindhoven"
"2249","Stratum",1,1,1,1,"Eindhoven"
"2346","Strijp",1,1,1,1,"Eindhoven"
"2444","Tongelre",1,1,NA,NA,"Eindhoven"
"2541","Uden",NA,1,NA,NA,"Eindhoven"
"2641","Valkenswaard",1,1,1,1,"Eindhoven"
"2739","Veghel",NA,1,NA,NA,"Eindhoven"
"388","Veldhoven",1,1,1,1,"Eindhoven"
"482","Vessem",1,1,1,1,"Eindhoven"
"582","Vlierden",NA,1,NA,NA,"Eindhoven"
"682","Waalre",1,1,NA,NA,"Eindhoven"
"782","Westerhoven",1,1,1,1,"Eindhoven"
"878","Woensel",1,1,1,1,"Eindhoven"
"975","Zeelst",1,1,1,1,"Eindhoven"
"1074","Zes Gehuchten",1,1,NA,NA,"Eindhoven"
"389","Aalst",NA,NA,1,1,"Helmond"
"483","Aarle-Rixtel",1,NA,1,1,"Helmond"
"583","Asten",1,NA,1,1,"Helmond"
"683","Bakel",1,NA,1,1,"Helmond"
"783","Beek en Donk",1,NA,NA,NA,"Helmond"
"879","Boekel",1,NA,NA,NA,"Helmond"
"976","Budel",1,NA,1,1,"Helmond"
"1075","Deurne",1,NA,1,1,"Helmond"
"1173","Erp",1,NA,NA,NA,"Helmond"
"1269","Geldrop",NA,NA,1,1,"Helmond"
"1365","Gemert",1,NA,NA,NA,"Helmond"
"1465","Heeze",1,NA,1,1,"Helmond"
"1561","Helmond",1,NA,1,1,"Helmond"
"1658","Leende",1,NA,1,1,"Helmond"
"1755","Lierop",1,NA,1,1,"Helmond"
"1855","Lieshout",1,NA,NA,NA,"Helmond"
"1953","Maarheeze",1,NA,1,1,"Helmond"
"2052","Mierlo",1,NA,1,1,"Helmond"
"2152","Nunen",1,NA,1,1,"Helmond"
"2250","Soerendonk",1,NA,1,1,"Helmond"
"2347","Someren",1,NA,1,1,"Helmond"
"2445","Stiphout",1,NA,1,1,"Helmond"
"2542","Tongelre",NA,NA,1,1,"Helmond"
"2642","Veghel",1,NA,NA,NA,"Helmond"
"2740","Vlierden",1,NA,1,1,"Helmond"
"286","Waalre",NA,NA,1,1,"Helmond"
"296","Zes Gehuchten",NA,NA,1,1,"Helmond"
"390","Ambij",1,1,1,1,"Maastricht"
"484","Beek",NA,1,NA,NA,"Maastricht"
"584","Bemelen",1,1,NA,NA,"Maastricht"
"684","Berg en Terblijt",1,1,NA,NA,"Maastricht"
"784","Bocholtz",NA,1,NA,NA,"Maastricht"
"880","Borgharen",1,1,NA,NA,"Maastricht"
"977","Brunssum",NA,1,NA,NA,"Maastricht"
"1076","Bunde",1,1,NA,NA,"Maastricht"
"1174","Cadier en Keer",NA,1,NA,NA,"Maastricht"
"1270","Eijgelshoven",NA,1,NA,NA,"Maastricht"
"1366","Eijsden",1,1,1,1,"Maastricht"
"1466","Elsloo",NA,1,NA,NA,"Maastricht"
"1562","Geertruid (St.)",1,1,NA,NA,"Maastricht"
"1659","Geulle",1,1,NA,NA,"Maastricht"
"1756","Gronsveld",1,1,1,1,"Maastricht"
"1856","Gulpen",NA,1,NA,NA,"Maastricht"
"1954","Heer",1,1,1,1,"Maastricht"
"2053","Heerlen",NA,1,NA,NA,"Maastricht"
"2153","Hoensbroek",NA,1,NA,NA,"Maastricht"
"2251","Houthem",1,1,NA,NA,"Maastricht"
"2348","Hulsberg",NA,1,NA,NA,"Maastricht"
"2446","Itteren",1,1,NA,NA,"Maastricht"
"2543","Kerkrade",NA,1,NA,NA,"Maastricht"
"2643","Klimmen",NA,1,NA,NA,"Maastricht"
"2741","Maastricht",1,1,1,1,"Maastricht"
"391","Margraten",NA,1,NA,NA,"Maastricht"
"485","Meerssen",1,1,1,1,"Maastricht"
"585","Merkelbeek",NA,1,NA,NA,"Maastricht"
"685","Mesch",1,1,NA,NA,"Maastricht"
"785","Mheer",NA,1,NA,NA,"Maastricht"
"881","Nieuwenhagen",NA,1,NA,NA,"Maastricht"
"978","Noorbeek",NA,1,NA,NA,"Maastricht"
"1077","Nuth",NA,1,NA,NA,"Maastricht"
"1175","Oud-Valkenburg",NA,1,NA,NA,"Maastricht"
"1271","Oud-Vroenhoven",1,1,1,1,"Maastricht"
"1367","Pieter (St.)",1,1,1,1,"Maastricht"
"1467","Rijckholt",1,1,NA,NA,"Maastricht"
"1563","Rimburg",NA,1,NA,NA,"Maastricht"
"1660","Schaesberg",NA,1,NA,NA,"Maastricht"
"1757","Schimmert",NA,1,NA,NA,"Maastricht"
"1857","Schin op Geulle",NA,1,NA,NA,"Maastricht"
"1955","Schinveld",NA,1,NA,NA,"Maastricht"
"2054","Simpelveld",NA,1,NA,NA,"Maastricht"
"2154","Slenaken",NA,1,NA,NA,"Maastricht"
"2252","Spanbeek",NA,1,NA,NA,"Maastricht"
"2349","Stein",NA,1,NA,NA,"Maastricht"
"2447","Strucht",NA,1,NA,NA,"Maastricht"
"2544","Ubach over Worms",NA,1,NA,NA,"Maastricht"
"2644","Ulestraten",1,1,NA,NA,"Maastricht"
"2742","Vaals",NA,1,NA,NA,"Maastricht"
"392","Valkenburg",NA,1,NA,NA,"Maastricht"
"486","Voerendaal",NA,1,NA,NA,"Maastricht"
"586","Wijlre",NA,1,NA,NA,"Maastricht"
"686","Wijnandsrade",NA,1,NA,NA,"Maastricht"
"786","Wittem",NA,1,NA,NA,"Maastricht"
"393","Amstenrade",1,NA,1,1,"Sittard"
"487","Beek",1,NA,1,1,"Sittard"
"587","Bingelrade",1,NA,1,1,"Sittard"
"687","Borgharen",NA,NA,1,1,"Sittard"
"787","Born",1,NA,1,1,"Sittard"
"882","Broeksittard",1,NA,1,1,"Sittard"
"979","Brunssum",1,NA,1,1,"Sittard"
"1078","Bunde",NA,NA,1,1,"Sittard"
"1176","Echt",1,NA,NA,NA,"Sittard"
"1272","Eijgelshoven",NA,NA,1,1,"Sittard"
"1368","Elsloo",1,NA,1,1,"Sittard"
"1468","Geleen",1,NA,1,1,"Sittard"
"1564","Geulle",NA,NA,1,1,"Sittard"
"1661","Grevenbicht",1,NA,1,1,"Sittard"
"1758","Hoensbroek",NA,NA,1,1,"Sittard"
"1858","Hulsberg",NA,NA,1,1,"Sittard"
"1956","Itteren",NA,NA,1,1,"Sittard"
"2055","Jabeek",1,NA,1,1,"Sittard"
"2155","Limbricht",1,NA,1,1,"Sittard"
"2253","Maasbracht",1,NA,NA,NA,"Sittard"
"2350","Merkelbeek",1,NA,1,1,"Sittard"
"2448","Montfort",1,NA,NA,NA,"Sittard"
"2545","Munstergeleen",1,NA,1,1,"Sittard"
"2645","Nieuwenhagen",NA,NA,1,1,"Sittard"
"2743","Nieuwstad",1,NA,1,1,"Sittard"
"394","Nuth",NA,NA,1,1,"Sittard"
"488","Obbicht en Papenhoven",1,NA,1,1,"Sittard"
"588","Ohe en Laak",1,NA,NA,NA,"Sittard"
"688","Oirsbeek",1,NA,1,1,"Sittard"
"788","Roosteren",1,NA,NA,NA,"Sittard"
"883","Schimmert",NA,NA,1,1,"Sittard"
"980","Schinnen",1,NA,1,1,"Sittard"
"1079","Schinveld",1,NA,1,1,"Sittard"
"1177","Sittard",1,NA,1,1,"Sittard"
"1273","Spaubeek",1,NA,1,1,"Sittard"
"1369","Stein",1,NA,1,1,"Sittard"
"1469","Stevensweert",1,NA,NA,NA,"Sittard"
"1565","Susteren",1,NA,NA,NA,"Sittard"
"1662","Ubach over Worms",NA,NA,1,1,"Sittard"
"1759","Ulestraten",NA,NA,1,1,"Sittard"
"1859","Urmond",1,NA,1,1,"Sittard"
"1957","Wijnandsrade",NA,NA,1,1,"Sittard"
"395","Bocholtz",1,NA,NA,NA,"Heerlen"
"489","Cadier en Keer",1,NA,NA,NA,"Heerlen"
"589","Eijgelshoven",1,NA,NA,NA,"Heerlen"
"689","Gulpen",1,NA,NA,NA,"Heerlen"
"789","Heerlen",1,NA,NA,NA,"Heerlen"
"884","Hoensbroek",1,NA,NA,NA,"Heerlen"
"981","Hulsberg",1,NA,NA,NA,"Heerlen"
"1080","Kerkrade",1,NA,NA,NA,"Heerlen"
"1178","Klimmen",1,NA,NA,NA,"Heerlen"
"1274","Margraten",1,NA,NA,NA,"Heerlen"
"1370","Mheer",1,NA,NA,NA,"Heerlen"
"1470","Nieuwenhagen",1,NA,NA,NA,"Heerlen"
"1566","Noorbeek",1,NA,NA,NA,"Heerlen"
"1663","Nuth",1,NA,NA,NA,"Heerlen"
"1760","Oud-Valkenburg",1,NA,NA,NA,"Heerlen"
"1860","Rimburg",1,NA,NA,NA,"Heerlen"
"1958","Schaesberg",1,NA,NA,NA,"Heerlen"
"2056","Schimmert",1,NA,NA,NA,"Heerlen"
"2156","Schin op Geulle",1,NA,NA,NA,"Heerlen"
"2254","Simpelveld",1,NA,NA,NA,"Heerlen"
"2351","Slenaken",1,NA,NA,NA,"Heerlen"
"2449","Strucht",1,NA,NA,NA,"Heerlen"
"2546","Ubach over Worms",1,NA,NA,NA,"Heerlen"
"2646","Vaals",1,NA,NA,NA,"Heerlen"
"2744","Valkenburg",1,NA,NA,NA,"Heerlen"
"287","Voerendaal",1,NA,NA,NA,"Heerlen"
"297","Wijlre",1,NA,NA,NA,"Heerlen"
"305","Wijnandsrade",1,NA,NA,NA,"Heerlen"
"3112","Wittem",1,NA,NA,NA,"Heerlen"
"396","Amstenrade",NA,1,NA,NA,"Roermond"
"490","Baexem",1,1,NA,NA,"Roermond"
"590","Beegden",1,1,1,1,"Roermond"
"690","Beesel",NA,1,1,1,"Roermond"
"790","Belfeld",NA,1,NA,NA,"Roermond"
"885","Bingelrade",NA,1,NA,NA,"Roermond"
"982","Born",NA,1,NA,NA,"Roermond"
"1081","Broeksittard",NA,1,NA,NA,"Roermond"
"1179","Buggenum",1,1,NA,NA,"Roermond"
"1275","Echt",NA,1,1,1,"Roermond"
"1371","Geleen",NA,1,NA,NA,"Roermond"
"1471","Grathem",1,1,NA,NA,"Roermond"
"1567","Grevenbicht",NA,1,NA,NA,"Roermond"
"1664","Haelen",1,1,NA,NA,"Roermond"
"1761","Heel en Panheel",1,1,1,1,"Roermond"
"1861","Heijthuizen",1,1,NA,NA,"Roermond"
"1959","Helden",NA,1,NA,NA,"Roermond"
"2057","Herten",1,1,1,1,"Roermond"
"2157","Horn",1,1,1,1,"Roermond"
"2255","Hunsel",1,1,NA,NA,"Roermond"
"2352","Ittervoort",1,1,NA,NA,"Roermond"
"2450","Jabeek",NA,1,NA,NA,"Roermond"
"2547","Kessel",NA,1,NA,NA,"Roermond"
"2647","Limbricht",NA,1,NA,NA,"Roermond"
"2745","Linne",1,1,1,1,"Roermond"
"397","Maasbracht",NA,1,1,1,"Roermond"
"491","Maasbree",NA,1,NA,NA,"Roermond"
"591","Maasniel",1,1,1,1,"Roermond"
"691","Meijel",1,1,NA,NA,"Roermond"
"791","Melick en Herkenbosch",1,1,1,1,"Roermond"
"886","Montfort",NA,1,1,1,"Roermond"
"983","Munstergeleen",NA,1,NA,NA,"Roermond"
"1082","Nederweert",1,1,NA,NA,"Roermond"
"1180","Neer",1,1,NA,NA,"Roermond"
"1276","Neeritter",1,1,NA,NA,"Roermond"
"1372","Nieuwstad",NA,1,NA,NA,"Roermond"
"1472","Nunhem",1,1,NA,NA,"Roermond"
"1568","Obbicht en Papenhoven",NA,1,NA,NA,"Roermond"
"1665","OdiliÃ«nberg (St.)",1,1,1,1,"Roermond"
"1762","Ohe en Laak",NA,1,1,1,"Roermond"
"1862","Oirsbeek",NA,1,NA,NA,"Roermond"
"1960","Posterholt",1,1,1,1,"Roermond"
"2058","Roermond",1,1,1,1,"Roermond"
"2158","Roggel",1,1,NA,NA,"Roermond"
"2256","Roosteren",NA,1,1,1,"Roermond"
"2353","Schinnen",NA,1,NA,NA,"Roermond"
"2451","Sittard",NA,1,NA,NA,"Roermond"
"2548","Stevensweert",NA,1,1,1,"Roermond"
"2648","Stramproij",1,1,NA,NA,"Roermond"
"2746","Susteren",NA,1,1,1,"Roermond"
"398","Swalmen",1,1,1,1,"Roermond"
"492","Tegelen",NA,1,NA,NA,"Roermond"
