politician,vote,law,date,house,b1_nummer,re,dugobo,fogobo,duprbo,foprbo,dush,fosh,cash,misc,debt,ta11,tl11,nw11,ta0,tl0,nw0,w_deflated,begin_periode,einde_periode,class,date_of_birth,date_of_death,tenure,age_of_death,age_of_entrance,age_of_vote,long_elec_horiz,kiesdistrict,strikes,rk_pct,hervormd_pct,gereformeerd_pct,overig_pct,kiesdistrict_corrected,aandeel_gem,percentage_aangesl,industry_share,services_share,agricul_share,side,kiesgerechtigden,opkomst,turnout,socialistdum,socialistpercentage,truename,aantal_stemmen,ncm,tvs,total,share_re,share_dugobo,share_fogobo,share_duprbo,share_foprbo,share_dush,share_fosh,share_cash,share_misc,share_bonds,share_shares,share_domestic,share_foreign,wealth_timevote
Lucasse,0,Kieswet 1896,1896-06-19,Tweede Kamer,00849,377863.06,15490,0,19070,0,10985,0,20750,9232,-11454.61,453392.06,-11454.61,219929.79,226696.03,-6766.3,219929.72,131666.37140077702,1888-05-01,1909-09-20,confessional,1852-02-09,1926-03-10,2971,27057,13231,16202,4840,Middelburg,2,11.2,67.8,15,6.1,MIDDELBURG,0.58078,5.36,0.290065050266115,0.649911295091662,0.0600236546422235,1894-04-10,4311,1938,0.4495476687543493,0,0,Ch. Lucasse,1626,0,1,453390.06,0.8334171684310856,0.03416484251992644,0,0.04206091328954146,0,0.024228585867100836,0,0.04576633197472393,0.020362157917621748,0.0762257558094679,0.024228585867100836,0.10045434167656873,0,37436.307371127245
van den Bergh van Heemstede,0,Kieswet 1896,1896-06-19,Tweede Kamer,00087,108000,21610,135845.8,40160,47025,164566.79,37475,6012,49084.19,-50688.91,567811.97,-16294.41,559089.56,580183.97,-17761.78,562422.23,381109.04593527067,1891-09-15,1916-07-31,confessional,1860-04-16,1917-10-24,1739,21009,11474,13213,7346,Oosterhout,0,91.9,6.6,1.1,0.4,OOSTERHOUT,0.14209,2.66,0.472723585479619,0.321435814236463,0.205840600283918,1894-04-10,3491,1382,0.3958751074190776,0,0,I.B.D. van den Berch van Heemstede,1256,0.9263803680981595,0.9631901840490797,609778.78,0.17711341152278207,0.03543908169451223,0.22277882480594025,0.06585995006254564,0.07711813126721136,0.2698794962986413,0.061456713859409796,0.009859313241434868,0.08049507724752246,0.4011959878302095,0.3313362101580511,0.3711785280556991,0.3613536699325614,166130.92895280107
Tijdens,0,Kieswet 1896,1896-06-19,Tweede Kamer,01385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891-09-15,1901-09-16,liberal,1858-10-07,1904-05-28,1739,16669,12031,13770,1914,Winschoten,0,1.5,83.6,8.5,6.4,WINSCHOTEN,0.1339,4.61,0.336520076481836,0.551488664299372,0.111991259218793,1894-04-10,3020,1137,0.37649006622516556,0,0,B.L. Tijdens,995,0.9357976653696498,0.9678988326848249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
van Limbrug Stirum,0,Kieswet 1896,1896-06-19,Tweede Kamer,00826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894-05-16,1907-08-26,confessional,1855-11-06,1909-07-15,765,19609,14071,14836,4084,Schiedam,0,30.9,57.4,8.1,3.6,SCHIEDAM,0.43291,4.8,0.290644171779141,0.675485685071575,0.0338701431492843,1894-04-24,2608,2250,0.8627300613496932,0,0,O.J.H. graaf van Limburg Stirum,1175,0.00445335114673792,0.1308171899354264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ae. Mackay,0,Kieswet 1896,1896-06-19,Tweede Kamer,00862,123989,409,19970,14986,18347,43403,16316,2014,3754,-1896.75,244163.65,-1896.75,242371.93,244153.58,-1896.75,242256.87,224426.76447416568,1876-05-02,1905-09-18,confessional,1838-11-29,1909-11-13,7353,25916,13669,21022,3377,Kampen,0,8.2,72,16.1,3.7,KAMPEN,0.33591,3.84,0.281583995615237,0.596875856399013,0.12154014798575,1894-04-10,2653,1825,0.6879004900113079,0,0,Æ. baron Mackay,668,3.8028019044431934e-5,0.008328136170730594,243188,0.5098483477803181,0.0016818264059081862,0.08211753869434348,0.06162310640327648,0.0754436896557396,0.17847508923137656,0.06709212625622975,0.008281658634472095,0.015436616938335774,0.22086616115926772,0.2455672154876063,0.2417800220405612,0.2246533546063128,117980.21573374236
Seret,0,Kieswet 1896,1896-06-19,Tweede Kamer,01238,0,0,1197,2510,1760,3110,0,598,2487,-1903.5,11777.11,-1903.5,4436.6,5888.56,-1451.95,4436.6,3955.638129700691,1880-10-04,1905-09-18,confessional,1845-08-30,1912-12-23,5737,24586,12819,18556,3377,Gorinchem,1,6.9,77.7,13.5,1.9,GORINCHEM,0.31912,5.02,0.251008303677343,0.656939501779359,0.0920521945432977,1894-04-10,3396,2422,0.7131919905771495,0,0,H. Seret,1223,0.0899611531384175,0.2500511142915559,11662,0,0,0.10264105642256903,0.21522894872234608,0.1509175098610873,0.2666780998113531,0,0.05127765391871034,0.21325673126393416,0.4687875150060024,0.2666780998113531,0.4819070485336992,0.2535585662836563,2506.6252600223074
Pyttersen,0,Kieswet 1896,1896-06-19,Tweede Kamer,01069,0,4414,1047,2882,0,806,2175,406,668,-2072.39,12403.95,-2072.39,10331.56,12540.75,-2072.39,10468.36,5517.228314590771,1891-09-15,1901-09-16,liberal,1845-05-24,1919-09-10,1739,27136,16915,18654,1914,Schoterland,1,3.2,59,12.3,25.5,SCHOTERLAND,0.10432,NA,0.423462287781798,0.217923740606735,0.358613971611467,1894-04-10,2832,983,0.3471045197740113,0,0,H. Pyttersen,834,0.01389267229637701,0.1135930264233179,12398,0,0.3560251653492499,0.08444910469430553,0.23245684787869011,0,0.06501048556218746,0.17543152121309888,0.032747217293111794,0.053879658009356346,0.6729311179222455,0.24044200677528635,0.6534924987901274,0.2598806259074044,2422.014251631431
F. van Bylandt,0,Kieswet 1896,1896-06-19,Tweede Kamer,00245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882-11-08,1916-01-26,confessional,1841-12-04,1924-07-04,4972,30162,14949,19921,7159,Apeldoorn,0,9.5,78,10.1,2.5,APELDOORN,0.29319,5.43,0.420031270118642,0.33229099604525,0.247677733836108,1894-04-24,2958,2335,0.7893847194050034,0,0,W.K.F.P. graaf van Bylandt,1356,0.008785341030965475,0.03094265568308879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marchant,1,Kieswet 1918,1919-05-09,Tweede Kamer,00875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900-06-08,1933-05-26,socialist,1869-02-12,1956-05-12,6909,31865,11438,18347,5131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
van Ryckevorsel,1,Kieswet 1918,1919-05-09,Tweede Kamer,01157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916-09-28,1928-09-17,confessional,1882-02-10,1957-04-30,953,27472,12648,13601,3419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kolkman,1,Kieswet 1918,1919-05-09,Tweede Kamer,00727,0,3369,157,8068,78377,35969,0,725,7406,-170467.27,135575.17,-170467.27,-34892.1,135575.17,-170467.27,-34892.1,-20889.019444725574,1884-05-06,1924-02-18,confessional,1853-03-09,1924-02-19,12785,25913,11381,24166,1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134071,0,0.02512847670264263,0.0011710213245220817,0.06017707035824302,0.584593237911256,0.2682832230683742,0,0.005407582549544644,0.05523938808541743,0.6710698062966637,0.2682832230683742,0.3535887701292599,0.585764259235778,-19803.963968389584
Kolthek,1,Kieswet 1918,1919-05-09,Tweede Kamer,00728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1922-06-23,socialist,1872-04-10,1946-01-19,234,26946,16960,17194,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J. ter Laan,1,Kieswet 1918,1919-05-09,Tweede Kamer,00772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913-09-16,1941-09-14,socialist,1872-12-12,1956-08-09,2061,30555,14887,16948,8164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuiper,1,Kieswet 1918,1919-05-09,Tweede Kamer,00760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1942-01-18,confessional,1875-05-09,1951-04-04,234,27723,15836,16070,8290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerhard,1,Kieswet 1918,1919-05-09,Tweede Kamer,00447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913-09-16,1931-09-14,socialist,1858-04-07,1948-07-03,2061,32959,20250,22311,4511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otto,1,Kieswet 1918,1919-05-09,Tweede Kamer,01009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913-11-28,1922-07-23,liberal,1872-01-04,1954-05-07,1988,30073,15303,17291,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kruyt,1,Kieswet 1918,1919-05-09,Tweede Kamer,00757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1922-06-23,socialist,1877-09-08,1943-07-01,234,24036,14983,15217,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.E.W. Duijs,1,Kieswet 1918,1919-05-09,Tweede Kamer,00357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909-09-21,1937-06-07,neutral,1877-02-21,1941-09-16,3517,23582,11899,15416,6604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niemeijer,1,Kieswet 1918,1919-05-09,Tweede Kamer,00962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1920-02-18,liberal,1870-05-14,1937-07-25,234,24543,17657,17891,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lely,1,Kieswet 1918,1919-05-09,Tweede Kamer,00802,0,4058,2769,43907,11937,22433,9255,1710,5969,-2036.35,102094.76,-2036.35,100058.41,102094.75,-2056.55,100058.41,61699.517517302134,1894-05-16,1922-06-23,liberal,1854-09-23,1929-01-22,9123,27149,14480,23603,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102038,0,0.03976949763813481,0.027136948979791842,0.4303004762931457,0.11698582880887512,0.21984946784531254,0.09070150336149278,0.016758462533565926,0.058497814539681295,0.6141927517199475,0.3105509712068053,0.689919441776593,0.23482428115015974,39537.128702609385
Bakker,1,Kieswet 1918,1919-05-09,Tweede Kamer,00059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-10-30,1945-07-11,confessional,1873-07-03,1956-09-26,191,30400,16554,16745,9560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaper,1,Kieswet 1918,1919-05-09,Tweede Kamer,01189,4380.53,0,0,0,0,0,0,0,0,-520.23,4380.53,-520.23,3860.18,4380.53,-520.23,3860.3,2867.9470917003987,1899-04-25,1934-08-30,socialist,1868-02-12,1934-08-31,7318,24306,11395,18713,5592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4380.53,1,0,0,0,0,0,0,0,0,0,0,0,0,1168.4626433749431
Groeneweg,1,Kieswet 1918,1919-05-09,Tweede Kamer,00488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1937-06-07,socialist,1875-03-04,1940-10-19,234,23970,15902,16136,6604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helsdingen,1,Kieswet 1918,1919-05-09,Tweede Kamer,00557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901-09-17,1921-08-19,socialist,1850-03-29,1921-08-20,6443,26076,18799,25242,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reijmer,1,Kieswet 1918,1919-05-09,Tweede Kamer,01105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1922-06-23,confessional,1882-04-11,1952-02-26,234,25522,13307,13541,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L. M. Hermans,1,Kieswet 1918,1919-05-09,Tweede Kamer,00565,5000,0,0,4698,0,0,0,1265,1460,-1223.41,12425,-1223.41,5286.74,6241.26,-926.02,5315.24,2875.0552726398464,1918-09-17,1921-09-19,socialist,1861-07-21,1943-09-17,234,30007,20876,21110,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423,0.40247927231747566,0,0,0.3781695242695001,0,0,0,0.10182725589632134,0.11752394751670289,0.3781695242695001,0,0.3781695242695001,0,1211.3190179217095
Ossendorp,1,Kieswet 1918,1919-05-09,Tweede Kamer,01007,0,7960,0,975,0,0,0,106,549,-441.55,9592.83,-441.55,4275.65,9592.83,-441.55,4275.54,2804.731490666698,1918-09-17,1922-06-23,socialist,1863-03-15,1941-04-16,234,28521,20274,20508,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9590,0,0.8300312825860271,0,0.10166840458811262,0,0,0,0.011053180396246089,0.057247132429614184,0.9316996871741398,0,0.9316996871741398,0,1226.2138970037465
van Zadelhoff,1,Kieswet 1918,1919-05-09,Tweede Kamer,01592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1937-06-07,socialist,1868-02-01,1946-05-22,234,28599,18490,18724,6604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
van Rappard,1,Kieswet 1918,1919-05-09,Tweede Kamer,01082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-04-24,1935-08-18,liberal,1871-08-30,1946-05-25,380,27296,17038,17418,5945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutgers,1,Kieswet 1918,1919-05-09,Tweede Kamer,01147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912-02-20,1925-08-05,confessional,1877-12-16,1945-02-05,2635,24522,12483,15118,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ketelaar,1,Kieswet 1918,1919-05-09,Tweede Kamer,00689,0,0,0,0,0,0,0,0,4134.68,-4743.08,4134.68,-4743.08,-608.38,4134.7,-4743.08,-608.38,-468.93550060803256,1897-09-21,1936-06-26,socialist,1864-05-06,1936-06-27,7899,26349,12191,20090,6258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4134.68,0,0,0,0,0,0,0,0,1,0,0,0,0,-468.93550060803256
de Groot,1,Kieswet 1918,1919-05-09,Tweede Kamer,00491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1925-09-14,liberal,1874-10-21,1963-11-04,234,32520,16036,16270,2320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albarda,1,Kieswet 1918,1919-05-09,Tweede Kamer,00011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913-09-16,1939-08-09,socialist,1877-06-05,1957-04-19,2061,29172,13251,15312,7397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolens,1,Kieswet 1918,1919-05-09,Tweede Kamer,00981,0,0,0,478,0,0,0,7579,5365,-6747.44,13423.62,-6747.44,6676.18,73423.62,-6747.44,6676.18,4379.538558960293,1896-11-13,1931-08-26,confessional,1860-09-07,1931-08-27,8211,25920,13216,21427,4492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13422,0,0,0,0.035613172403516614,0,0,0,0.5646699448666369,0.3997168827298465,0.035613172403516614,0,0.035613172403516614,0,4311.2111756231625
Kleerekoper,1,Kieswet 1918,1919-05-09,Tweede Kamer,00702,0,1360,0,1000,0,3336,0,0,12,0,5708,0,5708,5708,0,5708,3087.5022569494968,1913-09-16,1931-09-17,socialist,1880-09-22,1943-04-14,2061,22848,12046,14107,4514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5708,0,0.23826208829712683,0,0.1751927119831815,0,0.5844428871758934,0,0,0.002102312543798178,0.41345480028030834,0.5844428871758934,0.9978976874562018,0,763.0711670483225
de Muralt,1,Kieswet 1918,1919-05-09,Tweede Kamer,00949,15000,0,285,909,4290,45029.78,26756,7362,183,-14179.64,99223.44,-14179.64,41663.94,49612.22,-7947.78,41664.44,32114.689879603764,1913-09-16,1922-07-23,liberal,1871-05-09,1936-11-07,2061,23923,15470,17531,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99814.78,0.15027834555163072,0,0.0028552885654809837,0.009106867740428822,0.04297960682776639,0.45113338926359403,0.2680564942386288,0.07375661199674036,0.001833395815729895,0.05494176313367619,0.7191898835022228,0.4602402570040228,0.3138913896318762,20616.235505825905
Sannes,1,Kieswet 1918,1919-05-09,Tweede Kamer,01170,18000,0,10,1357,1045,11850,10915,0,2008,-27236.98,45189,-27236.98,7708.75,26098.03,-14389.68,11708.35,7219.778386681384,1913-09-16,1930-01-01,socialist,1875-10-04,1930-01-02,2061,19813,13861,15922,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45185,0.3983622883700343,0,2.2131238242779683e-4,0.030032090295452032,0.023127143963704768,0.26225517317693925,0.24156246541994025,0,0.0444395263915016,0.0533805466415846,0.5038176385968794,0.29228726347239126,0.26491092176607284,4491.9161489264525
de Savornin Lohman,1,Kieswet 1918,1919-05-09,Tweede Kamer,01177,16466,11005,19,49000,577,58904.8,2787,2570,8729,-8623.08,150267.52,-8623.08,141644.44,150331.52,-8623.08,141708.44,84837.26570317429,1879-09-15,1921-02-07,confessional,1837-05-29,1924-06-11,14480,31789,15449,29929,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150057.8,0.10973105030195032,0.0733384069338615,1.266178765782252e-4,0.3265408395964755,0.0038451849887176813,0.39254740506658103,0.018572843264395456,0.01712673383189678,0.058170918139543566,0.40385104939563293,0.4111202483309765,0.792426651596918,0.02254464612969136,88967.69851470405
Teenstra,1,Kieswet 1918,1919-05-09,Tweede Kamer,01344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909-09-21,1922-07-23,socialist,1873-07-25,1958-05-24,3517,30983,13206,16723,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ter Hall,1,Kieswet 1918,1919-05-09,Tweede Kamer,00514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1925-09-14,liberal,1866-02-05,1944-05-31,234,28604,19216,19450,2320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bongaerts,1,Kieswet 1918,1919-05-09,Tweede Kamer,00157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913-09-16,1945-10-05,confessional,1875-01-09,1959-05-10,2061,30801,14129,16190,9646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
van de Laar,1,Kieswet 1918,1919-05-09,Tweede Kamer,00774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1922-06-23,socialist,1871-04-22,1959-01-21,234,32050,17314,17548,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treub,1,Kieswet 1918,1919-05-09,Tweede Kamer,01375,44400,560,3650,7292,0,42017.5,3825,21,2337,-33157.93,104107.36,-33157.93,35474.72,104107.36,-33157.93,70949.45,46542.461708945135,1904-11-08,1921-10-14,liberal,1858-11-30,1931-07-24,5295,26533,16779,22074,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104102.5,0.42650272567901826,0.005379313657212843,0.03506159794433371,0.07004634855070724,0,0.40361662784275115,0.03674263346221272,2.0172426214548161e-4,0.022449028601618598,0.11048726015225378,0.44035926130496383,0.4790422900506712,0.07180423140654643,39917.1692774745
Hugenholtz,1,Kieswet 1918,1919-05-09,Tweede Kamer,00615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901-09-17,1924-05-13,socialist,1868-06-24,1924-05-13,6443,20411,12137,18580,1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oud,1,Kieswet 1918,1919-05-09,Tweede Kamer,01010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917-06-28,1952-07-14,liberal,1886-12-05,1968-08-12,680,29835,11162,11842,12120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
de Buisonjé,1,Kieswet 1918,1919-05-09,Tweede Kamer,00236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1921-06-03,liberal,1878-10-20,1952-02-17,234,26782,14576,14810,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulten,1,Kieswet 1918,1919-05-09,Tweede Kamer,00237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918-09-17,1929-09-16,confessional,1871-11-03,1955-01-14,234,30387,17119,17353,3783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rink,1,Kieswet 1918,1919-05-09,Tweede Kamer,01113,18000,15434,921,33059,18724,123553,6779,10582,3407,-2238,224545,-2238,2238,220695,-2238,220457,144618.61899032828,1891-09-15,1922-06-23,liberal,1851-08-13,1941-08-06,10097,32865,14643,24740,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230459,0.07810499915386251,0.06697069760781744,0.003996372456705965,0.14344850927930783,0.08124655578649564,0.5361170533587319,0.02941521051466855,0.04591706116923184,0.01478354067317831,0.29566213513032685,0.5655322638734005,0.7465362602458572,0.11465813875787016,43871.22878566348
