politician,vote,law,date,house,b1_nummer,re,dugobo,fogobo,duprbo,foprbo,dush,fosh,cash,misc,debt,ta11,tl11,nw11,ta0,tl0,nw0,w_deflated,begin_periode,einde_periode,class,date_of_birth,date_of_death,tenure,age_of_death,age_of_entrance,age_of_vote,long_elec_horiz,kiesdistrict,strikes,rk_pct,hervormd_pct,gereformeerd_pct,overig_pct,kiesdistrict_corrected,aandeel_gem,percentage_aangesl,industry_share,services_share,agricul_share,side,kiesgerechtigden,opkomst,turnout,socialistdum,socialistpercentage,truename,aantal_stemmen,ncm,tvs,total,share_re,share_dugobo,share_fogobo,share_duprbo,share_foprbo,share_dush,share_fosh,share_cash,share_misc,share_bonds,share_shares,share_domestic,share_foreign,wealth_timevote
Everts,0,Kieswet 1892,1894-03-09,Tweede Kamer,00391,3000,0,0,1019,0,200,0,2160,13312,-1885,19691,-1885,17806,19691,-1885,17806,17806,1893-11-14,1900-06-07,confessional,1827-03-08,1900-06-08,115,26755,24358,24473,2281,Roermond,0,98.4,1.1,0,0.4,ROERMOND,0.23105,4.52,0.318028846153846,0.628365384615385,0.0536057692307692,1893-10-31,1971,1066,0.5408422120750888,0,0,W. Everts,882,0.9342105263157895,0.9671052631578947,19691,0.152353867248997,0,0,0.05174953024224265,0,0.010156924483266466,0,0.10969478441927784,0.676044893606216,0.05174953024224265,0.010156924483266466,0.06190645472550912,0,16798.17143675347
de Ras,0,Kieswet 1892,1894-03-09,Tweede Kamer,01085,0,0,0,2965,0,28320,1887,1703,3241,-616.87,37816.53,-616.87,17068.73,18908.26,-1839.53,17068.73,8353.314490232593,1892-07-20,1902-03-15,confessional,1847-06-13,1920-05-04,597,26623,16474,17071,2927,Maastricht,0,95.6,2.4,0.1,1.9,MAASTRICHT,0.70542,4.85,0.259209563308124,0.715784337643328,0.0250060990485484,1892-07-12,2496,2130,0.8533653846153846,0,0,M. de Ras,1167,0.12157616530514176,0.5607880826525709,38116,0,0,0,0.07778885507398468,0,0.74299506768811,0.049506768810998004,0.044679399727148704,0.08502990869975863,0.07778885507398468,0.792501836499108,0.8207839227620947,0.049506768810998004,3000.309319823151
van den Berch van Heemstede,0,Kieswet 1892,1894-03-09,Tweede Kamer,00087,108000,21610,135845.8,40160,47025,164566.79,37475,6012,49084.19,-50688.91,567811.97,-16294.41,559089.56,580183.97,-17761.78,562422.23,381109.04593527067,1891-09-15,1916-07-31,confessional,1860-04-16,1917-10-24,906,21009,11474,12380,8179,Oosterhout,0,91.9,6.6,1.1,0.4,OOSTERHOUT,0.14209,2.66,0.472723585479619,0.321435814236463,0.205840600283918,1891-06-09,3510,2510,0.7150997150997151,0,0,I.B.D. van den Berch van Heemstede,1481,0.1962843295638126,0.5981421647819063,609778.78,0.17711341152278207,0.03543908169451223,0.22277882480594025,0.06585995006254564,0.07711813126721136,0.2698794962986413,0.061456713859409796,0.009859313241434868,0.08049507724752246,0.4011959878302095,0.3313362101580511,0.3711785280556991,0.3613536699325614,155302.4717924575
Conrad,0,Kieswet 1892,1894-03-09,Tweede Kamer,00264,0,4286,16729,19913,18276,17,0,1986,7400,-17399,65076.1,-18174.76,50435.56,65076.1,-18174.76,46901.34,42479.730746242145,1891-09-15,1902-08-11,liberal,1825-05-26,1902-08-12,906,28201,24218,25124,3076,'s-Gravenhage,0,30.8,54.7,3.6,10.8,'S-GRAVENHAGE,5.25337,6.66,0.285232716304926,0.660284463894967,0.0544828198001065,1891-06-09,8314,6369,0.7660572528265576,0,0,J.F.W. Conrad,3370,0.006853120948323764,0.156047416188183,68607,0,0.06247175944145641,0.24383809232294082,0.29024735085341147,0.2663868118413573,2.4778812657600535e-4,0,0.028947483492938037,0.10786071392131998,0.862944014459166,2.4778812657600535e-4,0.35296689842144385,0.5102249041642981,33044.1974059488
P.G.J. Schrieck,0,Kieswet 1892,1894-03-09,Tweede Kamer,01229,0,8602,10229,12665,8320,1,2037,717,1266,-13173.1,43843.44,-13173.1,30670.34,43841.44,-13173.1,30668.34,32858.93569860863,1876-02-22,1896-03-04,confessional,1812-08-23,1896-03-05,6590,30510,23193,29783,726,'s-Hertogenbosch,0,90.8,6.9,0.7,1.7,'S-HERTOGENBOSCH,0.77536,4.32,0.264478381594605,0.716779055930186,0.0187425624752083,1891-06-09,2977,949,0.31877729257641924,0,0,P.G.J. van der Schrieck,837,0.9307958477508651,0.9653979238754326,43837,0,0.19622693158747176,0.23334169765266785,0.28891119374044755,0.18979400962657117,2.281178000319365e-5,0.046467595866505465,0.016356046262289845,0.02887971348404316,0.9082738326071583,0.04649040764650866,0.4851609371079225,0.46960330314574444,29863.047637872874
T. Mackay,0,Kieswet 1892,1894-03-09,Tweede Kamer,00864,31000,45475,4628,139332,34,31571,1050,0,20000,-17559.36,273101.15,-17559.36,255541.79,277056.14,-17413.25,259640.89,133419.71600312283,1882-06-28,1896-12-31,confessional,1840-04-24,1922-11-29,4272,30168,15405,19677,1028,Hilversum,0,36.7,50.8,6.3,6.2,HILVERSUM,0.27174,7.05,0.441309090909091,0.490327272727273,0.0683636363636364,1891-06-09,3830,2571,0.6712793733681462,0,0,Th.Ph. baron Mackay,1917,0.021695257315842584,0.322401614530777,273090,0.11351569079790545,0.1665201948075726,0.016946794097184078,0.5102054267823795,1.245010802299608e-4,0.11560657658647332,0.003844886301219378,0,0.07323592954703577,0.6937969167673661,0.1194514628876927,0.7923321981764253,0.020916181478633417,52317.40191176095
L.D.J.L. Ram,0,Kieswet 1892,1894-03-09,Tweede Kamer,01079,0,5062,0,33041,0,44497,0,612,630,-142655.82,83850.51,-142655.82,-58806,83850.31,-142655.82,-58805.51,-39847.84138393147,1888-05-01,1913-09-15,confessional,1842-10-29,1917-07-04,2138,27276,16621,18759,7129,Bergen op Zoom,0,91.2,7.4,0.8,0.6,BERGEN OP ZOOM,0.25262,5.09,0.332868803503882,0.556639458490942,0.110491738005176,1891-06-09,2904,1175,0.4046143250688705,0,0,L.D.J.L. de Ram,967,0.7191111111111111,0.8595555555555555,83842,0,0.060375468142458436,0,0.3940864960282436,0,0.530724457908924,0,0.007299444192648076,0.00751413372772596,0.45446196417070206,0.530724457908924,0.9851864220796259,0,-13640.261948353875
Roell,0,Kieswet 1892,1894-03-09,Tweede Kamer,01118,153303.51,0,299630,38433.4,0,0,0,0,850,0,602945.26,-17734.11,583211.25,602945.26,-17734.11,583211.25,506518.9707680366,1877-09-18,1909-09-20,liberal,1844-07-21,1914-07-13,6016,25558,12112,18128,5673,Utrecht,0,34.7,52.5,5.6,7.2,UTRECHT,2.47185,5.93,0.290613050450228,0.677470087578636,0.0319168619711361,1891-06-09,4365,3595,0.8235967926689576,0,0,J. Röell,2001,0.018132975151108125,0.22397582269979852,492216.91000000003,0.3114551875107257,0,0.6087356893122586,0.0780822422374721,0,0,0,0,0.0017268809395435032,0.6868179315497308,0,0.0780822422374721,0.6087356893122586,231523.05099056812
Walter,0,Kieswet 1892,1894-03-09,Tweede Kamer,01507,14957,0,199,1178,0,0,0,456,2192,-4980.76,19285,-4980.76,14304.51,19285.37,-4947.04,14338.53,14338.53,1888-05-01,1894-03-19,confessional,1846-12-13,1900-01-23,2138,19399,15115,17253,10,Hontenisse,0,58,32.6,7.2,2.1,HONTENISSE,0.06131,2.74,0.474893917963225,0.157708628005658,0.367397454031117,1891-06-23,3487,2806,0.8047031832520791,0,0,F.J.F.M. Walter,1576,0.14576517629952745,0.5728825881497637,18982,0.7879570119060162,0,0.01048361605731746,0.06205879254030134,0,0,0,0.024022758402697294,0.11547782109366768,0.07254240859761879,0,0.06205879254030134,0.01048361605731746,10802.102097388319
E.A.M. Kun,0,Kieswet 1892,1894-03-09,Tweede Kamer,00763,96631,3139,57577,82136,109166,528498,89568,64980,28476,-29022.75,168391.26,-8412.3,159979.01,189001.57,-29022.55,159979.01,138941.77022423598,1892-12-13,1905-09-18,confessional,1853-11-19,1914-09-27,451,22226,14269,14720,4210,Zevenbergen,0,66.4,26,7.1,0.5,ZEVENBERGEN,0.10745,3.17,0.415221863062004,0.297090802233324,0.287687334704672,1892-12-06,3113,1070,0.34371988435592676,0,0,E.A.M. van der Kun,900,0.8828451882845189,0.9414225941422594,1060171,0.09114661691368657,0.002960843109271995,0.05430916333308495,0.07747429424121204,0.10297018122548154,0.4985026000522557,0.08448448410680919,0.061291999120896536,0.026859817897301474,0.23771448190905053,0.5829870841590649,0.5789377374027398,0.24176382866537569,60733.58026439823
G. van Dedem,0,Kieswet 1892,1894-03-09,Tweede Kamer,00294,100,0,895.6,4761.25,0,123090,0,1544.5,1790,-51951.8,132182,-51951.8,80230.25,132182.09,-51951.84,80230.25,74476.24214945153,1888-05-01,1894-03-19,confessional,1841-12-17,1911-03-18,2138,25292,16937,19075,10,Elst,0,52.8,42.4,2.9,1.9,ELST,0.10181,3.18,0.425394779245891,0.222365452787625,0.352239767966484,1891-06-23,3158,2636,0.8347055098163395,0,0,G.W. baron van Dedem,1420,0.10764430577223089,0.5538221528861155,132181.35,7.565363797540273e-4,0,0.006775539817077069,0.036020588381038623,0,0.9312206298392322,0,0.011684704385300951,0.013542001197597088,0.04279612819811569,0.9312206298392322,0.9672412182202709,0.006775539817077069,29469.164583277274
Kielstra,0,Kieswet 1892,1894-03-09,Tweede Kamer,00696,32500,44258,6973,303106,22036.62,358827,2238.2,1835,12487,-10053.14,784267.95,-10053,769814.81,784267.95,-10053,786814.81,385061.54549885116,1884-11-17,1894-03-19,liberal,1844-03-06,1920-06-04,3399,27848,14866,18265,10,Lochem,0,22.8,72.5,1.5,3.2,LOCHEM,0.08668,5.24,NA,NA,NA,1891-06-09,3474,3297,0.9490500863557858,0,0,E.B. Kielstra,1782,0.002204512052847684,0.01349979545764458,784260.82,0.04144029533440164,0.05643275664338301,0.008891174749747157,0.38648622023474283,0.028098585876060976,0.4575352878140719,0.0028538975082294687,0.002339782828880831,0.015921999010482253,0.479908737503934,0.4603891853223014,0.9004542646921977,0.039843658134037604,128845.55081350685
Michiels van Verduynen,0,Kieswet 1892,1894-03-09,Tweede Kamer,00923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888-05-01,1905-09-30,confessional,1855-08-23,1929-02-04,2138,26828,11940,14078,4222,Breda,0,87.3,10.5,0.3,1.9,BREDA,0.57616,5.26,0.305503292568203,0.671448730009407,0.0230479774223895,1891-06-09,3370,1613,0.47863501483679527,0,0,L.P.M.H. baron Michiels van Verduynen,1072,0.02463882841876113,0.053037799327132394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B.J. Lintelo baron de Geer van Jutphaas,0,Kieswet 1892,1894-03-09,Tweede Kamer,00433,174319,688,2765,14817,0,34911,2718,597,27614,-21315.77,258436.95,-21315.77,237120.18,258574.44,-21454.27,237120.17,230821.4165673274,1884-12-08,1894-03-19,confessional,1816-12-12,1903-08-04,3378,31645,24833,28211,10,Sliedrecht,0,4.7,82.1,11.7,1.5,SLIEDRECHT,0.10925,2.98,0.578231292517007,0.311224489795918,0.110544217687075,1891-06-09,3384,2790,0.824468085106383,0,0,B.J. Lintelo baron de Geer van Jutphaas,1642,3.416739746933476e-5,0.009350477774107946,258429,0.6745334308456095,0.0026622399188945514,0.010699263627534062,0.05733489662537873,0,0.1350893282100693,0.010517395493539812,0.002310112255203557,0.10685333302377055,0.07069640017180734,0.1456067237036091,0.19508646475434258,0.021216659121073872,157407.9601696427
Harte van Tecklenburg,0,Kieswet 1892,1894-03-09,Tweede Kamer,00522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888-05-01,1901-07-31,confessional,1853-10-15,1937-07-04,2138,30577,12617,14755,2700,Grave,1,97.3,1.6,0.1,1,GRAVE,0.04821,3.54,NA,NA,NA,1891-06-09,3397,1669,0.4913158669414189,0,0,J.J.I. Harte van Tecklenburg,1222,9.875488769967838e-4,0.010349245325824404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lambrechts,0,Kieswet 1892,1894-03-09,Tweede Kamer,00778,22830,0,9095.15,13742,2354,4784,1393,1000,470,-1730,50714.27,-1730,48962.47,50692.47,-1780,48962.47,52459.78926068558,1873-09-15,1896-11-24,confessional,1839-10-12,1896-11-25,7480,20864,12392,19872,991,Sittard,0,98.5,0.8,0,0.7,SITTARD,0.07078,4.86,0.366523605150215,0.439055793991416,0.194420600858369,1891-06-09,1975,1452,0.7351898734177216,0,0,H.F. Lambrechts,982,0.1313296308395949,0.32081019274746814,55668.15,0.4101088324293155,0,0.1633815745628335,0.24685569755775968,0.04228629835911558,0.08593782980034365,0.02502328530766695,0.01796359318569056,0.008442888797274563,0.4525235704797088,0.11096111510801059,0.3327935273581033,0.23069115822961603,46510.17217274851
Hintzen,0,Kieswet 1892,1894-03-09,Tweede Kamer,00584,37500,434376,99063.15,3915530,92387.62,385048.55,19858,1500,101805,-105289.7,5071863.53,-89439.7,4981823.83,5071854.68,-89439.7,4982414.98,3452057.8164476487,1888-05-07,1897-12-23,liberal,1851-01-06,1932-11-18,2132,29901,13636,15768,1385,Rotterdam,1,26.9,55.7,7.5,10,ROTTERDAM,5.11721,4.4,0.279048857111906,0.707138988191962,0.0138121546961326,1893-01-03,8394,2277,0.271265189421015,0,0,G.H. Hintzen,2693,8.003201280512205e-4,0.11973678360232982,5087068.32,0.007371632862206183,0.08538827723076461,0.019473524585964276,0.769702656558778,0.018161269750747125,0.0756916411926624,0.0039036236100717433,2.948653144882473e-4,0.020012508894317344,0.8927257281262541,0.07959526480273416,0.930782574982205,0.041538417946783146,909128.7280164526
Heemskerk,0,Kieswet 1892,1894-03-09,Tweede Kamer,00540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888-05-01,1932-06-11,confessional,1852-07-20,1932-06-12,2138,29181,13069,15207,13973,Harlingen,0,13.7,60,14.4,11.9,HARLINGEN,0.20138,4.03,0.213891593638429,0.751703992210321,0.0344044141512496,1893-04-18,3309,2730,0.8250226654578422,0,0,Th. Heemskerk,1366,0.02092675635276532,0.5104633781763827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smits van Oijen,0,Kieswet 1892,1894-03-09,Tweede Kamer,01280,560000,65118,285298,132295,460713,207049,79276,14443,58538,-19564,163059.81,-8718.76,154341.05,447470.775,-10536.35,436932.425,445865.1286125808,1891-09-16,1898-10-11,confessional,1858-02-05,1898-10-12,905,14859,12276,13181,1677,Eindhoven,1,97.1,1.9,0.1,0.8,EINDHOVEN,0.13904,4.39,NA,NA,NA,1891-07-09,3030,1632,0.5386138613861386,0,0,J.Th.M. Smits van Oijen,1209,0.6326911124922312,0.7513983840894966,1862730,0.3006340156651796,0.034958367557294937,0.15316122035936502,0.07102210196861596,0.2473321415341998,0.11115352198117816,0.04255903968905853,0.007753673371878909,0.03142591787322908,0.5064738314194757,0.1537125616702367,0.21713399150708906,0.4430524015826234,367521.1817295308
Dobbelmann,0,Kieswet 1892,1894-03-09,Tweede Kamer,00318,36239,0,24617,786162,142993,175357,64259,1497,27782.18,-10792.08,1143872.14,-10792.08,1133080.06,1145990.94,-10792.05,1135198.86,1012134.493848613,1889-07-09,1901-09-16,confessional,1830-08-08,1912-12-18,1704,30082,21520,23224,2747,Nijmegen,0,77,18.8,1.1,3,NIJMEGEN,0.78278,4.72,0.318521054433413,0.597192742211571,0.0842862033550154,1891-06-09,2678,1340,0.5003734129947722,0,0,F.Th.J.H. Dobbelmann,960,0.46788990825688076,0.7339449541284404,1258906.18,0.028786100644926538,0,0.019554276872324194,0.6244802134500603,0.11358511243466929,0.13929314414835903,0.051043517794153656,0.0011891275329190933,0.02206850712258796,0.7576196027570538,0.19033666194251267,0.7637733575984194,0.18418290710114713,516152.81867627817
De Beaufort,0,Kieswet 1892,1894-03-09,Tweede Kamer,00071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877-04-23,1918-04-01,liberal,1845-03-19,1918-04-02,6164,26676,11723,17887,8788,Amsterdam,3,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1891-09-10,22531,6103,0.2708712440637344,0,0,W.H. de Beaufort,1463,2.769891281767191e-4,0.101308773630635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reekers,0,Kieswet 1892,1894-03-09,Tweede Kamer,01091,129127,14179,1649,51320,0,7448,0,882,57151,-25805,261951,-27395,234556,261951,-27395,234556,120529.53179612223,1878-03-26,1894-03-19,confessional,1842-06-06,1922-05-27,5827,29209,13077,18904,10,Haarlemmermeer,0,41.6,43.2,9.7,10.6,HAARLEMMERMEER,0.1773,4.18,0.449591280653951,0.148337874659401,0.402070844686648,1891-06-23,3718,3073,0.8265196342119419,0,0,F.J.M.A. Reekers,1641,0.03327085285848173,0.2563261480787254,261756,0.4933105640367365,0.05416876786014456,0.006299760081908342,0.19606045324653495,0,0.028453980042482313,0,0.003369550268188695,0.21833692446400466,0.25652898118858786,0.028453980042482313,0.27868320114916184,0.006299760081908342,53482.817477176024
Vermeulen,0,Kieswet 1892,1894-03-09,Tweede Kamer,01422,17000,0,39440,16185,68331,0,17425,820,5160,-36691.15,164068.92,-36691.15,61344.17,82034.45,-20590.16,61444.29,56002.06306538044,1880-06-29,1901-09-16,confessional,1846-01-11,1913-10-09,5001,24742,12588,17589,2747,Helmond,0,97.7,1.9,0.2,0.2,HELMOND,0.08862,2.96,0.648148148148148,0.287749287749288,0.0641025641025641,1891-06-09,2679,1813,0.6767450541246733,0,0,P.J.F. Vermeulen,1249,8.688038335969157e-4,0.011464138085509301,164361,0.103430862552552,0,0.23995960112192066,0.09847226531841495,0.41573730994579006,0,0.1060166341163658,0.004989018076064273,0.03139430886889225,0.7541691763861257,0.1060166341163658,0.09847226531841495,0.7617135451840765,26904.46238657886
van Delden,0,Kieswet 1892,1894-03-09,Tweede Kamer,00299,9143.33,4815,11504,43060.08,0,24951.58,0,0,1589,-762.08,96451.62,-762.08,95691.54,96467.37,-762.05,95705.29,97661.90145937176,1864-09-19,1898-11-07,liberal,1828-02-21,1898-11-08,10763,25828,13360,24123,1704,Deventer,0,22.1,71,2.5,4.4,DEVENTER,0.46317,5.53,0.366591324938112,0.577548164890754,0.0558605101711334,1891-06-09,2953,1864,0.6312224856078564,0,0,A. van Delden,1311,0.5081877729257642,0.7156113537117904,95062.99,0.09618180534822227,0.05065062649512707,0.12101449786083943,0.45296366125239695,0,0.2624741763329767,0,0,0.016715232710437573,0.6246287856083634,0.2624741763329767,0.7660884640805007,0.12101449786083943,83870.87990430232
Roijaards van der Ham,0,Kieswet 1892,1894-03-09,Tweede Kamer,01135,1262437.01,82941.01,587706.87,383927.5,18000,268624.85,118019,2325.92,130374.86,-619075.73,3136813.9,-619075.7,2517738.19,3136813.92,-619075.73,2517738.19,2595128.9060938577,1888-05-01,1897-03-01,liberal,1829-01-01,1897-03-02,2138,24897,21670,23808,1088,Breukelen,0,40.1,47.2,11,1.7,BREUKELEN,NA,NA,NA,NA,NA,1891-06-23,3851,3491,0.9065177875876396,0,0,W.J. Roijaards van den Ham,1755,0.02511682242990654,0.5125584112149533,2854357.02,0.4422841996128431,0.029057685993323985,0.20589816406358305,0.13450577391331375,0.006306148766211453,0.09411045924451314,0.04134696506886164,8.148665299059191e-4,0.04567573680744394,0.3757677727364322,0.13545742431337476,0.2576739191511509,0.2535512778986561,2207382.3246188983
Kolkman,0,Kieswet 1892,1894-03-09,Tweede Kamer,00727,0,3369,157,8068,78377,35969,0,725,7406,-170467.27,135575.17,-170467.27,-34892.1,135575.17,-170467.27,-34892.1,-20889.019444725574,1884-05-06,1924-02-18,confessional,1853-03-09,1924-02-19,3594,25913,11381,14975,10937,Rheden,0,65.2,29.2,3.9,1.7,RHEDEN,0.43743,5.41,0.385911695315133,0.403100775193798,0.210987529491068,1891-06-09,3066,1780,0.5805609915198956,0,0,M.J.C.M. Kolkman,1346,0.13214652516261555,0.4608010955152345,134071,0,0.02512847670264263,0.0011710213245220817,0.06017707035824302,0.584593237911256,0.2682832230683742,0,0.005407582549544644,0.05523938808541743,0.6710698062966637,0.2682832230683742,0.3535887701292599,0.585764259235778,-7292.463641129725
Mutsaerts,0,Kieswet 1892,1894-03-09,Tweede Kamer,00951,87531,221,1361,14630,1113,54022,0,310,10460,-19133,131852.91,-20163.35,72658.31,131858.11,-94189.65,37668.46,34597.14204622607,1889-03-19,1905-09-18,confessional,1833-08-03,1907-02-12,1816,26855,20317,22133,4210,Waalwijk,0,69.8,22.8,6.6,0.7,WAALWIJK,0.07016,4.6,NA,NA,NA,1891-06-09,3782,3035,0.8024854574299313,0,0,W.P.A. Mutsaers,1187,0.04481728338313031,0.36750172374166856,169648,0.5159565688955956,0.0013026973498066585,0.008022493633877205,0.08623738564557201,0.0065606432141846645,0.31843582005092896,0,0.0018273130246156748,0.06165707818541922,0.10212321984344054,0.31843582005092896,0.40597590304630765,0.014583136848061869,19481.522695327047
Travaglino,0,Kieswet 1892,1894-03-09,Tweede Kamer,01374,105740,43096,10997,318724,23528,32603,65125,3088,4439,-3382,616340.875,-3800.14,612540.735,616314,-3800.14,612513.86,556801.6411388424,1888-05-01,1905-05-22,confessional,1831-09-19,1905-05-23,2138,26909,20679,22817,4091,Druten,0,65.5,31.9,1.9,0.7,DRUTEN,0.05036,1.64,NA,NA,NA,1891-06-09,2917,1365,0.4679465203976688,0,0,J.A.N. Travaglino,1256,5.4506945742228864e-5,0.009780103407462779,607340,0.17410346757993875,0.07095860638192775,0.01810682648928113,0.5247867751177265,0.038739421082095694,0.053681628083116543,0.10722988770705041,0.005084466690815688,0.007308920868047551,0.6525916290710311,0.16091151579016696,0.6494270095827708,0.16407613527842724,355596.54712374596
Van Loben Sels,0,Kieswet 1892,1894-03-09,Tweede Kamer,00833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888-07-10,1894-03-19,confessional,1846-10-03,1923-03-18,2068,27924,15256,17324,10,Ede,0,3.9,79.5,15.1,1.5,EDE,0.14041,4.31,0.474380395433027,0.155806182121972,0.369813422445001,1891-06-09,2884,2321,0.8047850208044383,0,0,C.M.E. van Löben Sels,1160,6.654835847382431e-4,0.12866015971606035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W.H. de Beaufort,0,Kieswet 1892,1894-03-09,Tweede Kamer,00071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877-04-23,1918-04-01,liberal,1845-03-19,1918-04-02,6164,26676,11723,17887,8788,Amsterdam,3,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1891-09-10,22531,6103,0.2708712440637344,0,0,W.H. de Beaufort,1463,2.769891281767191e-4,0.101308773630635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
de Meijier,0,Kieswet 1892,1894-03-09,Tweede Kamer,00917,240000,30150,41110.725,133119.7,72895.015,64083.65,1484.5,2000,12851.75,-1398.04,188847.0325,-579.045,187738.51,188847.03,-1108.52,187738.57,173921.01133027382,1877-12-10,1894-03-19,confessional,1836-07-20,1909-03-23,5933,26543,15118,21051,10,Zaandam,0,12.5,59.5,7.8,20.3,ZAANDAM,0.24248,6.06,0.337140314446752,0.609463067339069,0.0533966182141798,1891-06-23,3711,2838,0.7647534357316087,0,0,W. de Meijier,1704,0.20979765708200213,0.6048988285410011,597695.34,0.40154236437580393,0.05044375952471037,0.06878207382376446,0.2227216628458238,0.12196015280962372,0.10721791807846454,0.0024837068329828372,0.003346186369798366,0.021502175339028075,0.46390764900392234,0.10970162491144736,0.3803833404489987,0.193225933466371,91672.09565410185
de Savornin Lohman,0,Kieswet 1892,1894-03-09,Tweede Kamer,01177,16466,11005,19,49000,577,58904.8,2787,2570,8729,-8623.08,150267.52,-8623.08,141644.44,150331.52,-8623.08,141708.44,84837.26570317429,1879-09-15,1921-02-07,confessional,1837-05-29,1924-06-11,5289,31789,15449,20738,9831,Goes,0,8.4,74.6,13.8,3.1,GOES,0.17908,5.04,0.291332569683085,0.582283314242077,0.126384116074838,1894-01-09,4073,2659,0.6528357476061871,0,0,A.F. de Savornin Lohman,1653,0.27300731613400075,0.6365036580670004,150057.8,0.10973105030195032,0.0733384069338615,1.266178765782252e-4,0.3265408395964755,0.0038451849887176813,0.39254740506658103,0.018572843264395456,0.01712673383189678,0.058170918139543566,0.40385104939563293,0.4111202483309765,0.792426651596918,0.02254464612969136,31201.31089974376
van Velzen,0,Kieswet 1892,1894-03-09,Tweede Kamer,01404,103500,36055,93138,117098,6449,15291,0,507,6422,-635.78,380965.36,-635.78,189056.02,190482.68,-1426.66,189056.02,172311.0016395311,1888-05-01,1894-03-19,confessional,1835-11-02,1913-02-13,2138,28227,19174,21312,10,Bodegraven,0,24.2,58.5,14,3.3,BODEGRAVEN,0.09732,4.46,NA,NA,NA,1891-06-23,3972,3587,0.9030715005035247,0,0,S. van Velzen,1790,0.0010013351134846463,0.19915442812639075,378460,0.27347672145008717,0.0952676636896898,0.24609734185911325,0.3094065423030175,0.017040109919146014,0.040403213021191146,0,0.001339639592030862,0.016968768165724252,0.6678116577709665,0.040403213021191146,0.4450774190138984,0.26313745177825926,82586.60685917495
Huber,0,Kieswet 1892,1894-03-09,Tweede Kamer,00612,84120,11426,12824,37913,13808,27227,0,450.5,9065.5,-4379.17,195668.32,-3208.67,192459.58,197230.09,-4770.51,192459.58,130414.62979673278,1883-11-26,1894-03-19,confessional,1842-12-15,1917-03-05,3756,27108,14956,18712,10,Dokkum,0,2.1,58,30.6,9.3,DOKKUM,0.08897,5.17,NA,NA,NA,1891-06-09,3068,2693,0.8777705345501956,0,0,U.H. Huber,1363,7.918090400229015e-5,0.008301813242701652,196834,0.4273651909731042,0.058048914313584034,0.06515134580407857,0.1926140809006574,0.07015048213215197,0.1383246796793237,0,0.0022887306054848247,0.04605657559161527,0.385964823150472,0.1383246796793237,0.3889876748935651,0.13530182793623052,49447.03346783703
van Vlijmen,0,Kieswet 1892,1894-03-09,Tweede Kamer,01458,0,0,0,0,0,0,0,0,4303,-3054.28,4303,-3054.28,1248.98,4303.26,-3054.28,1248.98,658.2604935594097,1888-05-01,1918-09-16,confessional,1843-05-02,1919-12-17,2138,27987,16436,18574,8956,Veghel,0,98.7,0.9,0,0.5,VEGHEL,0.0675,2.78,0.43159509202454,0.234049079754601,0.334355828220859,1892-12-06,3439,1236,0.35940680430357663,0,0,B.R.F. van Vlijmen,1054,0.7392739273927392,0.8696369636963697,4303,0,0,0,0,0,0,0,0,1,0,0,0,0,658.2604935594097
W. Kaay,0,Kieswet 1892,1894-03-09,Tweede Kamer,00666,0,0,0,3627.15,0,118.9,0,666,4045.09,-1815.66,8457.79,-1815.66,6642.13,8457.79,-1815.66,6642.13,4222.443110295422,1875-08-10,1894-03-19,confessional,1831-05-05,1918-07-29,6786,31861,16168,22954,10,Alkmaar,0,34.7,54.6,3.6,7.2,ALKMAAR,0.44921,6.11,0.294545454545455,0.649242424242424,0.0562121212121212,1892-03-01,4783,1399,0.29249425047041605,0,0,W. van der Kaay,1283,0,1,8457.14,0,0,0,0.4288861246236908,0,0.014059126371326478,0,0.07875002660473872,0.47830472240024413,0.4288861246236908,0.014059126371326478,0.4429452509950173,0,3154.1338125238854
